rep,method,rmse,k,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
0,RV,0.5245254348311552,1,1.1700542631257345,0.48902195608782434,0,static,power,500,0.1
0,Oracle,,1,1.9999680890332692,0.09780439121756487,1,static,power,500,0.1
0,DM,,1,-0.3730057412115652,0.8003992015968064,0,static,power,500,0.1
0,cDM,,1,-0.039085463949314794,0.6327345309381237,0,static,power,500,0.1
0,SS,1.591751697059811,1,1.2193401445163818,0.4550898203592814,0,static,power,500,0.1
0,RV,0.7198160004678678,2,-0.5743319833749082,0.23552894211576847,0,static,power,500,0.1
0,Oracle,,2,0.5376292145593984,0.6846307385229541,0,static,power,500,0.1
0,DM,,2,-0.38120917767338725,0.782435129740519,0,static,power,500,0.1
0,cDM,,2,0.014748839601839836,0.42714570858283435,0,static,power,500,0.1
0,SS,1.0922298590162445,2,2.909150828386538,0.033932135728542916,1,static,power,500,0.1
0,RV,0.48407886898403135,3,3.4704580733194073,0.07584830339321358,1,static,power,500,0.1
0,Oracle,,3,3.4223486918464827,0.001996007984031936,1,static,power,500,0.1
0,DM,,3,0.2177088322250072,0.3393213572854291,0,static,power,500,0.1
0,cDM,,3,0.0051122297511582,0.5029940119760479,0,static,power,500,0.1
0,SS,0.9648045058184916,3,2.436548911667381,0.5049900199600799,0,static,power,500,0.1
0,RV,1.1160498091359115,4,-0.08966865244340967,0.6946107784431138,0,static,power,500,0.1
0,Oracle,,4,2.0450602358602983,0.029940119760479042,1,static,power,500,0.1
0,DM,,4,-0.5541830759257247,0.8782435129740519,0,static,power,500,0.1
0,cDM,,4,0.11247361419814889,0.20758483033932135,0,static,power,500,0.1
0,SS,1.0139634823305455,4,2.6459967077877478,0.07984031936127745,1,static,power,500,0.1
0,RV,1.2219477356062882,5,2.5447130409103567,0.26147704590818366,0,static,power,500,0.1
0,Oracle,,5,2.8406120391249714,0.0499001996007984,1,static,power,500,0.1
0,DM,,5,-0.3193065590490574,0.6786427145708582,0,static,power,500,0.1
0,cDM,,5,0.17434531898702466,0.12574850299401197,0,static,power,500,0.1
0,SS,1.007320973583207,5,1.6211013879629796,0.3033932135728543,0,static,power,500,0.1
1,RV,0.9215300159399038,1,1.4441116731548544,0.4630738522954092,0,static,power,500,0.1
1,Oracle,,1,3.4807580162134406,0.2375249500998004,0,static,power,500,0.1
1,DM,,1,0.3356460213652196,0.2694610778443114,0,static,power,500,0.1
1,cDM,,1,0.14751829794021792,0.17764471057884232,0,static,power,500,0.1
1,SS,1.1915549047132463,1,1.322257374055829,0.05189620758483034,1,static,power,500,0.1
1,RV,0.674709574226152,2,4.486009921313483,0.04790419161676647,1,static,power,500,0.1
1,Oracle,,2,3.9302964416852175,0.011976047904191617,1,static,power,500,0.1
1,DM,,2,0.36516638955218794,0.2554890219560878,0,static,power,500,0.1
1,cDM,,2,0.2427602851568897,0.06387225548902195,1,static,power,500,0.1
1,SS,1.0252089280329872,2,-0.6311710928509442,0.8303393213572854,0,static,power,500,0.1
1,RV,0.804806364387506,3,2.3851550245549555,0.05389221556886228,1,static,power,500,0.1
1,Oracle,,3,2.6010435959133513,0.007984031936127744,1,static,power,500,0.1
1,DM,,3,-0.020847551087664333,0.5289421157684631,0,static,power,500,0.1
1,cDM,,3,0.10884444596601522,0.2375249500998004,0,static,power,500,0.1
1,SS,1.1232624236502986,3,0.32437382758110533,0.43313373253493015,0,static,power,500,0.1
1,RV,0.7897108948896591,4,2.5209387176074656,0.16966067864271456,0,static,power,500,0.1
1,Oracle,,4,6.430238083255411,0.01996007984031936,1,static,power,500,0.1
1,DM,,4,0.5255174224301981,0.14171656686626746,0,static,power,500,0.1
1,cDM,,4,-0.02786239376104269,0.590818363273453,0,static,power,500,0.1
1,SS,1.26144340560869,4,-0.0323145511916213,0.001996007984031936,1,static,power,500,0.1
