rep,method,rmse,l,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
0,RV,0.9634685155712897,0,6.924733812504502,0.013972055888223553,1,static,power,500,0.1
0,Oracle,,0,21.377447378601268,0.001996007984031936,1,static,power,500,0.1
0,DM,,0,-0.29655667155660315,0.9700598802395209,0,static,power,500,0.1
0,cDM,,0,-0.02491055236220057,0.6746506986027944,0,static,power,500,0.1
0,SS,0.4962251869023967,0,14.459700713174175,0.001996007984031936,1,static,power,500,0.1
0,RV,1.0278985003706138,1,8.72286825156636,0.015968063872255488,1,static,power,500,0.1
0,Oracle,,1,13.16139340590548,0.001996007984031936,1,static,power,500,0.1
0,DM,,1,-0.4101106955007611,0.9860279441117764,0,static,power,500,0.1
0,cDM,,1,0.030550348293179444,0.34930139720558884,0,static,power,500,0.1
0,SS,0.5958924581679047,1,9.971306103488065,0.003992015968063872,1,static,power,500,0.1
0,RV,0.9389962315119806,2,7.940359497029924,0.10978043912175649,0,static,power,500,0.1
0,Oracle,,2,12.041918741026842,0.001996007984031936,1,static,power,500,0.1
0,DM,,2,-0.6882047756516875,0.998003992015968,0,static,power,500,0.1
0,cDM,,2,0.0384024799140521,0.3413173652694611,0,static,power,500,0.1
0,SS,0.8311546857130736,2,17.220278460153466,0.01996007984031936,1,static,power,500,0.1
0,RV,0.9250936748864955,3,8.31165173852197,0.45109780439121755,0,static,power,500,0.1
0,Oracle,,3,8.698544117766524,0.001996007984031936,1,static,power,500,0.1
0,DM,,3,-0.6265425043966016,0.9740518962075848,0,static,power,500,0.1
0,cDM,,3,0.17807858171752722,0.05189620758483034,1,static,power,500,0.1
0,SS,1.1542957407147256,3,21.54459913040089,0.04590818363273453,1,static,power,500,0.1
0,RV,1.1494592870826665,4,0.7065104080631489,0.7145708582834331,0,static,power,500,0.1
0,Oracle,,4,-1.051212291178017,0.02594810379241517,1,static,power,500,0.1
0,DM,,4,-0.9036812233620514,0.9321357285429142,0,static,power,500,0.1
0,cDM,,4,0.21309600286254515,0.14171656686626746,0,static,power,500,0.1
0,SS,2.3230211769857374,4,-9.035194505611454,0.1377245508982036,0,static,power,500,0.1
1,RV,0.9375806867800686,0,12.467422944202621,0.001996007984031936,1,static,power,500,0.1
1,Oracle,,0,25.48191813028605,0.001996007984031936,1,static,power,500,0.1
1,DM,,0,0.2870786280864317,0.04590818363273453,1,static,power,500,0.1
1,cDM,,0,0.0776892612680351,0.09780439121756487,1,static,power,500,0.1
1,SS,0.8718711097493512,0,-0.49651193504439234,0.5329341317365269,0,static,power,500,0.1
1,RV,0.903951827211937,1,17.41908701465603,0.003992015968063872,1,static,power,500,0.1
1,Oracle,,1,21.78952180321955,0.001996007984031936,1,static,power,500,0.1
1,DM,,1,0.291316815430562,0.06387225548902195,1,static,power,500,0.1
1,cDM,,1,0.02604283012567182,0.3652694610778443,0,static,power,500,0.1
1,SS,0.8725605714335914,1,3.138576690542634,0.06986027944111776,1,static,power,500,0.1
1,RV,0.8968644236341358,2,15.087783703572853,0.033932135728542916,1,static,power,500,0.1
1,Oracle,,2,20.096523118716195,0.001996007984031936,1,static,power,500,0.1
1,DM,,2,0.28716665388358137,0.14770459081836326,0,static,power,500,0.1
1,cDM,,2,0.037863547493199194,0.34331337325349304,0,static,power,500,0.1
1,SS,0.9631933396371911,2,4.745204415702564,0.05389221556886228,1,static,power,500,0.1
1,RV,0.9019400937369986,3,14.913652513536869,0.2275449101796407,0,static,power,500,0.1
1,Oracle,,3,18.44638426234419,0.001996007984031936,1,static,power,500,0.1
1,DM,,3,0.4873286536022907,0.06387225548902195,1,static,power,500,0.1
1,cDM,,3,0.12654379309883906,0.14770459081836326,0,static,power,500,0.1
1,SS,1.2688152598029485,3,3.164139383040778,0.23552894211576847,0,static,power,500,0.1
1,RV,0.8594708186297086,4,3.3415623691919314,0.5808383233532934,0,static,power,500,0.1
1,Oracle,,4,13.76590214130298,0.08383233532934131,1,static,power,500,0.1
1,DM,,4,0.9374048942091886,0.07984031936127745,1,static,power,500,0.1
1,cDM,,4,0.09065743489341965,0.3333333333333333,0,static,power,500,0.1
1,SS,1.57719237175241,4,-1.8883565657146908,0.27345309381237526,0,static,power,500,0.1
2,RV,1.0721488066544629,0,14.581747987728203,0.001996007984031936,1,static,power,500,0.1
2,Oracle,,0,24.053080454016843,0.001996007984031936,1,static,power,500,0.1
2,DM,,0,0.30085953809404226,0.031936127744510975,1,static,power,500,0.1
2,cDM,,0,0.08765329194405136,0.06187624750499002,1,static,power,500,0.1
