rep,method,rmse,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
0,RV,0.8679075760398534,6.52122474153718,0.1536926147704591,0,static,power,500,0.1
0,Oracle,,10.845618270424419,0.001996007984031936,1,static,power,500,0.1
0,DM,,-0.48964044659309186,0.9860279441117764,0,static,power,500,0.1
0,cDM,,0.04547394916009805,0.2435129740518962,0,static,power,500,0.1
0,SS,1.1527801798498398,10.832137980321027,0.07385229540918163,1,static,power,500,0.1
1,RV,0.9272129336207496,12.645901709032062,0.09780439121756487,1,static,power,500,0.1
1,Oracle,,19.91604989117379,0.001996007984031936,1,static,power,500,0.1
1,DM,,0.35828150434792805,0.07385229540918163,1,static,power,500,0.1
1,cDM,,0.06333021936090387,0.20758483033932135,0,static,power,500,0.1
1,SS,1.1758093413288266,1.7326103977053786,0.04790419161676647,1,static,power,500,0.1
2,RV,1.0663265722881288,22.350414493704964,0.003992015968063872,1,static,power,500,0.1
2,Oracle,,24.238664650315037,0.001996007984031936,1,static,power,500,0.1
2,DM,,0.44807358508231243,0.043912175648702596,1,static,power,500,0.1
2,cDM,,0.13088646795778397,0.033932135728542916,1,static,power,500,0.1
2,SS,1.2049278757018778,1.7267753702666784,0.0718562874251497,1,static,power,500,0.1
3,RV,0.989873375477531,26.11509826551967,0.003992015968063872,1,static,power,500,0.1
3,Oracle,,30.907557668909455,0.001996007984031936,1,static,power,500,0.1
3,DM,,0.21792663936472267,0.2275449101796407,0,static,power,500,0.1
3,cDM,,0.10104935676002787,0.07784431137724551,1,static,power,500,0.1
3,SS,1.2607063370374036,1.0752217977850314,0.26746506986027946,0,static,power,500,0.1
4,RV,0.9538669236133045,8.706806101359863,0.10179640718562874,0,static,power,500,0.1
4,Oracle,,20.80765150150614,0.001996007984031936,1,static,power,500,0.1
4,DM,,-0.19804704951690336,0.7844311377245509,0,static,power,500,0.1
4,cDM,,-0.0692430853732783,0.8502994011976048,0,static,power,500,0.1
4,SS,1.3387177013205807,1.3150784638380961,0.23952095808383234,0,static,power,500,0.1
5,RV,1.0536704848011342,12.511607403433578,0.017964071856287425,1,static,power,500,0.1
5,Oracle,,23.947339894255464,0.001996007984031936,1,static,power,500,0.1
5,DM,,-0.36419263140901814,0.9281437125748503,0,static,power,500,0.1
5,cDM,,0.08347271773381597,0.1277445109780439,0,static,power,500,0.1
5,SS,2.0237192511731084,-4.318427892145638,0.998003992015968,0,static,power,500,0.1
6,RV,1.0307715384986433,31.51922752238837,0.005988023952095809,1,static,power,500,0.1
6,Oracle,,20.85758148268298,0.001996007984031936,1,static,power,500,0.1
6,DM,,-0.0977965481306813,0.6826347305389222,0,static,power,500,0.1
6,cDM,,-0.07060413027010677,0.8323353293413174,0,static,power,500,0.1
6,SS,1.2598605528312228,-1.4140357225748912,0.716566866267465,0,static,power,500,0.1
7,RV,0.8722995319125952,14.211104594771152,0.03992015968063872,1,static,power,500,0.1
7,Oracle,,20.933402758950272,0.001996007984031936,1,static,power,500,0.1
7,DM,,0.3705847108196794,0.07385229540918163,1,static,power,500,0.1
7,cDM,,-0.007321178958343462,0.5489021956087824,0,static,power,500,0.1
7,SS,1.3588710562569033,-4.072893425437622,0.936127744510978,0,static,power,500,0.1
8,RV,0.6220630350014758,14.392539338116617,0.003992015968063872,1,static,power,500,0.1
8,Oracle,,19.443925981048142,0.001996007984031936,1,static,power,500,0.1
8,DM,,-0.08421280550066303,0.6506986027944112,0,static,power,500,0.1
8,cDM,,0.08474405718925818,0.15169660678642716,0,static,power,500,0.1
8,SS,0.8729799114195638,2.702095959518388,0.11177644710578842,0,static,power,500,0.1
9,RV,0.8943730755248418,20.160943416434915,0.001996007984031936,1,static,power,500,0.1
9,Oracle,,23.29273533519087,0.001996007984031936,1,static,power,500,0.1
9,DM,,-0.03505132032988211,0.5029940119760479,0,static,power,500,0.1
9,cDM,,0.057867105559369775,0.18962075848303392,0,static,power,500,0.1
9,SS,0.8607066327330983,11.301225904473895,0.003992015968063872,1,static,power,500,0.1
10,RV,0.815931611921602,7.15596322914742,0.18762475049900199,0,static,power,500,0.1
10,Oracle,,15.208879204017796,0.003992015968063872,1,static,power,500,0.1
10,DM,,0.036441588407404774,0.42714570858283435,0,static,power,500,0.1
10,cDM,,-0.0036298058938800783,0.5129740518962076,0,static,power,500,0.1
10,SS,0.9719336740586488,0.8428816474511558,0.6147704590818364,0,static,power,500,0.1
11,RV,0.9641110489424481,14.56201532465854,0.03792415169660679,1,static,power,500,0.1
11,Oracle,,20.16083346206311,0.001996007984031936,1,static,power,500,0.1
11,DM,,-0.10865626523380113,0.6906187624750499,0,static,power,500,0.1
11,cDM,,0.0669523216316579,0.19760479041916168,0,static,power,500,0.1
11,SS,1.00831823931045,11.320881043271688,0.2694610778443114,0,static,power,500,0.1
12,RV,0.9776467846201344,6.90459829638734,0.11776447105788423,0,static,power,500,0.1
12,Oracle,,15.565360626557768,0.001996007984031936,1,static,power,500,0.1
12,DM,,-0.6765646023037519,0.998003992015968,0,static,power,500,0.1
12,cDM,,0.061060948475882365,0.2055888223552894,0,static,power,500,0.1
12,SS,0.9045792136681607,8.862590339123157,0.003992015968063872,1,static,power,500,0.1
13,RV,1.3444571744219078,20.88545930306692,0.7425149700598802,0,static,power,500,0.1
13,Oracle,,17.91233879941344,0.003992015968063872,1,static,power,500,0.1
13,DM,,-0.2590066584764065,0.8423153692614771,0,static,power,500,0.1
13,cDM,,-0.04498987955601771,0.7425149700598802,0,static,power,500,0.1
13,SS,0.8922791711165259,2.598960098763258,0.011976047904191617,1,static,power,500,0.1
14,RV,0.8605759141429243,22.362739780139655,0.04590818363273453,1,static,power,500,0.1
14,Oracle,,17.696179005219072,0.001996007984031936,1,static,power,500,0.1
14,DM,,0.2192104377927845,0.18562874251497005,0,static,power,500,0.1
14,cDM,,-0.01571746678060407,0.5588822355289421,0,static,power,500,0.1
14,SS,1.1881527215794119,-2.8114536324044734,0.7904191616766467,0,static,power,500,0.1
15,RV,0.9147705781279225,2.3715696737614147,0.5828343313373253,0,static,power,500,0.1
15,Oracle,,10.300357751191981,0.00998003992015968,1,static,power,500,0.1
15,DM,,-0.07322868285790335,0.6147704590818364,0,static,power,500,0.1
15,cDM,,0.10049758346124796,0.06786427145708583,1,static,power,500,0.1
15,SS,1.1025514089055557,-0.3687793749212129,0.48303393213572854,0,static,power,500,0.1
16,RV,1.1092013201528252,11.602925807455241,0.041916167664670656,1,static,power,500,0.1
16,Oracle,,17.801114010391764,0.001996007984031936,1,static,power,500,0.1
16,DM,,0.16164783970809252,0.26147704590818366,0,static,power,500,0.1
16,cDM,,0.15470070028100646,0.01996007984031936,1,static,power,500,0.1
16,SS,0.9482887428030755,2.0060907385360274,0.2834331337325349,0,static,power,500,0.1
17,RV,0.9533224129542741,13.857435282500845,0.033932135728542916,1,static,power,500,0.1
17,Oracle,,12.061359054454346,0.001996007984031936,1,static,power,500,0.1
17,DM,,-0.32952167220588746,0.9121756487025948,0,static,power,500,0.1
17,cDM,,-0.054094229135656445,0.7964071856287425,0,static,power,500,0.1
17,SS,0.810087402866112,-0.15768986744724023,0.17964071856287425,0,static,power,500,0.1
18,RV,1.0828247971900355,19.662417516990253,0.013972055888223553,1,static,power,500,0.1
18,Oracle,,17.559751745864254,0.003992015968063872,1,static,power,500,0.1
18,DM,,0.4138297782459818,0.041916167664670656,1,static,power,500,0.1
18,cDM,,0.03188086776629525,0.313373253493014,0,static,power,500,0.1
18,SS,1.4567276084022656,-2.890348549562744,0.7405189620758483,0,static,power,500,0.1
19,RV,0.8628754719215933,6.7068436138346375,0.00998003992015968,1,static,power,500,0.1
19,Oracle,,22.163430686912694,0.001996007984031936,1,static,power,500,0.1
19,DM,,0.5163245041554485,0.023952095808383235,1,static,power,500,0.1
19,cDM,,0.2623874739145349,0.001996007984031936,1,static,power,500,0.1
19,SS,1.0035850124017935,9.611386626628967,0.01996007984031936,1,static,power,500,0.1
20,RV,1.1298050153092187,15.748107325522,0.31736526946107785,0,static,power,500,0.1
20,Oracle,,26.74242306870508,0.001996007984031936,1,static,power,500,0.1
20,DM,,0.13275440589636403,0.3313373253493014,0,static,power,500,0.1
20,cDM,,0.020655800667949024,0.35528942115768464,0,static,power,500,0.1
20,SS,1.0493403617024544,3.014398063688941,0.5229540918163673,0,static,power,500,0.1
21,RV,0.8521122715004428,22.070726182597962,0.001996007984031936,1,static,power,500,0.1
