rep,N,assumption,option,experiment,dgp_name,mu_rmse,mu_nmse,mu_mse,mu_variance,moment_rmse,moment_nmse,moment_mse,moment_variance,tau_rmse,tau_nmse,tau_mse,tau_variance
10,200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.027417529584516848,0.003678557952109446,0.0007517209285178567,0.2043520690184552,0.013117480295533146,0.02870373010579302,0.00017206828930370032,0.005994631661791347,0.1428940012407092,0.003913515317618434,0.020418695590579804,5.217481965294971
11,200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.04037431338334745,0.008111669327264148,0.0016300851811767495,0.20095557590074178,0.010814256845676325,0.020011093700307982,0.00011694815112425728,0.0058441658849689646,0.11035675192155671,0.0023129613770069887,0.012178612694676011,5.265376592857484
12,200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.048085317939186446,0.011459555558315751,0.002312197801312646,0.2017702859021242,0.023934842930454187,0.09774139700118992,0.0005728767061055129,0.005861147105341032,0.2544705521620389,0.012307687319665203,0.06475526191765295,5.261367163121466
13,200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.026295589181541196,0.0034282129529763236,0.0006914580104043864,0.20169634147262433,0.013720517899415101,0.032006598645779004,0.0001882526114281702,0.00588168125927985,0.18213175860170283,0.006315273975881773,0.03317197749134895,5.252658493999431
14,200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.033729102585219335,0.0056740680842459635,0.0011376523612042497,0.20050030142622693,0.019482192312249326,0.06536545382256276,0.0003795558172914667,0.0058066730221408205,0.222421364968344,0.009370566806610867,0.04947126359438128,5.279431288988801
15,200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.019424268464107983,0.0019022477503656582,0.00037730220536573986,0.19834546015008467,0.013487633271766789,0.03114266611424184,0.0001819162512736705,0.005841383348694043,0.16223119452537632,0.005006640204471252,0.026318960477130494,5.256810835663
16,200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.04552855217968676,0.01022743715591985,0.00207284906357846,0.2026753165995894,0.029915018503963123,0.15196005944979565,0.0008949083320924561,0.00588910227682633,0.36767791981019493,0.02573400069039006,0.13518705271595213,5.253246642152905
17,200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.03261709688031149,0.0051734208326009255,0.0010638750088996253,0.20564246430437103,0.018135865938712546,0.05542244533103138,0.0003289096333469539,0.005934592589381748,0.16774553680415838,0.005364040089818799,0.02813856511771525,5.245778302649821
18,200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.027392749834207728,0.003743741019665217,0.0007503627434794875,0.20043126368463074,0.01287402175853219,0.028540357533245814,0.00016574043623916024,0.005807230552248483,0.1726006818425466,0.005643372390059459,0.029790995372511998,5.278934883862611
19,200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.01790299392468789,0.0016018902089180369,0.0003205171914674115,0.20008686593065458,0.014002922794192667,0.03354544089256789,0.00019608184678012057,0.005845260684099794,0.29406659446342326,0.016434881453329397,0.08647516197931544,5.261684559446409
0,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.024572567535034038,0.003004001083982088,0.0006038110752638087,0.20100228274997825,0.016171402423764185,0.04472344269221448,0.00026151425635132614,0.005847364169861881,0.2816683654284464,0.015071000015788935,0.07933706808313284,5.264220556035857
1,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.04433292651515621,0.009892823565153223,0.0019654083733982404,0.1986701127796571,0.010115479475137818,0.017698482258456643,0.00010232292501193447,0.005781451963941303,0.0995812924434988,0.0018769443227384028,0.00991643380471763,5.2832860754494115
2,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.02395535071085691,0.002867943089112119,0.0005738588276801526,0.20009421730115728,0.00944733370317811,0.015374078472529498,8.925211409920501e-05,0.0058053635057659725,0.16746090015259668,0.005312753853924901,0.028043153079917955,5.278458940686764
3,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.016293980422081567,0.0013090931244480082,0.00026549379799517737,0.20280741914913455,0.010503275519953989,0.018946005152272676,0.00011031879664806475,0.0058227998863829835,0.12554508374828113,0.002984426030259693,0.015761568053362925,5.281272812109676
4,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.029516124849385088,0.004330174698729973,0.0008712016261244879,0.20119318197023522,0.012406731335067206,0.026386305958516997,0.0001539269824205385,0.005833593480744651,0.15649050721148322,0.004646323801227627,0.02448927884730728,5.270678475063846
5,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.03107339421164344,0.004779076620076661,0.000965555827832196,0.20203815602703343,0.014654094869772493,0.03666037157156335,0.0002147424964522925,0.005857619201515774,0.26927421199264867,0.013774895193181999,0.0725086012442619,5.263822354173021
6,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.020758503770293726,0.0021222640009299592,0.00043091547878129887,0.20304518127456112,0.005529642393767375,0.005158662220449803,3.057694500294938e-05,0.00592730124522153,0.04539209516404313,0.0003932750343648255,0.0020604423033815473,5.2391891763720695
7,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.025903863906647416,0.0033104278334556503,0.0006710101652941107,0.20269590489567163,0.013744548472286877,0.032337220993623635,0.00018891261270704353,0.005841955706221446,0.11166214592578867,0.0023646724190814488,0.012468434832752125,5.272795813973869
8,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.030465614004395663,0.004618778212867085,0.0009281536366648291,0.20095219858774774,0.012597486668237618,0.02721777974727754,0.00015869667035642453,0.005830625121885564,0.17271703288421064,0.005659467612156887,0.0298311734483255,5.2710211441525505
9,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.02288039357811719,0.0025791271062322917,0.0005235124102895463,0.20298046149975038,0.011186392586846406,0.021193577537932093,0.00012513537910705224,0.005904400938590286,0.07660844924510474,0.001118269296351629,0.005868854495739788,5.248158484621743
10,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.02079219852686197,0.0021463045943859098,0.0004323155195804411,0.2014231906837683,0.013907255861656056,0.03322242261859785,0.00019341176560156673,0.005821723714191006,0.17276697124646073,0.005656828652814495,0.029848426353675385,5.276530046358151
11,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.03055387183887339,0.004655605317380927,0.0009335390843463005,0.20051937840630257,0.014225976077291447,0.034720327386471454,0.00020237839535166855,0.005828815872010584,0.15624702888352526,0.004632332266538319,0.024413134034929174,5.2701603922666775
12,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.022949097533765596,0.0025900700682803504,0.0005266610776142861,0.20333854441395754,0.013402321501206314,0.030488685172033663,0.00017962222162169706,0.005891438761893839,0.25784599491238674,0.012652294715582584,0.06648455709235856,5.254743000135469
13,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.012372474088804762,0.0007558068886797898,0.00015307811507814521,0.20253601464989995,0.007925415505871272,0.010646394878584438,6.281221094070478e-05,0.005899857337346518,0.11634723258952785,0.002579219586291706,0.013536678531241693,5.248362180245445
14,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.015663228261814235,0.0012121453451932752,0.0002453367195816962,0.20239876393913597,0.009733322666129252,0.01617701738181336,9.473757012298543e-05,0.005856306381267288,0.15498634372636874,0.00456173504252803,0.024020766741668118,5.265708445959249
15,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.044748918922939446,0.009935323893497246,0.002002465744771808,0.20155012219404733,0.023651705511001434,0.09569799153186838,0.0005594031735791356,0.0058455058943723895,0.13199351707490067,0.003307797667107478,0.017422288549802097,5.267035744975633
16,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.020800039709203976,0.002130188896138606,0.0004326416519044622,0.20310013477617497,0.01077114411924832,0.01963736760819369,0.00011601754563761766,0.005907998869930477,0.10635690637429628,0.0021557995781310083,0.011311791533510824,5.247144330233932
17,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.033060903619200784,0.005450956163137353,0.0010930233481180837,0.20051956306487392,0.007238567153979141,0.008975662386443924,5.239685444266567e-05,0.005837658791823701,0.09510720448625824,0.0017175440663704505,0.00904538034519094,5.266461875592994
18,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.021314344332333285,0.002263853111018304,0.00045430127431726796,0.20067612695636364,0.007771814237009387,0.01035647029611185,6.040109653458181e-05,0.005832208735949188,0.10934374851626706,0.002268991839081861,0.011956055339588654,5.269324963472159
19,400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.022580121871372923,0.002509608563324535,0.0005098619037260539,0.2031639161489903,0.010338683216711783,0.018081067295440123,0.00010688837065551793,0.005911618429874114,0.1420475654527103,0.0038463258059231566,0.020177510851042014,5.245918278677697
0,800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.02062700492084568,0.0021203143566890115,0.0004254733320045918,0.20066521299652565,0.008229507743012468,0.011592654481970206,6.772479769230216e-05,0.005842044011372289,0.13901176960587644,0.0036702035145810123,0.019324272088957276,5.265177261202454
1,800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.012204424558333097,0.0007385861083055109,0.00014894797880004402,0.20166636919527975,0.010069330627853616,0.017413594189088014,0.00010139141929303088,0.005822544053344622,0.09510585768589759,0.0017140342692846778,0.009045124166170206,5.27709645498805
2,800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.010138024008403433,0.000509423672166206,0.00010277953079496442,0.20175648759689221,0.006854244182220067,0.008020984554147239,4.6980663309497634e-05,0.0058572190224710444,0.08305052197354547,0.0013105581034888326,0.006897389200078359,5.2629404081488955
3,800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.01450948552051252,0.0010526096405361835,0.00021052517006996246,0.2000030799287798,0.005232208678622092,0.004706508190641114,2.737600765664834e-05,0.005816628070696976,0.07905127063513691,0.001185034564190466,0.006249103389029658,5.273351156047179
4,800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.013954532310226496,0.0009647176317518363,0.0001947289719971552,0.20185074428830097,0.012586743802831604,0.027100437969061794,0.00015842611955811978,0.005845887794838632,0.13799423752356546,0.0036147336574861642,0.0190424095897102,5.267997975528045
5,800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.022014227621613053,0.0024162570853864043,0.00048462621777619117,0.20056897947955338,0.013410724030563523,0.030917655960282717,0.00017984751902393393,0.005816984290625678,0.15573929833930164,0.004597770159363041,0.024254729047218006,5.275324386936769
6,800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.019387975003030192,0.0018596363176313008,0.00037589357471812365,0.20213284240270998,0.008353725755162128,0.011889721968005645,6.978473399245908e-05,0.005869332704351253,0.08783922891712626,0.0014670536149624259,0.00771573013675531,5.259337530723391
7,800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.010598446689483386,0.0005594165553011175,0.00011232707222982136,0.20079325712725646,0.0057334280791557215,0.005645065884456567,3.287219753885127e-05,0.005823173406950551,0.08102056268412278,0.0012447636361519832,0.006564331577651869,5.27355667132485
8,800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.01455722638756445,0.001051291606307034,0.00021191284009880273,0.20157379629730696,0.009045511593234483,0.013953294618945403,8.182127998333944e-05,0.005863939823376533,0.0898308769646319,0.0015342921691335173,0.008069586456234835,5.259484874247965
9,800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.018164794598467128,0.0016464930313965038,0.0003299597628045005,0.20040155440235236,0.007883925447717903,0.01062949536753914,6.215628046517392e-05,0.005847528816371634,0.03541301067273515,0.00023833173687951757,0.0012540813249072532,5.2619149313766025
10,800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.007874585534615982,0.00030579678468849273,6.200909734198326e-05,0.20277877481658393,0.004493619254630989,0.003444863026526822,2.0192614005590362e-05,0.005861659476762694,0.07689846455159441,0.0011231684090894601,0.005913373850392822,5.264904000626875
11,800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.010721962686475761,0.000576745077162344,0.00011496048385017853,0.19932633741027855,0.004246238377050297,0.00310696306666914,1.8030540354734738e-05,0.005803268325961985,0.0565514081458714,0.0006061000196731798,0.0031980617632809305,5.276458768315804
12,800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.015268548102653517,0.0011570884191451352,0.00023312856116304432,0.2014786055289373,0.012307326479975924,0.025955402417266547,0.00015147028508471656,0.00583579027786341,0.10182174767399786,0.0019669912772649453,0.01036766829938729,5.27082576278797
13,800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.02223593441417654,0.0024576857140605336,0.0004944367792715606,0.20117982394692085,0.01022728590126445,0.017952778316537504,0.00010459737690620259,0.005826250124742584,0.2065455158840841,0.008089379881691325,0.04266105013182244,5.273710810438894
14,800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.01176374699255176,0.0006921343562967513,0.00013838574330477056,0.19994057807677723,0.005725147589603837,0.0056602646192807325,3.277731492274662e-05,0.00579077430604503,0.042742064080946704,0.0003457325948225019,0.0018268840418997545,5.2840954808952025
15,800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.010270789817858781,0.0005237127531240874,0.00010548912348263162,0.20142553881562106,0.003418725743419078,0.0020052344972982046,1.1687685708716328e-05,0.00582858799031434,0.05719325077513933,0.0006202665961305467,0.0032710679342279757,5.2736483870550375
16,800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.023627323753572186,0.0027727002548410522,0.0005582504277561164,0.2013381817170564,0.01203552261263189,0.024979362128349104,0.00014485380455917356,0.005798939292960521,0.20696854403681866,0.008103846014830834,0.04283597822072054,5.285882547907067
