N,assumption,option,experiment,dgp_name,mean_rmse,sd_rmse,mean_nmse,sd_nmse,mean_mse,mean_variance
200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.016652397601588556,0.005288839141186821,0.0518718532309483,0.0344103459290946,0.00030387557436967454,0.005851946238512991
400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.011766129664905823,0.003937887737416673,0.02618496665801977,0.019426646300889285,0.00015317341913224862,0.005854280400439524
800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.008321907374759494,0.003129079990733966,0.013456160319273158,0.009213435031062055,7.855572686306753e-05,0.005835895250755263
1600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.005069708945377194,0.0017328269361471028,0.0048899329897722655,0.003443980458166988,2.8554503521942645e-05,0.005844013919938695
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.003772333222426759,0.0010647575650854363,0.00261439124422161,0.0015067294326903597,1.530752117981099e-05,0.005850260236527981
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0025531937263787757,0.0007794183218969347,0.0012133198365841364,0.0007321895407612975,7.09591647890314e-06,0.005847276707882346
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0020102284059983436,0.0005552176614050397,0.000741367219056235,0.0004282851368252606,4.333871563241919e-06,0.00584705100246022
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0014462671498047602,0.00048586066567721427,0.0003961001211826333,0.00023197157102937627,2.3159462257340748e-06,0.00584744253948939
