N,assumption,option,experiment,dgp_name,rmse,nmse,mse,variance
1600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.013210963555146372,0.0008668606929922351,0.00017452955805540566,0.20133518507219822
1600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.010382768458031589,0.0005374677967747593,0.00010780188085309567,0.20057365576132002
1600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.01113888948627224,0.0006165489169366737,0.00012407485898738624,0.20124090007951484
1600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.010783229558304606,0.0005785558924012669,0.00011627803970709415,0.2009797864550096
1600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.010307344218225814,0.0005283679295835182,0.00010624134483299312,0.20107455219081333
1600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.012705788264304184,0.0008022077616503421,0.0001614370554173299,0.2012409541952243
1600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0199436037098703,0.0019754597604124615,0.0003977473289363523,0.20134418169738144
1600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.008889203537123544,0.00039325778206977905,7.901793952440972e-05,0.20093166143725263
1600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.025739287345992647,0.0032632682679179102,0.0006625109130795772,0.20302067090006193
1600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.007489303600763457,0.00027876369016836345,5.608966842440849e-05,0.2012086595299851
1600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.007148216227888909,0.00025260260763613167,5.109699524065435e-05,0.2022821368267837
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.009355477882985535,0.0004360547363051427,8.75249664190315e-05,0.20072013701918195
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.013125625129720018,0.0008555556349926375,0.00017228203504593764,0.2013685936945763
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.006538769762455728,0.00021233910049610935,4.275551000640534e-05,0.20135486072283112
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.007211541378861938,0.00025743262268413026,5.200632905903794e-05,0.20201918667802135
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.005993511017858151,0.00017836652515536695,3.592217432118705e-05,0.2013952690388338
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.010000414776427225,0.0004979998279411997,0.00010000829570058401,0.2008199402679157
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.006789937797541248,0.0002286191200591054,4.6103255294479284e-05,0.2016596655719789
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.011630458161565499,0.0006723974444353144,0.00013526755704792553,0.2011720272993073
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.005675352095375903,0.00015963360869960033,3.220962140648766e-05,0.2017721811144416
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.008171321725382697,0.0003305289605493335,6.677049873971125e-05,0.20201103899863967
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.008028544848575897,0.00031929437224797075,6.445753238559459e-05,0.20187494045631194
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.004610881547252779,0.00010541079943366903,2.1260228642796187e-05,0.20168928380222023
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.005876101609956531,0.0001711815690218055,3.452857013053374e-05,0.20170728851150682
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.006984466600260873,0.00024267270896280435,4.8782773690159683e-05,0.20102290817397542
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.013142223491425513,0.0008534183267676919,0.0001727180382985766,0.20238379336514062
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0077445363372598925,0.0002990014116262894,5.9977843079138876e-05,0.200593845871547
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.010534576392592062,0.0005519103473351619,0.00011097729977135798,0.20107849093099922
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.013220910874555347,0.0008649869943806056,0.00017479248435293583,0.20207527452837615
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.008545716638754013,0.00036420416282000463,7.30292728698772e-05,0.2005174029434952
3200,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.009564595764670543,0.0004546354309901397,9.148149214155367e-05,0.20121945168751654
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.009482170402803362,0.00044604447568275435,8.991155554780006e-05,0.20157531468173356
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.002147967422642156,2.292669557373628e-05,4.613764048731986e-06,0.20123981818022185
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.005908355733528887,0.00017281870581133796,3.490866747392367e-05,0.20199588528357937
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.006715100134642803,0.00022395649539589283,4.509256981827979e-05,0.20134521992125595
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.007743490521779716,0.00029740895694697125,5.99616454608923e-05,0.20161344862113084
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.00859843918307989,0.00036610507822499943,7.393315638512355e-05,0.20194518126756492
