rep,method,rmse,k,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
0,RV,0.551811105853704,1,0.32098583228614885,0.2934131736526946,0,static,power,500,0.1
0,Oracle,,1,0.15849106770354165,0.3333333333333333,0,static,power,500,0.1
0,DM,,1,0.2915100432761813,0.2435129740518962,0,static,power,500,0.1
0,cDM,,1,-0.09401570211145566,0.7644710578842315,0,static,power,500,0.1
0,SS,0.6502585412075214,1,-0.38391059584400933,0.530938123752495,0,static,power,500,0.1
0,RV,0.9662103200887665,2,4.625066646771534,0.05389221556886228,1,static,power,500,0.1
0,Oracle,,2,2.3188723829872138,0.033932135728542916,1,static,power,500,0.1
0,DM,,2,-0.15649589589511853,0.6626746506986028,0,static,power,500,0.1
0,cDM,,2,0.04661368672859944,0.3812375249500998,0,static,power,500,0.1
0,SS,1.3966037129365099,2,-0.20897872083203853,0.6826347305389222,0,static,power,500,0.1
0,RV,0.8968331949212323,3,1.8152253526662754,0.1377245508982036,0,static,power,500,0.1
0,Oracle,,3,3.2271336397139843,0.07984031936127745,1,static,power,500,0.1
0,DM,,3,0.33612425839886273,0.21357285429141717,0,static,power,500,0.1
0,cDM,,3,0.18081538433195496,0.12574850299401197,0,static,power,500,0.1
0,SS,1.1499302935482056,3,0.10854270886280167,0.22355289421157684,0,static,power,500,0.1
0,RV,0.6068135233022107,4,3.45766136670374,0.1656686626746507,0,static,power,500,0.1
0,Oracle,,4,1.8910129865805825,0.11377245508982035,0,static,power,500,0.1
0,DM,,4,0.13493984851233146,0.405189620758483,0,static,power,500,0.1
0,cDM,,4,0.014817659541836925,0.48502994011976047,0,static,power,500,0.1
0,SS,0.9725104173908841,4,0.6070232768518287,0.20359281437125748,0,static,power,500,0.1
0,RV,0.8881026864698579,5,3.5949686712052134,0.09381237524950099,1,static,power,500,0.1
0,Oracle,,5,4.708390838527586,0.023952095808383235,1,static,power,500,0.1
0,DM,,5,-0.4464728963398313,0.7884231536926147,0,static,power,500,0.1
0,cDM,,5,-0.024548519852712492,0.5449101796407185,0,static,power,500,0.1
0,SS,1.3715038571918141,5,0.046630313353130594,0.6487025948103793,0,static,power,500,0.1
1,RV,0.594230346824945,1,0.46024545464401695,0.6027944111776448,0,static,power,500,0.1
1,Oracle,,1,0.07181506555411796,0.07584830339321358,1,static,power,500,0.1
1,DM,,1,0.08511501796382705,0.38922155688622756,0,static,power,500,0.1
1,cDM,,1,-0.09933559598120152,0.7524950099800399,0,static,power,500,0.1
1,SS,0.8609955932214093,1,1.3271369418778727,0.18562874251497005,0,static,power,500,0.1
1,RV,1.1208117774188802,2,1.4708086576643606,0.8483033932135728,0,static,power,500,0.1
1,Oracle,,2,1.9744537299434834,0.005988023952095809,1,static,power,500,0.1
1,DM,,2,-0.8257134963832164,0.9660678642714571,0,static,power,500,0.1
1,cDM,,2,-0.2100908605839283,0.9481037924151696,0,static,power,500,0.1
1,SS,0.9296981394886398,2,0.6284831798118766,0.2654690618762475,0,static,power,500,0.1
1,RV,0.879133740546883,3,1.9569683295083042,0.6866267465069861,0,static,power,500,0.1
1,Oracle,,3,1.880918073642285,0.09580838323353294,1,static,power,500,0.1
1,DM,,3,-0.12009644345449676,0.5528942115768463,0,static,power,500,0.1
1,cDM,,3,-0.06510995434656694,0.6227544910179641,0,static,power,500,0.1
1,SS,0.7519203678970287,3,0.5886978445876302,0.49101796407185627,0,static,power,500,0.1
1,RV,1.0371066819543229,4,4.481968758034444,0.3872255489021956,0,static,power,500,0.1
1,Oracle,,4,3.9589780336714346,0.013972055888223553,1,static,power,500,0.1
1,DM,,4,0.5533590230085174,0.1157684630738523,0,static,power,500,0.1
