rep,method,rmse,l,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
0,RV,0.870696733886048,0,9.088175308135735,0.003992015968063872,1,static,power,500,0.1
0,Oracle,,0,23.11430929004494,0.001996007984031936,1,static,power,500,0.1
0,DM,,0,0.10137817091047292,0.27345309381237526,0,static,power,500,0.1
0,cDM,,0,0.02576121099188399,0.3393213572854291,0,static,power,500,0.1
0,SS,1.0672353304753277,0,-0.6071007790676681,0.6586826347305389,0,static,power,500,0.1
0,RV,0.8427747843819343,1,12.959566030082755,0.001996007984031936,1,static,power,500,0.1
0,Oracle,,1,13.313817018867793,0.001996007984031936,1,static,power,500,0.1
0,DM,,1,0.09795194341943916,0.30538922155688625,0,static,power,500,0.1
0,cDM,,1,-0.04344324333836937,0.7604790419161677,0,static,power,500,0.1
0,SS,1.0016268178923016,1,0.9251317651737193,0.5968063872255489,0,static,power,500,0.1
0,RV,0.7810741231719988,2,16.756085905583067,0.003992015968063872,1,static,power,500,0.1
0,Oracle,,2,11.621083483106878,0.001996007984031936,1,static,power,500,0.1
0,DM,,2,0.15593574896914633,0.21956087824351297,0,static,power,500,0.1
0,cDM,,2,0.05910125536755042,0.2634730538922156,0,static,power,500,0.1
0,SS,1.0476550345513367,2,6.93381903689242,0.13373253493013973,0,static,power,500,0.1
0,RV,0.7606072697678773,3,16.544224638576402,0.043912175648702596,1,static,power,500,0.1
0,Oracle,,3,12.741621239765196,0.003992015968063872,1,static,power,500,0.1
0,DM,,3,0.2494038223338387,0.1996007984031936,0,static,power,500,0.1
0,cDM,,3,0.11109593273105312,0.14770459081836326,0,static,power,500,0.1
0,SS,1.2011464988167688,3,2.2688687085726458,0.09381237524950099,1,static,power,500,0.1
0,RV,0.6644906182773446,4,13.721487465786602,0.041916167664670656,1,static,power,500,0.1
0,Oracle,,4,0.7286735457797253,0.03992015968063872,1,static,power,500,0.1
0,DM,,4,-0.32701882534628884,0.7504990019960079,0,static,power,500,0.1
0,cDM,,4,-0.0476613931841928,0.6127744510978044,0,static,power,500,0.1
0,SS,1.6273712114496814,4,-8.674183819612551,0.4351297405189621,0,static,power,500,0.1
1,RV,1.0623374644429644,0,39.62226721353342,0.001996007984031936,1,static,power,500,0.1
1,Oracle,,0,40.384335017806016,0.001996007984031936,1,static,power,500,0.1
1,DM,,0,0.21354964241964397,0.07584830339321358,1,static,power,500,0.1
1,cDM,,0,0.01406278306091569,0.3852295409181637,0,static,power,500,0.1
1,SS,0.4132462417474814,0,19.539899936110636,0.001996007984031936,1,static,power,500,0.1
1,RV,0.9704550308016802,1,28.836038075896617,0.001996007984031936,1,static,power,500,0.1
1,Oracle,,1,25.341619781288102,0.001996007984031936,1,static,power,500,0.1
1,DM,,1,0.1422198724016239,0.24550898203592814,0,static,power,500,0.1
1,cDM,,1,0.0011458466022744723,0.5109780439121756,0,static,power,500,0.1
1,SS,0.5850880454414835,1,13.810304654427025,0.001996007984031936,1,static,power,500,0.1
1,RV,0.9771326384335973,2,39.70961558748689,0.015968063872255488,1,static,power,500,0.1
1,Oracle,,2,25.87027337264938,0.001996007984031936,1,static,power,500,0.1
1,DM,,2,0.20308356785104822,0.18363273453093812,0,static,power,500,0.1
1,cDM,,2,-0.010690310307643336,0.5768463073852296,0,static,power,500,0.1
1,SS,0.499700233648574,2,10.244009520630856,0.007984031936127744,1,static,power,500,0.1
1,RV,0.788567415666088,3,28.930962748287154,0.2055888223552894,0,static,power,500,0.1
1,Oracle,,3,17.167764874832983,0.001996007984031936,1,static,power,500,0.1
1,DM,,3,0.16868888273504073,0.25948103792415167,0,static,power,500,0.1
1,cDM,,3,-0.04889681717061135,0.6107784431137725,0,static,power,500,0.1
1,SS,1.0678405214687317,3,3.9443177645822898,0.2834331337325349,0,static,power,500,0.1
1,RV,0.5367287796246866,4,6.062671083156094,0.3333333333333333,0,static,power,500,0.1
1,Oracle,,4,4.371398530042725,0.005988023952095809,1,static,power,500,0.1
1,DM,,4,0.3554704775996903,0.24151696606786427,0,static,power,500,0.1
1,cDM,,4,-0.3086748130139978,0.9520958083832335,0,static,power,500,0.1
1,SS,1.9291677851084847,4,-16.94835008246249,0.5828343313373253,0,static,power,500,0.1
2,RV,1.0174034640535248,0,13.867682534826159,0.12974051896207583,0,static,power,500,0.1
2,Oracle,,0,23.761291682094434,0.001996007984031936,1,static,power,500,0.1
2,DM,,0,0.020891038971772646,0.46107784431137727,0,static,power,500,0.1
2,cDM,,0,0.014170895560477731,0.3932135728542914,0,static,power,500,0.1
2,SS,0.6272966556130892,0,2.3274091051159145,0.3872255489021956,0,static,power,500,0.1
2,RV,0.9844470787594164,1,13.875650457812501,0.37524950099800397,0,static,power,500,0.1
2,Oracle,,1,17.997887181161925,0.001996007984031936,1,static,power,500,0.1
2,DM,,1,0.020554425072123926,0.4311377245508982,0,static,power,500,0.1
2,cDM,,1,0.11007233932678126,0.033932135728542916,1,static,power,500,0.1
2,SS,0.6927164952204603,1,2.252345001488263,0.6187624750499002,0,static,power,500,0.1
2,RV,1.0113400056910713,2,26.06291395121728,0.18163672654690619,0,static,power,500,0.1
2,Oracle,,2,23.20723792372071,0.001996007984031936,1,static,power,500,0.1
2,DM,,2,0.10957637968308198,0.3313373253493014,0,static,power,500,0.1
2,cDM,,2,0.07134971779027632,0.18962075848303392,0,static,power,500,0.1
2,SS,0.8544977918688591,2,-0.8219801492201825,0.5429141716566867,0,static,power,500,0.1
2,RV,1.0539739831094481,3,27.74213452176968,0.3473053892215569,0,static,power,500,0.1
2,Oracle,,3,25.66637937577121,0.001996007984031936,1,static,power,500,0.1
2,DM,,3,0.1814780828649104,0.3093812375249501,0,static,power,500,0.1
2,cDM,,3,0.14305882435232065,0.08383233532934131,1,static,power,500,0.1
2,SS,1.1357296488251385,3,3.2309034459017445,0.5449101796407185,0,static,power,500,0.1
2,RV,0.9744177953961518,4,25.731789618389307,0.3333333333333333,0,static,power,500,0.1
2,Oracle,,4,23.958031757610982,0.0658682634730539,1,static,power,500,0.1
2,DM,,4,0.4412953466645866,0.2315369261477046,0,static,power,500,0.1
2,cDM,,4,0.3225796736627504,0.04590818363273453,1,static,power,500,0.1
2,SS,1.6708050066246634,4,-9.988805689827846,0.6087824351297405,0,static,power,500,0.1
3,RV,0.9590378367029864,0,17.388187332593024,0.001996007984031936,1,static,power,500,0.1
3,Oracle,,0,28.0733865766119,0.001996007984031936,1,static,power,500,0.1
3,DM,,0,-0.1555297056829153,0.8522954091816367,0,static,power,500,0.1
3,cDM,,0,0.025328116158395263,0.3333333333333333,0,static,power,500,0.1
3,SS,0.48370398441677115,0,5.684390321790582,0.001996007984031936,1,static,power,500,0.1
3,RV,0.9803710107706252,1,17.65906281473889,0.005988023952095809,1,static,power,500,0.1
3,Oracle,,1,26.43227212548922,0.001996007984031936,1,static,power,500,0.1
3,DM,,1,-0.12261542121613765,0.7405189620758483,0,static,power,500,0.1
3,cDM,,1,0.126258696202715,0.029940119760479042,1,static,power,500,0.1
3,SS,0.6301776492079882,1,5.227166178760349,0.017964071856287425,1,static,power,500,0.1
3,RV,0.9154936789949604,2,13.471402171058024,0.08183632734530938,1,static,power,500,0.1
3,Oracle,,2,30.086910251078127,0.001996007984031936,1,static,power,500,0.1
3,DM,,2,-0.2972588873568725,0.8982035928143712,0,static,power,500,0.1
3,cDM,,2,0.03743225128874734,0.313373253493014,0,static,power,500,0.1
3,SS,0.6271377527046972,2,5.622317687863309,0.001996007984031936,1,static,power,500,0.1
3,RV,0.8064368887949742,3,20.13216997606017,0.07584830339321358,1,static,power,500,0.1
3,Oracle,,3,27.55210860562668,0.001996007984031936,1,static,power,500,0.1
3,DM,,3,-0.2272251604989191,0.7744510978043913,0,static,power,500,0.1
3,cDM,,3,0.15882755616337546,0.08183632734530938,1,static,power,500,0.1
3,SS,0.8558779584139107,3,8.00599728045743,0.027944111776447105,1,static,power,500,0.1
3,RV,0.6538886455942805,4,5.337004087639044,0.38922155688622756,0,static,power,500,0.1
3,Oracle,,4,9.298067995237254,0.011976047904191617,1,static,power,500,0.1
3,DM,,4,-0.25564812592348046,0.6806387225548902,0,static,power,500,0.1
3,cDM,,4,0.09252614222222091,0.3153692614770459,0,static,power,500,0.1
3,SS,1.152544973783686,4,-8.715028939986691,0.6207584830339321,0,static,power,500,0.1
4,RV,0.8616474953195393,0,17.493509102872626,0.001996007984031936,1,static,power,500,0.1
4,Oracle,,0,29.344778634641578,0.001996007984031936,1,static,power,500,0.1
4,DM,,0,-0.07941665483505331,0.6826347305389222,0,static,power,500,0.1
4,cDM,,0,-0.044742941082456605,0.7904191616766467,0,static,power,500,0.1
4,SS,1.0600600606247472,0,-8.115590406484163,1.0,0,static,power,500,0.1
4,RV,0.7935386640670548,1,17.65967210243653,0.011976047904191617,1,static,power,500,0.1
4,Oracle,,1,25.89103921729155,0.001996007984031936,1,static,power,500,0.1
4,DM,,1,-0.17179525278289273,0.8363273453093812,0,static,power,500,0.1
4,cDM,,1,-0.08831179693764162,0.9281437125748503,0,static,power,500,0.1
4,SS,1.185122129491522,1,-0.821094569228249,0.9800399201596807,0,static,power,500,0.1
4,RV,0.7722183166411422,2,12.678318523602057,0.1437125748502994,0,static,power,500,0.1
4,Oracle,,2,21.4302488455353,0.001996007984031936,1,static,power,500,0.1
4,DM,,2,-0.1839067675862128,0.782435129740519,0,static,power,500,0.1
4,cDM,,2,-0.022804321112973088,0.6127744510978044,0,static,power,500,0.1
4,SS,1.216132324043275,2,4.005577190245417,0.780439121756487,0,static,power,500,0.1
4,RV,0.8349697689748555,3,20.1455102838466,0.06187624750499002,1,static,power,500,0.1
4,Oracle,,3,21.803891503043587,0.001996007984031936,1,static,power,500,0.1
4,DM,,3,-0.37440289200825666,0.8842315369261478,0,static,power,500,0.1
4,cDM,,3,-0.14526995661659078,0.9001996007984032,0,static,power,500,0.1
4,SS,1.3627171608702011,3,11.995749080423836,0.4291417165668663,0,static,power,500,0.1
4,RV,0.7114233655108295,4,2.472154801662619,0.2994011976047904,0,static,power,500,0.1
4,Oracle,,4,7.7218333565776875,0.001996007984031936,1,static,power,500,0.1
4,DM,,4,-1.0047926067575925,0.9520958083832335,0,static,power,500,0.1
4,cDM,,4,-0.3713013066843534,0.9720558882235529,0,static,power,500,0.1
4,SS,2.2774703530906066,4,-23.28752901167855,0.8502994011976048,0,static,power,500,0.1
5,RV,0.8476418984877793,0,0.5043447277838153,0.2714570858283433,0,static,power,500,0.1
5,Oracle,,0,19.39195856166402,0.001996007984031936,1,static,power,500,0.1
5,DM,,0,0.02941975846112635,0.4091816367265469,0,static,power,500,0.1
5,cDM,,0,0.06327473961121326,0.16766467065868262,0,static,power,500,0.1
5,SS,0.403647776956472,0,13.501909986039124,0.001996007984031936,1,static,power,500,0.1
5,RV,0.8468136892956147,1,-1.423395742898174,0.469061876247505,0,static,power,500,0.1
5,Oracle,,1,23.104628277720586,0.001996007984031936,1,static,power,500,0.1
5,DM,,1,0.08224135627966149,0.3153692614770459,0,static,power,500,0.1
5,cDM,,1,0.14019334594817218,0.015968063872255488,1,static,power,500,0.1
5,SS,0.5353074302315901,1,11.686450563618262,0.001996007984031936,1,static,power,500,0.1
5,RV,0.8893958656169,2,4.249307962366415,0.07984031936127745,1,static,power,500,0.1
5,Oracle,,2,32.66420353538182,0.001996007984031936,1,static,power,500,0.1
5,DM,,2,-0.06542153936587555,0.6167664670658682,0,static,power,500,0.1
5,cDM,,2,0.12269057609000007,0.07984031936127745,1,static,power,500,0.1
5,SS,0.5847687541722211,2,18.19961968837144,0.001996007984031936,1,static,power,500,0.1
5,RV,0.9474873921503093,3,5.066304286215974,0.011976047904191617,1,static,power,500,0.1
5,Oracle,,3,36.216806521012046,0.001996007984031936,1,static,power,500,0.1
5,DM,,3,0.00993623417400162,0.47704590818363274,0,static,power,500,0.1
5,cDM,,3,0.14506998270789215,0.10978043912175649,0,static,power,500,0.1
5,SS,0.7462927380438227,3,19.987502999875595,0.001996007984031936,1,static,power,500,0.1
5,RV,0.9929369607380211,4,8.530889491727523,0.01996007984031936,1,static,power,500,0.1
5,Oracle,,4,21.61243356602956,0.003992015968063872,1,static,power,500,0.1
5,DM,,4,-0.21627598103442236,0.6087824351297405,0,static,power,500,0.1
5,cDM,,4,0.1779270035669493,0.17964071856287425,0,static,power,500,0.1
5,SS,1.135515725375126,4,4.675064138659398,0.007984031936127744,1,static,power,500,0.1
6,RV,0.8277163130832287,0,17.151862546278995,0.001996007984031936,1,static,power,500,0.1
6,Oracle,,0,27.551725384383523,0.001996007984031936,1,static,power,500,0.1
6,DM,,0,-0.042197315216229866,0.6167664670658682,0,static,power,500,0.1
6,cDM,,0,-0.00578565126832189,0.5289421157684631,0,static,power,500,0.1
6,SS,1.2252163113851724,0,-5.105307157327431,0.9960079840319361,0,static,power,500,0.1
6,RV,0.8829671907328698,1,21.605307871225378,0.003992015968063872,1,static,power,500,0.1
6,Oracle,,1,23.714020368205567,0.001996007984031936,1,static,power,500,0.1
6,DM,,1,-0.0034892313317277657,0.49500998003992014,0,static,power,500,0.1
6,cDM,,1,0.04432014249264489,0.24151696606786427,0,static,power,500,0.1
6,SS,1.3645133055264391,1,1.4076530176642208,0.8542914171656687,0,static,power,500,0.1
6,RV,0.824287184454402,2,25.00719410560077,0.007984031936127744,1,static,power,500,0.1
6,Oracle,,2,16.596416993521146,0.001996007984031936,1,static,power,500,0.1
6,DM,,2,-0.24551718601225644,0.8662674650698603,0,static,power,500,0.1
6,cDM,,2,-0.02342497969083261,0.6666666666666666,0,static,power,500,0.1
6,SS,1.3738378065597274,2,6.174827490836584,0.7844311377245509,0,static,power,500,0.1
6,RV,0.6164932345232301,3,10.736324077018411,0.30538922155688625,0,static,power,500,0.1
6,Oracle,,3,0.0356452839762563,0.007984031936127744,1,static,power,500,0.1
6,DM,,3,-0.3311020159708363,0.8802395209580839,0,static,power,500,0.1
6,cDM,,3,-0.042153741900772014,0.6646706586826348,0,static,power,500,0.1
6,SS,1.1182001326371578,3,-5.814966220857233,0.9920159680638723,0,static,power,500,0.1
6,RV,0.6317779131952397,4,5.074924607176766,0.5329341317365269,0,static,power,500,0.1
