rep,method,rmse,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
0,RV,0.7999145819997996,13.813907869632914,0.011976047904191617,1,static,power,500,0.1
0,Oracle,,12.303900915512907,0.001996007984031936,1,static,power,500,0.1
0,DM,,0.10255297963059659,0.3093812375249501,0,static,power,500,0.1
0,cDM,,0.020457821332433807,0.35528942115768464,0,static,power,500,0.1
0,SS,1.152383338552403,0.16930698239171313,0.40119760479041916,0,static,power,500,0.1
1,RV,0.9499468712679418,28.632310941672035,0.05189620758483034,1,static,power,500,0.1
1,Oracle,,22.627078315323843,0.001996007984031936,1,static,power,500,0.1
1,DM,,0.1959151098885088,0.18962075848303392,0,static,power,500,0.1
1,cDM,,-0.024242805104298278,0.6427145708582834,0,static,power,500,0.1
1,SS,0.9275964684599617,6.118036358657662,0.25948103792415167,0,static,power,500,0.1
2,RV,0.9512887093752894,21.456034216802987,0.06786427145708583,1,static,power,500,0.1
2,Oracle,,22.918165584071854,0.001996007984031936,1,static,power,500,0.1
2,DM,,0.08797690310606748,0.3992015968063872,0,static,power,500,0.1
2,cDM,,0.08892602072318229,0.08383233532934131,1,static,power,500,0.1
2,SS,1.006603331182603,-0.6000256573084212,0.5069860279441117,0,static,power,500,0.1
3,RV,0.9516910287089508,14.797565276417831,0.13572854291417166,0,static,power,500,0.1
3,Oracle,,24.288549110808635,0.001996007984031936,1,static,power,500,0.1
3,DM,,-0.1913323548180709,0.7724550898203593,0,static,power,500,0.1
3,cDM,,0.07694355826787001,0.1377245508982036,0,static,power,500,0.1
3,SS,0.8144104431821902,3.1649685057769963,0.18363273453093812,0,static,power,500,0.1
4,RV,0.8213701297744599,14.089832962884088,0.18762475049900199,0,static,power,500,0.1
4,Oracle,,21.23835831141794,0.003992015968063872,1,static,power,500,0.1
4,DM,,-0.22597219858930545,0.8263473053892215,0,static,power,500,0.1
4,cDM,,-0.08714773842795359,0.9021956087824351,0,static,power,500,0.1
4,SS,1.5800265178611548,-3.2445775433443416,0.9540918163672655,0,static,power,500,0.1
5,RV,0.8833461902111454,3.3854901450391113,0.05588822355289421,1,static,power,500,0.1
5,Oracle,,26.598006092361608,0.001996007984031936,1,static,power,500,0.1
5,DM,,0.005559739109348793,0.49101796407185627,0,static,power,500,0.1
5,cDM,,0.11421905194009925,0.043912175648702596,1,static,power,500,0.1
5,SS,0.8204652203842374,13.610109475312763,0.003992015968063872,1,static,power,500,0.1
6,RV,0.8644486601185254,15.915122641460064,0.2155688622754491,0,static,power,500,0.1
