rep,method,rmse,t,l,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
0,RV,0.7999145819997996,1,0,-5.614972903668782,0.32335329341317365,0,static,power,500,0.1
0,Oracle,,1,0,-0.27667745167677693,0.041916167664670656,1,static,power,500,0.1
0,DM,,1,0,-0.22401150201849823,0.7524950099800399,0,static,power,500,0.1
0,cDM,,1,0,-0.06575675248031637,0.6986027944111777,0,static,power,500,0.1
0,SS,0.9121963372309974,1,0,1.3336686378163902,0.043912175648702596,1,static,power,500,0.1
0,RV,0.811146160595129,2,0,26.6008363259851,0.003992015968063872,1,static,power,500,0.1
0,Oracle,,2,0,25.182250828204864,0.001996007984031936,1,static,power,500,0.1
0,DM,,2,0,0.09225810503675444,0.3033932135728543,0,static,power,500,0.1
0,cDM,,2,0,-0.14980055535708453,0.9341317365269461,0,static,power,500,0.1
0,SS,0.9492378027291724,2,0,-5.1383732044444095,0.8083832335329342,0,static,power,500,0.1
0,RV,0.8557164540547255,3,0,4.188438452043792,0.2634730538922156,0,static,power,500,0.1
0,Oracle,,3,0,11.365288242648923,0.001996007984031936,1,static,power,500,0.1
0,DM,,3,0,0.09701672865359359,0.34331337325349304,0,static,power,500,0.1
0,cDM,,3,0,0.098833300439261,0.15169660678642716,0,static,power,500,0.1
0,SS,1.0530545780587321,3,0,-2.2222630039172655,0.656686626746507,0,static,power,500,0.1
0,RV,0.941736909443864,4,0,1.674320505236408,0.45708582834331335,0,static,power,500,0.1
0,Oracle,,4,0,27.654240019683932,0.001996007984031936,1,static,power,500,0.1
0,DM,,4,0,0.5740694591895691,0.04590818363273453,1,static,power,500,0.1
0,cDM,,4,0,0.2578170484891059,0.015968063872255488,1,static,power,500,0.1
0,SS,1.1387390440715435,4,0,-2.7293033448830797,0.780439121756487,0,static,power,500,0.1
0,RV,0.9449695633367216,5,0,18.592254161082153,0.1497005988023952,0,static,power,500,0.1
0,Oracle,,5,0,51.646444811363764,0.003992015968063872,1,static,power,500,0.1
0,DM,,5,0,-0.0324419363090543,0.5508982035928144,0,static,power,500,0.1
0,cDM,,5,0,-0.012286986131546059,0.5389221556886228,0,static,power,500,0.1
0,SS,1.2829488902861923,5,0,5.720767020090024,0.41916167664670656,0,static,power,500,0.1
0,RV,0.8368665580982074,1,1,-0.5022313897905705,0.23552894211576847,0,static,power,500,0.1
0,Oracle,,1,1,-0.1834555464667884,0.01996007984031936,1,static,power,500,0.1
0,DM,,1,1,-0.2584653986724878,0.8063872255489022,0,static,power,500,0.1
0,cDM,,1,1,-0.11102182298539734,0.8423153692614771,0,static,power,500,0.1
0,SS,0.9987319399225123,1,1,1.0450549179371342,0.20159680638722555,0,static,power,500,0.1
0,RV,0.8643916382138713,2,1,28.361104307361675,0.005988023952095809,1,static,power,500,0.1
0,Oracle,,2,1,20.78754082405672,0.001996007984031936,1,static,power,500,0.1
0,DM,,2,1,0.36884938260129857,0.10778443113772455,0,static,power,500,0.1
0,cDM,,2,1,0.03789931351959043,0.3093812375249501,0,static,power,500,0.1
0,SS,0.9823828331313039,2,1,-3.8404888669579065,0.7584830339321357,0,static,power,500,0.1
0,RV,0.8210133911251303,3,1,7.17551522493985,0.2714570858283433,0,static,power,500,0.1
0,Oracle,,3,1,10.12281216943382,0.001996007984031936,1,static,power,500,0.1
0,DM,,3,1,0.07686677947468937,0.4171656686626746,0,static,power,500,0.1
0,cDM,,3,1,-0.03243791683910162,0.5968063872255489,0,static,power,500,0.1
0,SS,1.1138052510910208,3,1,4.939598812337408,0.47105788423153694,0,static,power,500,0.1
0,RV,0.8488275500905282,4,1,16.80387597782006,0.1377245508982036,0,static,power,500,0.1
0,Oracle,,4,1,22.52837062844742,0.011976047904191617,1,static,power,500,0.1
0,DM,,4,1,0.2045570102742565,0.32335329341317365,0,static,power,500,0.1
0,cDM,,4,1,-0.06821254704856894,0.6626746506986028,0,static,power,500,0.1
0,SS,0.9115872474243693,4,1,1.5563621973782413,0.6307385229540918,0,static,power,500,0.1
0,RV,0.904742373401546,1,2,5.278619527956389,0.18163672654690619,0,static,power,500,0.1
0,Oracle,,1,2,-0.2630526615209366,0.08982035928143713,1,static,power,500,0.1
0,DM,,1,2,-0.08599273602414077,0.6107784431137725,0,static,power,500,0.1
0,cDM,,1,2,0.10782694278811697,0.20359281437125748,0,static,power,500,0.1
0,SS,1.1166707019047792,1,2,5.330665968789974,0.17165668662674652,0,static,power,500,0.1
0,RV,0.8336390973739656,2,2,31.158432870961434,0.00998003992015968,1,static,power,500,0.1
0,Oracle,,2,2,21.801086647793376,0.001996007984031936,1,static,power,500,0.1
0,DM,,2,2,0.6294420208560795,0.033932135728542916,1,static,power,500,0.1
0,cDM,,2,2,0.18965814118330546,0.033932135728542916,1,static,power,500,0.1
0,SS,1.08690390330982,2,2,5.5854580802073315,0.3073852295409182,0,static,power,500,0.1
0,RV,0.6048408987404847,3,2,13.831205317831374,0.22554890219560877,0,static,power,500,0.1
0,Oracle,,3,2,13.325216463048195,0.005988023952095809,1,static,power,500,0.1
0,DM,,3,2,-0.07564203792449967,0.5189620758483033,0,static,power,500,0.1
0,cDM,,3,2,-0.12018131786877116,0.7485029940119761,0,static,power,500,0.1
0,SS,0.9393904984394112,3,2,9.885333061679955,0.31137724550898205,0,static,power,500,0.1
0,RV,0.8882444718690279,1,3,10.281697591112954,0.06187624750499002,1,static,power,500,0.1
0,Oracle,,1,3,-0.3008852095494346,0.05189620758483034,1,static,power,500,0.1
0,DM,,1,3,0.047625744631726974,0.4590818363273453,0,static,power,500,0.1
0,cDM,,1,3,0.20328162437820946,0.10578842315369262,0,static,power,500,0.1
0,SS,1.4123956480125381,1,3,5.293409159598641,0.09580838323353294,1,static,power,500,0.1
0,RV,0.6329700676667267,2,3,22.806751686039853,0.14171656686626746,0,static,power,500,0.1
0,Oracle,,2,3,25.784127689079828,0.033932135728542916,1,static,power,500,0.1
0,DM,,2,3,0.45118190003595043,0.19161676646706588,0,static,power,500,0.1
0,cDM,,2,3,0.01891024108389676,0.43912175648702595,0,static,power,500,0.1
0,SS,0.9898973496209995,2,3,-0.755671742453349,0.34930139720558884,0,static,power,500,0.1
0,RV,0.6644906182773446,1,4,13.721487465786602,0.041916167664670656,1,static,power,500,0.1
0,Oracle,,1,4,0.7286735457797253,0.03992015968063872,1,static,power,500,0.1
0,DM,,1,4,-0.32701882534628884,0.7504990019960079,0,static,power,500,0.1
0,cDM,,1,4,-0.0476613931841928,0.6127744510978044,0,static,power,500,0.1
0,SS,1.6273712114496814,1,4,-8.674183819612551,0.4351297405189621,0,static,power,500,0.1
1,RV,0.9499468712679419,1,0,8.27239655216747,0.001996007984031936,1,static,power,500,0.1
1,Oracle,,1,0,11.409726127038292,0.001996007984031936,1,static,power,500,0.1
1,DM,,1,0,0.06021141668011438,0.4091816367265469,0,static,power,500,0.1
1,cDM,,1,0,0.07644499439685601,0.281437125748503,0,static,power,500,0.1
1,SS,0.41985658548472926,1,0,-4.75225475127016,0.2834331337325349,0,static,power,500,0.1
1,RV,0.9809294403108163,2,0,47.944608683548445,0.001996007984031936,1,static,power,500,0.1
1,Oracle,,2,0,50.263412844839124,0.001996007984031936,1,static,power,500,0.1
1,DM,,2,0,-0.2377673082647322,0.8243512974051896,0,static,power,500,0.1
1,cDM,,2,0,-0.02060822607485379,0.6067864271457086,0,static,power,500,0.1
1,SS,0.4107575795982448,2,0,20.012861884874248,0.001996007984031936,1,static,power,500,0.1
1,RV,1.0810756300248596,3,0,16.012527488014516,0.07584830339321358,1,static,power,500,0.1
1,Oracle,,3,0,39.873136898308836,0.001996007984031936,1,static,power,500,0.1
1,DM,,3,0,0.2804261252054708,0.17365269461077845,0,static,power,500,0.1
1,cDM,,3,0,0.07208890589233839,0.24750499001996007,0,static,power,500,0.1
1,SS,0.3862284014779547,3,0,19.534473745166377,0.003992015968063872,1,static,power,500,0.1
1,RV,1.0816579361957064,4,0,13.008069318988138,0.5708582834331337,0,static,power,500,0.1
1,Oracle,,4,0,19.060386491605133,0.001996007984031936,1,static,power,500,0.1
1,DM,,4,0,-0.06966757108543754,0.5848303393213573,0,static,power,500,0.1
1,cDM,,4,0,-0.0010575495592893142,0.47105788423153694,0,static,power,500,0.1
1,SS,0.3966797759320734,4,0,18.624950124721376,0.03792415169660679,1,static,power,500,0.1
1,RV,1.2180774444154974,5,0,112.87373402494852,0.001996007984031936,1,static,power,500,0.1
1,Oracle,,5,0,81.31501272723872,0.001996007984031936,1,static,power,500,0.1
1,DM,,5,0,1.0345455495628044,0.017964071856287425,1,static,power,500,0.1
1,cDM,,5,0,-0.05655420935047286,0.6167664670658682,0,static,power,500,0.1
1,SS,0.452708866244405,5,0,44.27946867706133,0.031936127744510975,1,static,power,500,0.1
1,RV,1.0335049047619844,1,1,7.199297375702656,0.001996007984031936,1,static,power,500,0.1
1,Oracle,,1,1,7.861521443262782,0.001996007984031936,1,static,power,500,0.1
1,DM,,1,1,-0.12531253196437273,0.626746506986028,0,static,power,500,0.1
1,cDM,,1,1,-0.08037681962249449,0.7465069860279441,0,static,power,500,0.1
1,SS,0.5914315113548622,1,1,-5.395713151823285,0.3153692614770459,0,static,power,500,0.1
1,RV,0.9508530704926172,2,1,55.40901014605555,0.003992015968063872,1,static,power,500,0.1
1,Oracle,,2,1,46.44418229883864,0.001996007984031936,1,static,power,500,0.1
1,DM,,2,1,-0.18759552170956703,0.7485029940119761,0,static,power,500,0.1
1,cDM,,2,1,0.0239294328889549,0.4091816367265469,0,static,power,500,0.1
1,SS,0.596699608176437,2,1,11.488583215420316,0.001996007984031936,1,static,power,500,0.1
1,RV,1.1646707819758442,3,1,19.088283364213186,0.4870259481037924,0,static,power,500,0.1
1,Oracle,,3,1,29.843069415290945,0.001996007984031936,1,static,power,500,0.1
1,DM,,3,1,0.3969993508718356,0.13373253493013973,0,static,power,500,0.1
1,cDM,,3,1,0.13956743472758598,0.14570858283433133,0,static,power,500,0.1
1,SS,0.5906436529678761,3,1,23.35008971838968,0.00998003992015968,1,static,power,500,0.1
1,RV,0.7327913659762747,4,1,33.64756141761508,0.07584830339321358,1,static,power,500,0.1
1,Oracle,,4,1,17.217705967760043,0.007984031936127744,1,static,power,500,0.1
1,DM,,4,1,0.48478819240859977,0.15568862275449102,0,static,power,500,0.1
1,cDM,,4,1,-0.0785366615849485,0.7125748502994012,0,static,power,500,0.1
1,SS,0.5615774092667588,4,1,25.79825883572139,0.20159680638722555,0,static,power,500,0.1
1,RV,1.0176694727969449,1,2,1.5573176496268584,0.25149700598802394,0,static,power,500,0.1
1,Oracle,,1,2,9.01784961315695,0.001996007984031936,1,static,power,500,0.1
1,DM,,1,2,0.012682014069865181,0.4750499001996008,0,static,power,500,0.1
1,cDM,,1,2,0.020456777017426406,0.4431137724550898,0,static,power,500,0.1
1,SS,0.5286865293424999,1,2,-3.4403496512896083,0.26746506986027946,0,static,power,500,0.1
1,RV,0.9929823219737861,2,2,62.76065736060137,0.06786427145708583,1,static,power,500,0.1
1,Oracle,,2,2,45.62518597295043,0.001996007984031936,1,static,power,500,0.1
1,DM,,2,2,-0.1461230994270391,0.5968063872255489,0,static,power,500,0.1
1,cDM,,2,2,0.07893760484274473,0.2714570858283433,0,static,power,500,0.1
1,SS,0.5053805829222594,2,2,18.030124130073904,0.015968063872255488,1,static,power,500,0.1
1,RV,0.9207461205300607,3,2,54.810871752232444,0.02594810379241517,1,static,power,500,0.1
1,Oracle,,3,2,22.967784531840756,0.001996007984031936,1,static,power,500,0.1
1,DM,,3,2,0.7426917889103186,0.07984031936127745,1,static,power,500,0.1
1,cDM,,3,2,-0.13146531278310114,0.8003992015968064,0,static,power,500,0.1
1,SS,0.4650335886809627,3,2,16.14225408310827,0.16766467065868262,0,static,power,500,0.1
1,RV,1.0971697068232495,1,3,3.9774279826337304,0.5768463073852296,0,static,power,500,0.1
1,Oracle,,1,3,5.849919412950881,0.001996007984031936,1,static,power,500,0.1
1,DM,,1,3,0.10733903987346188,0.37924151696606784,0,static,power,500,0.1
1,cDM,,1,3,0.060520707663060266,0.37524950099800397,0,static,power,500,0.1
1,SS,1.0231416670688982,1,3,-10.141389165412066,0.5528942115768463,0,static,power,500,0.1
1,RV,0.4799651245089264,2,3,53.88449751394058,0.02594810379241517,1,static,power,500,0.1
1,Oracle,,2,3,28.485610336715084,0.001996007984031936,1,static,power,500,0.1
1,DM,,2,3,0.23003872559661961,0.2954091816367265,0,static,power,500,0.1
1,cDM,,2,3,-0.15831434200428296,0.810379241516966,0,static,power,500,0.1
1,SS,1.1125393758685649,2,3,18.030024694576646,0.20159680638722555,0,static,power,500,0.1
1,RV,0.5367287796246866,1,4,6.062671083156094,0.3333333333333333,0,static,power,500,0.1
1,Oracle,,1,4,4.371398530042725,0.005988023952095809,1,static,power,500,0.1
1,DM,,1,4,0.3554704775996903,0.24151696606786427,0,static,power,500,0.1
1,cDM,,1,4,-0.3086748130139978,0.9520958083832335,0,static,power,500,0.1
1,SS,1.9291677851084847,1,4,-16.94835008246249,0.5828343313373253,0,static,power,500,0.1
2,RV,0.9512887093752894,1,0,19.170944268661497,0.001996007984031936,1,static,power,500,0.1
2,Oracle,,1,0,27.380236994572023,0.001996007984031936,1,static,power,500,0.1
2,DM,,1,0,-0.0863156943190237,0.5968063872255489,0,static,power,500,0.1
2,cDM,,1,0,-0.06938257830202949,0.7025948103792415,0,static,power,500,0.1
2,SS,0.6587925878176899,1,0,-3.7572133600016104,0.9321357285429142,0,static,power,500,0.1
2,RV,0.9746530798047068,2,0,4.749355949468737,0.25149700598802394,0,static,power,500,0.1
2,Oracle,,2,0,54.537807985066955,0.001996007984031936,1,static,power,500,0.1
