rep,method,rmse,k,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
0,RV,0.6070321737310233,1,2.154381592305312,0.08383233532934131,1,static,power,500,0.1
0,Oracle,,1,0.3807435789222001,0.001996007984031936,1,static,power,500,0.1
0,DM,,1,-0.3232373780163921,0.7764471057884231,0,static,power,500,0.1
0,cDM,,1,-0.24881847956569605,0.9700598802395209,0,static,power,500,0.1
0,SS,0.7692120003328431,1,0.9054091471276339,0.003992015968063872,1,static,power,500,0.1
0,RV,0.8288611049177954,2,3.5166535585062064,0.029940119760479042,1,static,power,500,0.1
0,Oracle,,2,1.5980953103784663,0.007984031936127744,1,static,power,500,0.1
0,DM,,2,0.234930928057148,0.2694610778443114,0,static,power,500,0.1
0,cDM,,2,-0.15640064519313557,0.8842315369261478,0,static,power,500,0.1
0,SS,0.8204042120945748,2,-1.3810357141776872,0.7844311377245509,0,static,power,500,0.1
0,RV,0.8306154241135435,3,7.094057666668836,0.07584830339321358,1,static,power,500,0.1
0,Oracle,,3,6.921802438676265,0.033932135728542916,1,static,power,500,0.1
0,DM,,3,0.25634416001621996,0.2934131736526946,0,static,power,500,0.1
0,cDM,,3,-0.10944792894542509,0.8023952095808383,0,static,power,500,0.1
0,SS,0.7809709866292043,3,0.11278500598624301,0.5029940119760479,0,static,power,500,0.1
0,RV,0.9998234133188996,4,11.576653805774033,0.005988023952095809,1,static,power,500,0.1
0,Oracle,,4,9.501314739643593,0.001996007984031936,1,static,power,500,0.1
0,DM,,4,0.1384108475693643,0.3972055888223553,0,static,power,500,0.1
0,cDM,,4,0.23510306428692573,0.05588822355289421,1,static,power,500,0.1
0,SS,0.7932958318457701,4,-0.34345720367269783,0.3912175648702595,0,static,power,500,0.1
0,RV,1.1364926181493125,5,6.447535917936622,0.21956087824351297,0,static,power,500,0.1
0,Oracle,,5,6.474744187626426,0.011976047904191617,1,static,power,500,0.1
0,DM,,5,0.4840487667896286,0.14570858283433133,0,static,power,500,0.1
0,cDM,,5,-0.07065973844400819,0.7025948103792415,0,static,power,500,0.1
0,SS,1.1749972083080458,5,0.9649433886106047,0.2634730538922156,0,static,power,500,0.1
1,RV,1.2079555903654275,1,6.59932646109152,0.027944111776447105,1,static,power,500,0.1
1,Oracle,,1,2.8894149796235826,0.06187624750499002,1,static,power,500,0.1
1,DM,,1,-0.1233765329505235,0.6307385229540918,0,static,power,500,0.1
1,cDM,,1,0.3029171932427616,0.015968063872255488,1,static,power,500,0.1
1,SS,1.0456729239907439,1,0.9870812966741962,0.06187624750499002,1,static,power,500,0.1
1,RV,0.8277159818085128,2,3.4895198221040706,0.4231536926147705,0,static,power,500,0.1
1,Oracle,,2,3.121669270978397,0.1157684630738523,0,static,power,500,0.1
1,DM,,2,-0.5742167758582215,0.9161676646706587,0,static,power,500,0.1
1,cDM,,2,0.08007578202632669,0.3073852295409182,0,static,power,500,0.1
1,SS,0.804946560691961,2,1.5552350227324765,0.32934131736526945,0,static,power,500,0.1
1,RV,0.9590527339029613,3,3.076903634308901,0.313373253493014,0,static,power,500,0.1
1,Oracle,,3,6.998749464302589,0.08383233532934131,1,static,power,500,0.1
1,DM,,3,-0.687848386172847,0.9261477045908184,0,static,power,500,0.1
1,cDM,,3,-0.001665801988247382,0.48502994011976047,0,static,power,500,0.1
1,SS,0.717185072982014,3,3.9171875523317956,0.25948103792415167,0,static,power,500,0.1
1,RV,0.9879302090337584,4,10.986725442146797,0.021956087824351298,1,static,power,500,0.1
1,Oracle,,4,15.605271493201045,0.00998003992015968,1,static,power,500,0.1
1,DM,,4,0.6069859386244543,0.12574850299401197,0,static,power,500,0.1
1,cDM,,4,0.22663887599696714,0.06387225548902195,1,static,power,500,0.1
1,SS,0.8659062106652339,4,2.1727541262684675,0.24550898203592814,0,static,power,500,0.1
