rep,method,rmse,l,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
0,RV,0.9737906467266608,0,25.790202070744165,0.001996007984031936,1,static,power,500,0.1
0,Oracle,,0,30.961143157467735,0.001996007984031936,1,static,power,500,0.1
0,DM,,0,0.19491348752455742,0.07584830339321358,1,static,power,500,0.1
0,cDM,,0,0.0019237010117774344,0.47305389221556887,0,static,power,500,0.1
0,SS,0.4273405043113144,0,9.139538942441813,0.001996007984031936,1,static,power,500,0.1
0,RV,0.9242253120836825,1,37.45142685079313,0.001996007984031936,1,static,power,500,0.1
0,Oracle,,1,33.974734809815104,0.001996007984031936,1,static,power,500,0.1
0,DM,,1,0.0711798030932035,0.34331337325349304,0,static,power,500,0.1
0,cDM,,1,-0.0937183088484082,0.93812375249501,0,static,power,500,0.1
0,SS,0.4059589723090279,1,7.884989155449564,0.001996007984031936,1,static,power,500,0.1
0,RV,0.9218595750717659,2,32.30271456896208,0.001996007984031936,1,static,power,500,0.1
0,Oracle,,2,23.640414251348233,0.001996007984031936,1,static,power,500,0.1
0,DM,,2,0.21953658537364953,0.14770459081836326,0,static,power,500,0.1
0,cDM,,2,-0.0437906893728647,0.6986027944111777,0,static,power,500,0.1
0,SS,0.5157157856028031,2,2.1646584217736877,0.11776447105788423,0,static,power,500,0.1
0,RV,0.7662057832543634,3,30.223979991629633,0.001996007984031936,1,static,power,500,0.1
0,Oracle,,3,17.300318042435123,0.001996007984031936,1,static,power,500,0.1
0,DM,,3,0.09720127556343289,0.35728542914171657,0,static,power,500,0.1
0,cDM,,3,-0.134021711380733,0.9281437125748503,0,static,power,500,0.1
0,SS,0.8764047121044511,3,-4.766213172589184,0.6067864271457086,0,static,power,500,0.1
0,RV,0.6041504580955027,4,28.178089223826035,0.003992015968063872,1,static,power,500,0.1
0,Oracle,,4,18.50689101516855,0.001996007984031936,1,static,power,500,0.1
0,DM,,4,0.07803800080574053,0.4630738522954092,0,static,power,500,0.1
