rep,setting,assumption,method,lag,source_t,tau_rmse,tau_bias,mean_tau_hat,mean_tau_true,mean_abs_tau_hat,mean_abs_tau_true,tau_hat_sd,tau_true_sd,sign_alignment,cosine_alignment
59,power,static,RV,,5,0.5948956767969417,0.3742202180652179,-0.025779781934782177,-0.4,0.45334420012248533,0.4,0.4612169458609425,0.023093963471002548,0.534,0.05407896188345941
60,power,static,RV,,1,0.5944753741880683,0.3952292966434924,-0.004770703356507637,-0.4,0.4384418560004023,0.4,0.443043375418025,0.023093963471002548,0.506,0.00969608858262359
60,power,static,RV,,2,0.6027941154887783,0.38327754079219806,-0.016722459207801948,-0.4,0.4533553723664144,0.4,0.46494354188845033,0.023093963471002548,0.514,0.03654552000463698
60,power,static,RV,,3,0.5656312416623832,0.41290204672602415,0.0129020467260241,-0.4,0.3738205520824265,0.4,0.38514609971938807,0.023093963471002548,0.486,-0.035302072526438265
60,power,static,RV,,4,0.6028014954727495,0.4002103738020746,0.00021037380207456158,-0.4,0.4432580285204931,0.4,0.4499098395125208,0.023093963471002548,0.502,-0.0011577593720828335
60,power,static,RV,,5,0.5743710221862335,0.40953883995298895,0.0095388399529889,-0.4,0.3990953718979381,0.4,0.401918302924042,0.023093963471002548,0.488,-0.02402349633947557
61,power,static,RV,,1,0.4707251737954204,0.39492039967523807,-0.005079600324761989,-0.4,0.23251094775972653,0.4,0.25390061517776674,0.023093963471002548,0.536,0.01691634312985309
61,power,static,RV,,2,0.6006982756438997,0.3485639884141007,-0.05143601158589938,-0.4,0.4111853038298477,0.4,0.4887783432006988,0.023093963471002548,0.4,0.1047257815292527
61,power,static,RV,,3,0.4985166300356631,0.39395557146274085,-0.006044428537259174,-0.4,0.2862241240667322,0.4,0.3029686729372567,0.023093963471002548,0.524,0.015818070775489433
61,power,static,RV,,4,0.4689138006686053,0.4013647348554133,0.0013647348554133001,-0.4,0.1596977426689997,0.4,0.23945316009944217,0.023093963471002548,0.296,-0.010460153754059507
61,power,static,RV,,5,0.548916777702611,0.3881387580628005,-0.011861241937199566,-0.4,0.37666833712910613,0.4,0.3862071744603828,0.023093963471002548,0.522,0.02751825811923772
62,power,static,RV,,1,0.5453899769117275,0.40148456860452386,0.0014845686045238614,-0.4,0.3525934069994438,0.4,0.36685684509738664,0.023093963471002548,0.506,-0.007928341562755188
62,power,static,RV,,2,0.6238849521603862,0.3931310170884761,-0.006868982911523926,-0.4,0.4549393134089904,0.4,0.48171579678947096,0.023093963471002548,0.486,0.0088023765378641
62,power,static,RV,,3,0.5872927312532863,0.4030433295235166,0.0030433295235165695,-0.4,0.4091905036630977,0.4,0.4251456836595892,0.023093963471002548,0.502,-0.010629279331151873
62,power,static,RV,,4,0.43497921939548306,0.4016329214460753,0.0016329214460752888,-0.4,0.0986176906418563,0.4,0.16540692468036014,0.023093963471002548,0.19,-0.009893999814359965
62,power,static,RV,,5,0.5598566238916387,0.3946490582207256,-0.005350941779274418,-0.4,0.3863178870442988,0.4,0.3954249059558004,0.023093963471002548,0.51,0.010992198235266806
63,power,static,RV,,1,0.49283988181929145,0.37629189188426626,-0.023708108115733737,-0.4,0.31117534886011483,0.4,0.3165826160910048,0.023093963471002548,0.536,0.07244079605469798
63,power,static,RV,,2,0.5336421248201912,0.3777513689078752,-0.02224863109212488,-0.4,0.2819393150539969,0.4,0.3766844001004386,0.023093963471002548,0.426,0.06001001540590467
63,power,static,RV,,3,0.5399087556372089,0.36556114738137374,-0.03443885261862628,-0.4,0.3930498585152649,0.4,0.39704607519057816,0.023093963471002548,0.542,0.08724777892440315
63,power,static,RV,,4,0.4525139881332161,0.37590700631682405,-0.024092993683176026,-0.4,0.197871688283275,0.4,0.2505092919444848,0.023093963471002548,0.374,0.09470938551188315
63,power,static,RV,,5,0.5214482665344015,0.3710128561988288,-0.028987143801171227,-0.4,0.3501443063809249,0.4,0.3650628565779274,0.023093963471002548,0.546,0.07747694107819882
64,power,static,RV,,1,0.5398974548537834,0.3803195350622454,-0.01968046493775465,-0.4,0.3814382457842805,0.4,0.38255573652034164,0.023093963471002548,0.524,0.051408329679281946
64,power,static,RV,,2,0.5802705483099394,0.3902162876799582,-0.009783712320041844,-0.4,0.3929013521097942,0.4,0.42883683394479555,0.023093963471002548,0.486,0.022739268320673637
64,power,static,RV,,3,0.5715350979638312,0.38147855755594645,-0.018521442444053564,-0.4,0.42213003743642447,0.4,0.42504246561634756,0.023093963471002548,0.522,0.043661135199121674
64,power,static,RV,,4,0.4764110506830617,0.3764347852260561,-0.0235652147739439,-0.4,0.2540985013036162,0.4,0.2918703626840329,0.023093963471002548,0.458,0.08229184873448005
64,power,static,RV,,5,0.5375276725339795,0.3726964051403065,-0.027303594859693518,-0.4,0.3832980167826964,0.4,0.3871168791843216,0.023093963471002548,0.534,0.07139464797553101
65,power,static,RV,,1,0.4806361628104355,0.3989571515387724,-0.0010428484612275248,-0.4,0.23392240586867755,0.4,0.2668837708470304,0.023093963471002548,0.426,0.003508043108787707
65,power,static,RV,,2,0.46737814618529405,0.3881548469334084,-0.011845153066591585,-0.4,0.18159189672408066,0.4,0.2582287292853452,0.023093963471002548,0.312,0.04302976988788193
65,power,static,RV,,3,0.4868345723926797,0.3972295308688955,-0.0027704691311045224,-0.4,0.2746727465321944,0.4,0.2807753496622428,0.023093963471002548,0.508,0.010523764955069894
65,power,static,RV,,4,0.49837754516118044,0.3800084094006265,-0.019991590599373443,-0.4,0.23748967345229247,0.4,0.3233618447449091,0.023093963471002548,0.312,0.0659272379567213
65,power,static,RV,,5,0.4614061579609865,0.39284665141714903,-0.007153348582850989,-0.4,0.18840585791041695,0.4,0.24035999560456972,0.023093963471002548,0.416,0.02834442664186516
66,power,static,RV,,1,0.5131494757777938,0.34538187034121587,-0.05461812965878412,-0.4,0.3744201119539397,0.4,0.378797205538708,0.023093963471002548,0.574,0.14243247259878547
66,power,static,RV,,2,0.6268953653881205,0.34562841194752625,-0.05437158805247375,-0.4,0.513676682490078,0.4,0.5231212245259756,0.023093963471002548,0.554,0.1047512195529742
66,power,static,RV,,3,0.55479354436801,0.34660929566938,-0.05339070433062005,-0.4,0.43269836709362197,0.4,0.43311685337531014,0.023093963471002548,0.562,0.12347307451669715
66,power,static,RV,,4,0.41292815016433543,0.38546125474846565,-0.014538745251534419,-0.4,0.05839320212076167,0.4,0.1432241125946474,0.023093963471002548,0.102,0.09317098696204971
66,power,static,RV,,5,0.5254521420003005,0.35445147848604236,-0.04554852151395771,-0.4,0.3894959522500644,0.4,0.38751880390976967,0.023093963471002548,0.558,0.11730893961036026
67,power,static,RV,,1,0.5308914288827984,0.40969829553856935,0.009698295538569287,-0.4,0.33124312495877745,0.4,0.3357284896428014,0.023093963471002548,0.488,-0.03159928036009225
67,power,static,RV,,2,0.46233595499218705,0.41145856360980426,0.011458563609804276,-0.4,0.11594881714374358,0.4,0.20848059460717136,0.023093963471002548,0.144,-0.05753090771455296
67,power,static,RV,,3,0.5331168708955024,0.3960831971702305,-0.0039168028297695175,-0.4,0.3403304387559538,0.4,0.3547597549674883,0.023093963471002548,0.5,0.007701637538148327
67,power,static,RV,,4,0.6698893962015611,0.4210538642338389,0.02105386423383886,-0.4,0.510192700379312,0.4,0.5189399311993929,0.023093963471002548,0.484,-0.04439501071909179
67,power,static,RV,,5,0.5610572757557454,0.41829804035676416,0.01829804035676413,-0.4,0.3578423105588057,0.4,0.3725106517482988,0.023093963471002548,0.478,-0.05070164473039225
68,power,static,RV,,1,0.5315076653475176,0.36454001542307046,-0.03545998457692953,-0.4,0.38126211006297867,0.4,0.3861894356282729,0.023093963471002548,0.546,0.09149152330919777
68,power,static,RV,,2,0.4525730614243932,0.3894529025378894,-0.01054709746211064,-0.4,0.13390204168489708,0.4,0.22975402504196632,0.023093963471002548,0.194,0.046711662226892534
68,power,static,RV,,3,0.5267336934468836,0.36267539293787626,-0.037324607062123746,-0.4,0.37723526922071726,0.4,0.38104578858246574,0.023093963471002548,0.546,0.09671910737694911
68,power,static,RV,,4,0.5072064651936645,0.37447396208241446,-0.025526037917585537,-0.4,0.2884146785459825,0.4,0.34155725256025793,0.023093963471002548,0.516,0.07501115005119953
68,power,static,RV,,5,0.46970251263254453,0.38512882385140973,-0.014871176148590298,-0.4,0.20474196062564903,0.4,0.26837751315482755,0.023093963471002548,0.33,0.05645829833438983
69,power,static,RV,,1,0.5177504705966969,0.37772304634551285,-0.022276953654487196,-0.4,0.33511641964983635,0.4,0.3537205429639438,0.023093963471002548,0.524,0.06366788166369178
69,power,static,RV,,2,0.5238942198797079,0.39214950088840517,-0.007850499111594852,-0.4,0.29455968507331864,0.4,0.34765536475868175,0.023093963471002548,0.43,0.02509904210299439
69,power,static,RV,,3,0.5317773732808735,0.3850182697055321,-0.014981730294467933,-0.4,0.34320947761573417,0.4,0.3667244378265344,0.023093963471002548,0.508,0.042355870573002705
69,power,static,RV,,4,0.5124306291403747,0.3626693153495037,-0.03733068465049635,-0.4,0.32726277553176863,0.4,0.3612993005375991,0.023093963471002548,0.478,0.10265488717518331
69,power,static,RV,,5,0.5204455573457702,0.3870970233514131,-0.012902976648586976,-0.4,0.31487678385359447,0.4,0.34802923963950416,0.023093963471002548,0.46,0.039274203483486515
70,power,static,RV,,1,0.509722185367214,0.39003339775786144,-0.009966602242138606,-0.4,0.31508167839586904,0.4,0.32771341782462166,0.023093963471002548,0.51,0.0312567339988252
70,power,static,RV,,2,0.6575892200706919,0.3627344102490424,-0.037265589750957596,-0.4,0.512683464149749,0.4,0.5482373119255189,0.023093963471002548,0.472,0.06827232366644657
70,power,static,RV,,3,0.5539816285559451,0.3909908323556517,-0.009009167644348356,-0.4,0.3877320040324568,0.4,0.3928402331860689,0.023093963471002548,0.51,0.025540979197836745
70,power,static,RV,,4,0.4404078904918749,0.40506984460585566,0.005069844605855687,-0.4,0.151406067372529,0.4,0.17251183461000932,0.023093963471002548,0.406,-0.026317927841658862
70,power,static,RV,,5,0.5774290093414537,0.37022437686255705,-0.029775623137442968,-0.4,0.4331104883814529,0.4,0.4434138264419711,0.023093963471002548,0.534,0.06910968588351188
71,power,static,RV,,1,0.5254782810982144,0.41195303955345924,0.011953039553459208,-0.4,0.29897706408008284,0.4,0.3246896455298695,0.023093963471002548,0.442,-0.038515254220047195
71,power,static,RV,,2,0.5133330352508076,0.40584152943908464,0.005841529439084572,-0.4,0.2768381021649969,0.4,0.312240647089994,0.023093963471002548,0.432,-0.02177454249596193
71,power,static,RV,,3,0.670910237255515,0.44004272749912365,0.04004272749912361,-0.4,0.48790629239473304,0.4,0.5062220545834695,0.023093963471002548,0.464,-0.07795904248221017
71,power,static,RV,,4,0.49021570297546696,0.3889594796299918,-0.01104052037000824,-0.4,0.18515819637587572,0.4,0.2957794969240543,0.023093963471002548,0.278,0.03300957267154474
71,power,static,RV,,5,0.6261339066728487,0.4115204038534548,0.011520403853454781,-0.4,0.46804877314393944,0.4,0.4710219998327961,0.023093963471002548,0.49,-0.02520379475018361
72,power,static,RV,,1,0.5070970948921651,0.36606067276719884,-0.033939327232801186,-0.4,0.34825874987109756,0.4,0.3509472542163209,0.023093963471002548,0.546,0.09804622656331002
72,power,static,RV,,2,0.4476805164087338,0.38391575673293526,-0.01608424326706474,-0.4,0.16998595891971147,0.4,0.2287354702473567,0.023093963471002548,0.336,0.0690851785034607
72,power,static,RV,,3,0.5631527971442473,0.36858238234827306,-0.03141761765172694,-0.4,0.4191497534954051,0.4,0.42519070337130543,0.023093963471002548,0.54,0.07366198016112918
72,power,static,RV,,4,0.5655597774434277,0.3478054729163283,-0.05219452708367166,-0.4,0.3650435058669141,0.4,0.4441960024991931,0.023093963471002548,0.5,0.11358849628551974
72,power,static,RV,,5,0.540956912999766,0.37532918101938717,-0.024670818980612814,-0.4,0.3852143587450161,0.4,0.3883886450597842,0.023093963471002548,0.536,0.062058654202620245
73,power,static,RV,,1,0.49419343278602035,0.3992099069089812,-0.0007900930910188074,-0.4,0.2792737115918427,0.4,0.2888760450763505,0.023093963471002548,0.492,-0.0010532974644540827
73,power,static,RV,,2,0.5142346541677207,0.39739755693067685,-0.0026024430693232185,-0.4,0.275901292463946,0.4,0.32534482894770295,0.023093963471002548,0.436,0.007487341779547466
73,power,static,RV,,3,0.5098774417810658,0.4000867564618875,8.67564618874681e-05,-0.4,0.28134346899678997,0.4,0.31502642415425575,0.023093963471002548,0.43,-0.0007923403038848754
73,power,static,RV,,4,0.500699158623663,0.39321715577562394,-0.00678284422437605,-0.4,0.21114326666402916,0.4,0.3081348663134688,0.023093963471002548,0.314,0.019543369790033273
73,power,static,RV,,5,0.5125702486114235,0.4011170618624455,0.0011170618624454587,-0.4,0.30936596934451155,0.4,0.31716569543467005,0.023093963471002548,0.502,-0.006293765359728441
74,power,static,RV,,1,0.5091778996033577,0.3513425958090182,-0.04865740419098178,-0.4,0.36728892768866184,0.4,0.3682208749026299,0.023093963471002548,0.568,0.13179133789098338
74,power,static,RV,,2,0.438896853712661,0.3847714377521034,-0.015228562247896609,-0.4,0.11391805893610812,0.4,0.21081604843515275,0.023093963471002548,0.216,0.07426291981166672
74,power,static,RV,,3,0.5418124466592444,0.34912226747268255,-0.05087773252731742,-0.4,0.3932806619352961,0.4,0.4142076093687551,0.023093963471002548,0.568,0.12298911592945388
74,power,static,RV,,4,0.5342540899022978,0.37101413110663783,-0.028985868893362174,-0.4,0.3189012447485615,0.4,0.38231238652190935,0.023093963471002548,0.436,0.07195986516004291
74,power,static,RV,,5,0.47672843507838963,0.372421413815872,-0.027578586184128038,-0.4,0.24187671724980736,0.4,0.2965094131686864,0.023093963471002548,0.478,0.09194953278359516
75,power,static,RV,,1,0.4946514922378732,0.38420060744733214,-0.015799392552667886,-0.4,0.3042350526470063,0.4,0.3108975861157926,0.023093963471002548,0.528,0.051152418749422286
75,power,static,RV,,2,0.6152609315015374,0.3430253540716031,-0.056974645928396926,-0.4,0.4963031269575027,0.4,0.5117501119327065,0.023093963471002548,0.556,0.11420221295083627
75,power,static,RV,,3,0.47136360498671076,0.389777752420088,-0.010222247579912023,-0.4,0.22207886853810754,0.4,0.2649505734251072,0.023093963471002548,0.424,0.0407254063007639
75,power,static,RV,,4,0.4876856573388544,0.39682102056630864,-0.0031789794336914055,-0.4,0.2188902366880108,0.4,0.2824328127150537,0.023093963471002548,0.42,0.010932512315018086
75,power,static,RV,,5,0.5238200720806205,0.37278653565375225,-0.02721346434624772,-0.4,0.3538002410826386,0.4,0.36809131591266475,0.023093963471002548,0.538,0.07565936546782401
76,power,static,RV,,1,0.5388423739531819,0.4020617796486084,0.0020617796486083824,-0.4,0.35026230905140765,0.4,0.35898738607710245,0.023093963471002548,0.506,-0.003273087284814649
76,power,static,RV,,2,0.506841776145721,0.3857695060110402,-0.01423049398895984,-0.4,0.3114353044621358,0.4,0.329474940792267,0.023093963471002548,0.508,0.04692633179116527
76,power,static,RV,,3,0.5601984323723737,0.39473767562864126,-0.005262324371358757,-0.4,0.395570661236592,0.4,0.39786190725857423,0.023093963471002548,0.51,0.015784466232733822
76,power,static,RV,,4,0.45639809869726244,0.40103948744078066,0.0010394874407806092,-0.4,0.1323783133781469,0.4,0.21689578541935628,0.023093963471002548,0.24,-0.004148444454625671
76,power,static,RV,,5,0.4873732886544135,0.38455476773486874,-0.015445232265131293,-0.4,0.275557695377559,0.4,0.299932755079172,0.023093963471002548,0.452,0.054843300426979484
77,power,static,RV,,1,0.5335042102305807,0.3932528769486397,-0.006747123051360324,-0.4,0.3298690939164652,0.4,0.35963161544646643,0.023093963471002548,0.514,0.018342703784985964
77,power,static,RV,,2,0.5150329781047309,0.39907488846610223,-0.0009251115338978107,-0.4,0.26304272609344326,0.4,0.3236031627753267,0.023093963471002548,0.418,-2.2268683893406344e-05
77,power,static,RV,,3,0.5961745309013917,0.39188548130823947,-0.008114518691760516,-0.4,0.44471987892477377,0.4,0.4491843136273458,0.023093963471002548,0.508,0.019282123198633018
77,power,static,RV,,4,0.5275054921398363,0.4031453151508617,0.0031453151508617373,-0.4,0.27156941163760595,0.4,0.33930210493294793,0.023093963471002548,0.338,-0.009536043640331053
77,power,static,RV,,5,0.5587684210400952,0.3977880423458067,-0.002211957654193279,-0.4,0.38306710766637375,0.4,0.39113782395513513,0.023093963471002548,0.508,0.004163119156990417
78,power,static,RV,,1,0.47104792271214235,0.375181299305599,-0.02481870069440096,-0.4,0.25253564059311967,0.4,0.28457938643339986,0.023093963471002548,0.468,0.08845720075245549
78,power,static,RV,,2,0.6131450124014962,0.3754497326580606,-0.024550267341939415,-0.4,0.38886566521508154,0.4,0.4850918397991742,0.023093963471002548,0.412,0.05267838242047163
78,power,static,RV,,3,0.4856687443879595,0.3762302244085253,-0.02376977559147472,-0.4,0.275974639525165,0.4,0.3071613966302035,0.023093963471002548,0.45,0.07928056481839157
78,power,static,RV,,4,0.45174047210292945,0.38135032010588565,-0.018649679894114393,-0.4,0.18314020861710834,0.4,0.2404927927724629,0.023093963471002548,0.334,0.0757836791735327
78,power,static,RV,,5,0.5215033516997266,0.37727100052339335,-0.022728999476606653,-0.4,0.3135892741395173,0.4,0.36054387789344966,0.023093963471002548,0.442,0.06589571178089698
79,power,static,RV,,1,0.4636590376439462,0.37698884133026034,-0.023011158669739625,-0.4,0.2608169329773242,0.4,0.2680255721136308,0.023093963471002548,0.54,0.0831333002533509
79,power,static,RV,,2,0.5113461022365755,0.36391750778126913,-0.036082492218730916,-0.4,0.2910025624481887,0.4,0.3595683643805719,0.023093963471002548,0.474,0.10238885327733911
79,power,static,RV,,3,0.5398164037395607,0.36523029560170817,-0.03476970439829182,-0.4,0.38293346019361274,0.4,0.3962733319642024,0.023093963471002548,0.546,0.08587182355781588
79,power,static,RV,,4,0.4758865323487353,0.3735947375476624,-0.026405262452337628,-0.4,0.23693296812451478,0.4,0.2941396720171413,0.023093963471002548,0.364,0.08992433711775691
79,power,static,RV,,5,0.5411724247557177,0.35543539990149564,-0.04456460009850439,-0.4,0.3833953194424665,0.4,0.4082576867843074,0.023093963471002548,0.556,0.11038230138549815
80,power,static,RV,,1,0.5220611447328514,0.3821735279210769,-0.017826472078923135,-0.4,0.3295958486061368,0.4,0.35429753181950446,0.023093963471002548,0.534,0.04865112993580569
80,power,static,RV,,2,0.5142068288646262,0.38575362823420245,-0.014246371765797584,-0.4,0.2765914253226336,0.4,0.33939412289454074,0.023093963471002548,0.368,0.042306041350619106
80,power,static,RV,,3,0.5669508022671076,0.3995998887567977,-0.0004001112432023346,-0.4,0.33348364421803567,0.4,0.4000195379145557,0.023093963471002548,0.438,-0.002758052766006149
80,power,static,RV,,4,0.5147504663461461,0.4020813563489219,0.0020813563489218527,-0.4,0.255472904235079,0.4,0.32039727028304327,0.023093963471002548,0.396,-0.006917110429014061
80,power,static,RV,,5,0.5018850917889013,0.38961119608204037,-0.01038880391795965,-0.4,0.2699958546560679,0.4,0.31486923836514596,0.023093963471002548,0.396,0.031274242963139284
81,power,static,RV,,1,0.5714073879213649,0.35895560882667804,-0.04104439117332197,-0.4,0.44243451421748065,0.4,0.4430971166779427,0.023093963471002548,0.546,0.08987015665420656
81,power,static,RV,,2,0.4302278458657396,0.3844948531087508,-0.01550514689124918,-0.4,0.11025639663155812,0.4,0.19382143765310175,0.023093963471002548,0.228,0.08500327269889014
81,power,static,RV,,3,0.5740142660437124,0.3603979453940774,-0.039602054605922574,-0.4,0.4326515912619441,0.4,0.4458372293492292,0.023093963471002548,0.546,0.08749010821415736
81,power,static,RV,,4,0.511237267842177,0.3739833990394423,-0.02601660096055771,-0.4,0.3052732398006419,0.4,0.3475458386496978,0.023093963471002548,0.466,0.07388585451583676
81,power,static,RV,,5,0.4701963988491012,0.37789932549987043,-0.022100674500129598,-0.4,0.19871867353704886,0.4,0.28050902194308475,0.023093963471002548,0.312,0.08259107301604217
82,power,static,RV,,1,0.5790291074606443,0.3672935687861732,-0.03270643121382679,-0.4,0.4418531589527031,0.4,0.4461599346093675,0.023093963471002548,0.538,0.07081818489253189
82,power,static,RV,,2,0.6066453264822804,0.3579795063725652,-0.042020493627434846,-0.4,0.4710146822876333,0.4,0.4893754945022281,0.023093963471002548,0.544,0.08579592212768279
82,power,static,RV,,3,0.6149645974370548,0.34727646498130715,-0.05272353501869292,-0.4,0.5014496789259083,0.4,0.5064748136735784,0.023093963471002548,0.554,0.10206743640001997
82,power,static,RV,,4,0.4075324230843957,0.3967150207256301,-0.0032849792743699638,-0.4,0.037975852805424835,0.4,0.09128582543654311,0.023093963471002548,0.116,0.038178129961799166
82,power,static,RV,,5,0.5232344199908867,0.3822441823921195,-0.017755817607880496,-0.4,0.33446309308120226,0.4,0.3578021552270607,0.023093963471002548,0.52,0.052588777342430164
83,power,static,RV,,1,0.5974254150407032,0.37211192668862897,-0.02788807331137104,-0.4,0.4625211864326457,0.4,0.4653699251053956,0.023093963471002548,0.532,0.05611338980270711
83,power,static,RV,,2,0.5738368570352199,0.38918978469233073,-0.010810215307669338,-0.4,0.37718250572225054,0.4,0.41962072887062823,0.023093963471002548,0.438,0.022127633439945768
83,power,static,RV,,3,0.47507468877067527,0.389807793618172,-0.010192206381828033,-0.4,0.22658536777956623,0.4,0.2692946283587765,0.023093963471002548,0.442,0.0345491314787602
83,power,static,RV,,4,0.5987971209979437,0.3680702061716373,-0.03192979382836269,-0.4,0.4606797239719997,0.4,0.47128988721856935,0.023093963471002548,0.52,0.06633372813011518
83,power,static,RV,,5,0.4666678739853954,0.3984555872853985,-0.0015444127146015808,-0.4,0.20608402196734033,0.4,0.2407476557780869,0.023093963471002548,0.43,0.0037126012465510615
84,power,static,RV,,1,0.5620350104117712,0.3989583653673651,-0.0010416346326349525,-0.4,0.3800828914141192,0.4,0.39471649917011536,0.023093963471002548,0.502,0.0014295849716618667
84,power,static,RV,,2,0.43658083788165497,0.38976353016187354,-0.010236469838126518,-0.4,0.13723197585745742,0.4,0.19633317893548477,0.023093963471002548,0.292,0.054474468213717646
84,power,static,RV,,3,0.5832097723465993,0.3826036063753438,-0.017396393624656212,-0.4,0.4366498608523098,0.4,0.4398199877877919,0.023093963471002548,0.516,0.04009993343744125
84,power,static,RV,,4,0.5617468915030794,0.38194325568614185,-0.018056744313858175,-0.4,0.37164661405427046,0.4,0.41012823199174037,0.023093963471002548,0.496,0.04105262822500406
84,power,static,RV,,5,0.5240678677589422,0.4024441083760801,0.002444108376080007,-0.4,0.29631551018720786,0.4,0.3354929085965785,0.023093963471002548,0.422,-0.0057740102671643605
85,power,static,RV,,1,0.5408741486596214,0.3988126547754176,-0.0011873452245824026,-0.4,0.355870979528546,0.4,0.3636816931617944,0.023093963471002548,0.494,0.0008724872490272152
85,power,static,RV,,2,0.4193983098554363,0.40832126078531744,0.008321260785317452,-0.4,0.031204727944940443,0.4,0.08969512437468734,0.023093963471002548,0.044,-0.10039798920050104
85,power,static,RV,,3,0.6125344226345593,0.37734558981154076,-0.022654410188459262,-0.4,0.4763549263977304,0.4,0.4802107659525633,0.023093963471002548,0.52,0.042702395895600515
85,power,static,RV,,4,0.5814859540266816,0.34731528930598726,-0.05268471069401278,-0.4,0.4107087210543283,0.4,0.4645931116016983,0.023093963471002548,0.446,0.1095065270792132
85,power,static,RV,,5,0.5305426776524448,0.39353616764395066,-0.006463832356049374,-0.4,0.3095075841631482,0.4,0.35388798942169114,0.023093963471002548,0.426,0.015288585674570938
86,power,static,RV,,1,0.501046150446631,0.4071751969458004,0.007175196945800337,-0.4,0.28209514998886254,0.4,0.29296325173995746,0.023093963471002548,0.496,-0.01973741812806039
86,power,static,RV,,2,0.575281988005549,0.39102648492784303,-0.008973515072157014,-0.4,0.31921538596273663,0.4,0.4226364035354986,0.023093963471002548,0.362,0.024460681245913364
86,power,static,RV,,3,0.5672933711829223,0.41015869823126205,0.010158698231262076,-0.4,0.38940093453591207,0.4,0.39248446620213273,0.023093963471002548,0.494,-0.022698106433854205
86,power,static,RV,,4,0.5049134676486461,0.4197738111321827,0.019773811132182666,-0.4,0.2339869578631465,0.4,0.28098527957332353,0.023093963471002548,0.36,-0.06672242972557449
86,power,static,RV,,5,0.5963237271501289,0.40970630827549237,0.009706308275492336,-0.4,0.42600948698859575,0.4,0.433885353187891,0.023093963471002548,0.484,-0.019317021348385068
87,power,static,RV,,1,0.6176717643131123,0.39555293558953647,-0.004447064410463609,-0.4,0.4669076466337814,0.4,0.47316612832993804,0.023093963471002548,0.51,0.007703159525452095
87,power,static,RV,,2,0.4892536344764825,0.38996266823350884,-0.010037331766491174,-0.4,0.24157432130443948,0.4,0.29429647730033154,0.023093963471002548,0.398,0.03337499677112069
87,power,static,RV,,3,0.580965495119067,0.4059128725767208,0.005912872576720808,-0.4,0.398873899930971,0.4,0.4146889968302889,0.023093963471002548,0.494,-0.015001768493546286
87,power,static,RV,,4,0.620695204598512,0.40102352047149203,0.0010235204714919871,-0.4,0.44363027533268534,0.4,0.47134411016074873,0.023093963471002548,0.508,-0.006785438664151164
87,power,static,RV,,5,0.5117520293188248,0.4018331293363603,0.0018331293363602454,-0.4,0.27754611675784036,0.4,0.3151829492856584,0.023093963471002548,0.438,-0.00797067072502764
88,power,static,RV,,1,0.4984749891588928,0.391771710416535,-0.008228289583465,-0.4,0.3004251555014312,0.4,0.3071772863085827,0.023093963471002548,0.514,0.02632238217406268
88,power,static,RV,,2,0.6549724226946038,0.40782206632046986,0.007822066320469815,-0.4,0.4840543529927169,0.4,0.5117639983753659,0.023093963471002548,0.504,-0.01582863086491125
88,power,static,RV,,3,0.5307696887266903,0.3964863679545877,-0.0035136320454123484,-0.4,0.3154758493764441,0.4,0.3515466901396494,0.023093963471002548,0.416,0.008569827126376309
88,power,static,RV,,4,0.40103573556814615,0.4,0.0,-0.4,0.002178728621792025,0.4,0.017224362120655905,0.023093963471002548,0.008,2.525616286835471e-05
88,power,static,RV,,5,0.5232492785331812,0.4013807196269385,0.0013807196269384728,-0.4,0.2940496524859962,0.4,0.3340456790144613,0.023093963471002548,0.406,-0.006231434101903968
89,power,static,RV,,1,0.5477304854284549,0.3705310055324515,-0.029468994467548495,-0.4,0.39716757653110646,0.4,0.4016095827312337,0.023093963471002548,0.538,0.07029493174433765
89,power,static,RV,,2,0.6987234408548536,0.3607195935750458,-0.039280406424954215,-0.4,0.5893616203570005,0.4,0.5966947620358583,0.023093963471002548,0.538,0.062411035030450986
89,power,static,RV,,3,0.5038104579783452,0.3846309970522294,-0.015369002947770594,-0.4,0.3032336729489255,0.4,0.32248534159206466,0.023093963471002548,0.504,0.0422917734450839
89,power,static,RV,,4,0.5444675166339585,0.37088614132018666,-0.02911385867981336,-0.4,0.35555879461669,0.4,0.3971515426013742,0.023093963471002548,0.498,0.0710282472805691
89,power,static,RV,,5,0.5750078556182174,0.36452273565428356,-0.035477264345716505,-0.4,0.4359046756771402,0.4,0.443051018538707,0.023093963471002548,0.54,0.07707649118792151
90,power,static,RV,,1,0.5464325851160544,0.35586419027543603,-0.044135809724563935,-0.4,0.4105966372578306,0.4,0.411825277883447,0.023093963471002548,0.554,0.10091270761119189
90,power,static,RV,,2,0.4321225231812395,0.38019435991039485,-0.019805640089605184,-0.4,0.16153119787585937,0.4,0.20464083840109723,0.023093963471002548,0.364,0.09756263443962472
90,power,static,RV,,3,0.5505574333575772,0.3676954277201852,-0.03230457227981486,-0.4,0.3902784033002489,0.4,0.40785821008136053,0.023093963471002548,0.556,0.07567937601220792
90,power,static,RV,,4,0.5137887560400413,0.3819414930406519,-0.018058506959348138,-0.4,0.29909622065263136,0.4,0.34195436192356904,0.023093963471002548,0.44,0.05034000074939173
90,power,static,RV,,5,0.47623151801057984,0.38994833336969575,-0.01005166663030424,-0.4,0.2093698855987259,0.4,0.27130204882665865,0.023093963471002548,0.408,0.03421114073684126
