rep,setting,assumption,hypothesis,method,lag,source_t,pvalue,reject,stat,statistic
6,power,static,H0,RV,,4,0.05647840531561462,1,-0.4466946818906151,likelihood
6,power,static,H0,TWFE,,4,0.05143282032824266,1,-0.6080814422663472,likelihood
6,power,static,H0,RV,,5,0.03322259136212625,1,0.16391737773104748,likelihood
6,power,static,H0,TWFE,,5,0.05143282032824266,1,-0.6080814422663472,likelihood
7,power,static,H0,RV,,1,0.04983388704318937,1,0.6791434626265487,likelihood
7,power,static,H0,TWFE,,1,0.10928223094364092,0,-0.4021368865643658,likelihood
7,power,static,H0,RV,,2,0.053156146179401995,1,3.6788699315459326,likelihood
7,power,static,H0,TWFE,,2,0.10928223094364092,0,-0.4021368865643658,likelihood
7,power,static,H0,RV,,3,0.20930232558139536,0,0.16579120221288388,likelihood
7,power,static,H0,TWFE,,3,0.10928223094364092,0,-0.4021368865643658,likelihood
7,power,static,H0,RV,,4,0.0033222591362126247,1,4.88109349674353,likelihood
7,power,static,H0,TWFE,,4,0.10928223094364092,0,-0.4021368865643658,likelihood
7,power,static,H0,RV,,5,0.019933554817275746,1,3.386129652130074,likelihood
7,power,static,H0,TWFE,,5,0.10928223094364092,0,-0.4021368865643658,likelihood
8,power,static,H0,RV,,1,0.7009966777408638,0,-0.13910430297866014,likelihood
8,power,static,H0,TWFE,,1,0.014839580327590467,1,-0.8324731702184618,likelihood
8,power,static,H0,RV,,2,0.8704318936877077,0,-0.8642964614751604,likelihood
8,power,static,H0,TWFE,,2,0.014839580327590467,1,-0.8324731702184618,likelihood
8,power,static,H0,RV,,3,0.7906976744186046,0,-0.4250054995943822,likelihood
8,power,static,H0,TWFE,,3,0.014839580327590467,1,-0.8324731702184618,likelihood
8,power,static,H0,RV,,4,0.06312292358803986,1,0.7714549075505845,likelihood
8,power,static,H0,TWFE,,4,0.014839580327590467,1,-0.8324731702184618,likelihood
8,power,static,H0,RV,,5,0.8239202657807309,0,-1.2936054081159833,likelihood
8,power,static,H0,TWFE,,5,0.014839580327590467,1,-0.8324731702184618,likelihood
9,power,static,H0,RV,,1,0.009966777408637873,1,1.1841687554865683,likelihood
9,power,static,H0,TWFE,,1,0.36187351619572605,0,-0.23447542668216198,likelihood
9,power,static,H0,RV,,2,0.009966777408637873,1,3.252731366458504,likelihood
9,power,static,H0,TWFE,,2,0.36187351619572605,0,-0.23447542668216198,likelihood
9,power,static,H0,RV,,3,0.0033222591362126247,1,1.2134820406595672,likelihood
9,power,static,H0,TWFE,,3,0.36187351619572605,0,-0.23447542668216198,likelihood
