rep,method,rmse,l,n_terms,pvalue,reject,assumption,setting,n_perms,alpha
0,RC,0.7707886478977082,0,5,6.032889843235498e-07,1,lagged,power,500,0.1
0,Oracle,,0,5,1.4071296313922485e-09,1,lagged,power,500,0.1
0,DM,,0,5,0.2156735551483087,0,lagged,power,500,0.1
0,cDM,,0,5,0.508606635346103,0,lagged,power,500,0.1
0,SS,0.4474762547820791,0,5,0.001263133420839636,1,lagged,power,500,0.1
0,RC,0.6550396850679038,1,4,4.930083648091223e-05,1,lagged,power,500,0.1
0,Oracle,,1,4,4.599386982848955e-08,1,lagged,power,500,0.1
0,DM,,1,4,0.21402975553850928,0,lagged,power,500,0.1
0,cDM,,1,4,0.19167266605225833,0,lagged,power,500,0.1
0,SS,0.4865607218984249,1,4,0.010465491751181904,1,lagged,power,500,0.1
0,RC,0.6796229828152883,2,3,0.00740426967030149,1,lagged,power,500,0.1
0,Oracle,,2,3,2.5986395965253063e-05,1,lagged,power,500,0.1
0,DM,,2,3,0.11036751196315886,0,lagged,power,500,0.1
0,cDM,,2,3,0.26876843561529,0,lagged,power,500,0.1
0,SS,0.6626526851783846,2,3,0.09324523459490094,1,lagged,power,500,0.1
0,RC,0.3560003398773972,3,2,0.01966068626385924,1,lagged,power,500,0.1
0,Oracle,,3,2,0.000756057258723766,1,lagged,power,500,0.1
0,DM,,3,2,0.18138656013728482,0,lagged,power,500,0.1
0,cDM,,3,2,0.13284178298873264,0,lagged,power,500,0.1
0,SS,0.7394623593607486,3,2,0.714977497028245,0,lagged,power,500,0.1
0,RC,0.28784428861638894,4,1,0.007984031936127739,1,lagged,power,500,0.1
0,Oracle,,4,1,0.005988023952095805,1,lagged,power,500,0.1
0,DM,,4,1,0.2275449101796407,0,lagged,power,500,0.1
0,cDM,,4,1,0.5988023952095809,0,lagged,power,500,0.1
0,SS,1.2241815246494578,4,1,0.22554890219560883,0,lagged,power,500,0.1
1,RC,0.8972221646598083,0,5,0.01752011663387289,1,lagged,power,500,0.1
1,Oracle,,0,5,3.673845070213832e-09,1,lagged,power,500,0.1
1,DM,,0,5,0.8658723350841544,0,lagged,power,500,0.1
