rep,method,rmse,k,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
6,SS,0.732845920928083,2,-0.323955503650017,0.4091816367265469,0,lagged,power,500,0.1
6,RC,0.7648810938855258,3,-1.2323483855828214,0.24151696606786427,0,lagged,power,500,0.1
6,Oracle,,3,1.63644245963332,0.08383233532934131,1,lagged,power,500,0.1
6,DM,,3,-0.46788536553229837,0.8822355289421158,0,lagged,power,500,0.1
6,cDM,,3,0.050968138666923714,0.32934131736526945,0,lagged,power,500,0.1
6,SS,0.8560597589707901,3,1.4811180209288477,0.22954091816367264,0,lagged,power,500,0.1
6,RC,1.3298708026125519,4,-4.5873807971643235,0.49700598802395207,0,lagged,power,500,0.1
6,Oracle,,4,8.603792774481231,0.001996007984031936,1,lagged,power,500,0.1
6,DM,,4,-0.5726636751351836,0.9281437125748503,0,lagged,power,500,0.1
6,cDM,,4,0.1674067366807746,0.0658682634730539,1,lagged,power,500,0.1
6,SS,0.7790945374371768,4,3.701162385651666,0.029940119760479042,1,lagged,power,500,0.1
6,RC,1.0877210756474418,5,-4.990688936086214,0.5269461077844312,0,lagged,power,500,0.1
6,Oracle,,5,4.85362986611924,0.001996007984031936,1,lagged,power,500,0.1
6,DM,,5,-0.4531808521419391,0.8502994011976048,0,lagged,power,500,0.1
6,cDM,,5,0.08661035339335431,0.27345309381237526,0,lagged,power,500,0.1
6,SS,1.0602880911688608,5,-0.012163596709335067,0.405189620758483,0,lagged,power,500,0.1
7,RC,0.3803066518648224,1,-0.28054724837462824,0.8003992015968064,0,lagged,power,500,0.1
7,Oracle,,1,0.37294660396504015,0.003992015968063872,1,lagged,power,500,0.1
7,DM,,1,-0.5281166268510554,0.8982035928143712,0,lagged,power,500,0.1
7,cDM,,1,-0.36247452274997705,1.0,0,lagged,power,500,0.1
7,SS,0.777095931882283,1,1.2459583317576184,0.0658682634730539,1,lagged,power,500,0.1
7,RC,0.8175673268794618,2,-2.141772112532995,0.9441117764471058,0,lagged,power,500,0.1
7,Oracle,,2,2.6341171921903603,0.00998003992015968,1,lagged,power,500,0.1
7,DM,,2,0.9201388917827958,0.013972055888223553,1,lagged,power,500,0.1
