rep,method,rmse,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
0,RC,0.606883040357911,14.921260280171637,0.003992015968063872,1,lagged,power,500,0.1
0,Oracle,,17.845396891596742,0.001996007984031936,1,lagged,power,500,0.1
0,DM,,0.23398040656796368,0.13572854291417166,0,lagged,power,500,0.1
0,cDM,,0.027179596952736352,0.3033932135728543,0,lagged,power,500,0.1
0,SS,0.7647133482938308,0.8240168272006281,0.13373253493013973,0,lagged,power,500,0.1
1,RC,0.7983592888778043,11.405108588694878,0.001996007984031936,1,lagged,power,500,0.1
1,Oracle,,20.567959013001605,0.001996007984031936,1,lagged,power,500,0.1
1,DM,,-0.3028915027690356,0.9161676646706587,0,lagged,power,500,0.1
1,cDM,,-0.006087402069823939,0.5089820359281437,0,lagged,power,500,0.1
1,SS,0.8964663817007668,2.14410518277653,0.05788423153692615,1,lagged,power,500,0.1
2,RC,0.7443563779443895,-2.7451172746603936,0.11177644710578842,0,lagged,power,500,0.1
2,Oracle,,11.513661901805072,0.001996007984031936,1,lagged,power,500,0.1
2,DM,,-0.140621952345296,0.7624750499001997,0,lagged,power,500,0.1
2,cDM,,-0.03155140865616723,0.6986027944111777,0,lagged,power,500,0.1
2,SS,0.9579979654504366,1.8079970126580058,0.13572854291417166,0,lagged,power,500,0.1
3,RC,0.7261203448110367,3.4503724418116732,0.18762475049900199,0,lagged,power,500,0.1
3,Oracle,,12.019487584338611,0.001996007984031936,1,lagged,power,500,0.1
3,DM,,0.019394744479631732,0.42115768463073855,0,lagged,power,500,0.1
3,cDM,,-0.02323430586066021,0.6487025948103793,0,lagged,power,500,0.1
3,SS,1.163070400624079,-3.9580570806790787,0.47704590818363274,0,lagged,power,500,0.1
4,RC,0.6821555313410803,5.581102084250165,0.2155688622754491,0,lagged,power,500,0.1
4,Oracle,,17.68778077824809,0.001996007984031936,1,lagged,power,500,0.1
4,DM,,0.29112980395421956,0.07984031936127745,1,lagged,power,500,0.1
4,cDM,,0.034642220692154065,0.22554890219560877,0,lagged,power,500,0.1
4,SS,0.7963599282215507,1.8255617175076266,0.011976047904191617,1,lagged,power,500,0.1
5,RC,0.7483082906001658,8.018701985161062,0.005988023952095809,1,lagged,power,500,0.1
5,Oracle,,18.341140966400097,0.001996007984031936,1,lagged,power,500,0.1
5,DM,,-0.09019656389924217,0.6287425149700598,0,lagged,power,500,0.1
5,cDM,,0.027423152721035533,0.2694610778443114,0,lagged,power,500,0.1
5,SS,1.2990826254938939,-7.01800130751347,0.9940119760479041,0,lagged,power,500,0.1
6,RC,0.9301878347880614,-11.70775582101796,0.2994011976047904,0,lagged,power,500,0.1
6,Oracle,,16.423287511271766,0.001996007984031936,1,lagged,power,500,0.1
6,DM,,-0.3358174697755198,0.9321357285429142,0,lagged,power,500,0.1
6,cDM,,0.04562537242263665,0.18163672654690619,0,lagged,power,500,0.1
6,SS,0.8830923344572014,5.973489726022331,0.05788423153692615,1,lagged,power,500,0.1
7,RC,0.8214087850342701,0.22450884484843928,0.3932135728542914,0,lagged,power,500,0.1
7,Oracle,,17.93924761406399,0.001996007984031936,1,lagged,power,500,0.1
7,DM,,0.21174920783533205,0.1497005988023952,0,lagged,power,500,0.1
7,cDM,,0.042597116886310474,0.18762475049900199,0,lagged,power,500,0.1
7,SS,0.8875556093415591,13.096250354231165,0.013972055888223553,1,lagged,power,500,0.1
8,RC,0.5684447464364993,5.7755833893233355,0.11976047904191617,0,lagged,power,500,0.1
8,Oracle,,11.146602072074604,0.001996007984031936,1,lagged,power,500,0.1
8,DM,,-0.016457953986985845,0.5409181636726547,0,lagged,power,500,0.1
8,cDM,,-0.012341005459673432,0.6007984031936128,0,lagged,power,500,0.1
8,SS,0.8351814312852821,-2.994064706711807,0.8922155688622755,0,lagged,power,500,0.1
9,RC,0.8089600741437855,7.856019364773952,0.027944111776447105,1,lagged,power,500,0.1
9,Oracle,,22.37254240445693,0.001996007984031936,1,lagged,power,500,0.1
9,DM,,0.4181551664060084,0.033932135728542916,1,lagged,power,500,0.1
9,cDM,,0.12879804972238193,0.003992015968063872,1,lagged,power,500,0.1
9,SS,0.7426082148704741,11.136306710478939,0.001996007984031936,1,lagged,power,500,0.1
10,RC,0.7040020888400523,12.875546939876674,0.001996007984031936,1,lagged,power,500,0.1
10,Oracle,,23.028113367250008,0.001996007984031936,1,lagged,power,500,0.1
10,DM,,0.159270172415137,0.23353293413173654,0,lagged,power,500,0.1
10,cDM,,0.060152800849432524,0.1317365269461078,0,lagged,power,500,0.1
10,SS,0.7898888843988765,8.65835203648252,0.005988023952095809,1,lagged,power,500,0.1
11,RC,0.547541241300103,14.232401728479726,0.03792415169660679,1,lagged,power,500,0.1
11,Oracle,,14.908099911352284,0.001996007984031936,1,lagged,power,500,0.1
11,DM,,-0.12682367552185453,0.718562874251497,0,lagged,power,500,0.1
11,cDM,,-0.01979695233302086,0.6826347305389222,0,lagged,power,500,0.1
11,SS,0.8413567714251893,0.8121469024532587,0.06387225548902195,1,lagged,power,500,0.1
12,RC,0.7509341561598113,8.505275204691618,0.0499001996007984,1,lagged,power,500,0.1
12,Oracle,,23.609286215843333,0.001996007984031936,1,lagged,power,500,0.1
12,DM,,-0.070904764382597,0.626746506986028,0,lagged,power,500,0.1
12,cDM,,0.059553061462543445,0.1277445109780439,0,lagged,power,500,0.1
12,SS,0.7826837405264001,5.030738831275032,0.21956087824351297,0,lagged,power,500,0.1
13,RC,0.6178170042504957,14.643871787600494,0.001996007984031936,1,lagged,power,500,0.1
13,Oracle,,19.52127535083789,0.001996007984031936,1,lagged,power,500,0.1
13,DM,,0.23987944033307146,0.1217564870259481,0,lagged,power,500,0.1
13,cDM,,0.06569664852946241,0.08782435129740519,1,lagged,power,500,0.1
13,SS,0.9067935668732839,-0.1885912129241472,0.08383233532934131,1,lagged,power,500,0.1
14,RC,0.6470736568756176,7.476838426522491,0.07385229540918163,1,lagged,power,500,0.1
14,Oracle,,15.430817479665658,0.001996007984031936,1,lagged,power,500,0.1
14,DM,,-0.10535447739798055,0.6666666666666666,0,lagged,power,500,0.1
14,cDM,,-0.014232113195778369,0.590818363273453,0,lagged,power,500,0.1
14,SS,0.9718441949934928,-2.805740457924271,0.36926147704590817,0,lagged,power,500,0.1
15,RC,0.5383139675371102,5.995117953827627,0.017964071856287425,1,lagged,power,500,0.1
15,Oracle,,17.12247678226107,0.001996007984031936,1,lagged,power,500,0.1
15,DM,,0.11818304570304829,0.3153692614770459,0,lagged,power,500,0.1
15,cDM,,0.05615422319176443,0.16966067864271456,0,lagged,power,500,0.1
15,SS,0.7360574859511314,-0.07751464816338398,0.4111776447105788,0,lagged,power,500,0.1
16,RC,0.7450967549359331,5.298292812736529,0.027944111776447105,1,lagged,power,500,0.1
16,Oracle,,21.509994774126916,0.001996007984031936,1,lagged,power,500,0.1
16,DM,,0.053982071219588056,0.43313373253493015,0,lagged,power,500,0.1
16,cDM,,0.07809733429554282,0.06786427145708583,1,lagged,power,500,0.1
16,SS,0.793222899608125,3.816479234570463,0.00998003992015968,1,lagged,power,500,0.1
17,RC,0.5945827816762348,25.518384054243,0.001996007984031936,1,lagged,power,500,0.1
17,Oracle,,24.750231612373245,0.001996007984031936,1,lagged,power,500,0.1
17,DM,,0.39334034040913646,0.031936127744510975,1,lagged,power,500,0.1
17,cDM,,0.07022736291910088,0.08383233532934131,1,lagged,power,500,0.1
17,SS,0.7521613004233959,9.886994510522445,0.001996007984031936,1,lagged,power,500,0.1
18,RC,0.6963988799794277,11.103917929217344,0.005988023952095809,1,lagged,power,500,0.1
18,Oracle,,22.68057845610633,0.001996007984031936,1,lagged,power,500,0.1
18,DM,,0.03659437033586694,0.42115768463073855,0,lagged,power,500,0.1
18,cDM,,0.04918797605787821,0.16167664670658682,0,lagged,power,500,0.1
18,SS,0.8037158364419412,-3.948744565028361,0.7964071856287425,0,lagged,power,500,0.1
19,RC,0.5764894184009245,6.953858053758905,0.001996007984031936,1,lagged,power,500,0.1
19,Oracle,,16.68103165465023,0.001996007984031936,1,lagged,power,500,0.1
19,DM,,0.21574720119728794,0.1656686626746507,0,lagged,power,500,0.1
19,cDM,,-0.018302536180056204,0.6147704590818364,0,lagged,power,500,0.1
19,SS,0.848826022151933,5.250133075006201,0.01996007984031936,1,lagged,power,500,0.1
20,RC,0.8212265701101882,2.921876619340135,0.12375249500998003,0,lagged,power,500,0.1
20,Oracle,,22.374535548256627,0.001996007984031936,1,lagged,power,500,0.1
20,DM,,0.04497824891566797,0.437125748502994,0,lagged,power,500,0.1
20,cDM,,-0.05874852810970797,0.9021956087824351,0,lagged,power,500,0.1
20,SS,1.3225417542597677,-5.961045325542378,0.9700598802395209,0,lagged,power,500,0.1
21,RC,0.594773801594846,4.720399057434307,0.017964071856287425,1,lagged,power,500,0.1
21,Oracle,,20.886809125578793,0.001996007984031936,1,lagged,power,500,0.1
21,DM,,0.3454673329704216,0.04590818363273453,1,lagged,power,500,0.1
