rep,N,assumption,option,experiment,dgp_name,mu_rmse,mu_nmse,mu_mse,mu_variance,moment_rmse,moment_nmse,moment_mse,moment_variance,tau_rmse,tau_nmse,tau_mse,tau_variance,mu_config,moment_config
5,800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.04753394296778185,0.011265329962426596,0.002259475734064338,0.20056897947955338,0.019338879199571783,0.06429315088547424,0.0003739922486956301,0.005816984290625678,0.6292252947267564,0.07505215650897167,0.3959244715239734,5.275324386936769,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6,800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.04721783108854648,0.011029991693604243,0.0022295235727065065,0.20213284240270998,0.014314041338421813,0.03490887120543554,0.00020489177943804854,0.005869332704351253,0.2658981374239882,0.013443103636632637,0.07070181948554613,5.259337530723391,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
7,800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.042492269295402375,0.008992298724098426,0.0018055929498729953,0.20079325712725646,0.014278575199545914,0.035011444015343736,0.00020387770972908766,0.005823173406950551,0.20669395587515438,0.008101248181824757,0.04272239139532026,5.27355667132485,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
8,800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.041089762004282514,0.008375932648896267,0.001688368541568579,0.20157379629730696,0.018556090064495132,0.05871964734511653,0.00034432847848165493,0.005863939823376533,0.4987772145557666,0.047300964962957756,0.24877870976000926,5.259484874247965,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
9,800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.0419963542163124,0.00880079883971837,0.0017636937674619802,0.20040155440235236,0.014477416454910514,0.03584344665768862,0.0002095955872089137,0.005847528816371634,0.4604247955142081,0.0402878030315933,0.21199099232430035,5.2619149313766025,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
10,800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.03873254758775021,0.007398260710443163,0.0015002102426373344,0.20277877481658393,0.01477763400503618,0.03725539971274632,0.00021837846678680162,0.005861659476762694,0.23716977391053223,0.010683860835843452,0.05624950165677298,5.264904000626875,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
11,800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.046632557090742814,0.010909724269630069,0.002174595380821388,0.19932633741027855,0.01363335417947202,0.032028218538751874,0.0001858683461829272,0.005803268325961985,0.15320365227647617,0.004448316589109492,0.023471359070851426,5.276458768315804,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12,800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.059421609358815214,0.01752507493052163,0.0035309276587916355,0.2014786055289373,0.01913068164407344,0.06271352511675275,0.00036598298016688846,0.00583579027786341,0.566684814480391,0.06092625584967441,0.32113167896267514,5.27082576278797,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
13,800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.04561655729220416,0.01034333492478828,0.002080870299192944,0.20117982394692085,0.018356349521534518,0.05783403742413615,0.0003369555677567405,0.005826250124742584,0.2978965624693016,0.016827309103746833,0.0887423619310265,5.273710810438894,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
14,800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.04117337441103053,0.008478752920979993,0.0016952467603909033,0.19994057807677723,0.018611825810423022,0.05981929905918093,0.00034640005999752856,0.00579077430604503,0.2980182225894439,0.016807959151473314,0.08881486099537131,5.2840954808952025,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
15,800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.03558079327544942,0.00628516551354056,0.0012659928501102668,0.20142553881562106,0.012386708123792287,0.02632379204002499,0.00015343053814402186,0.00582858799031434,0.16796773407239357,0.005349837080277814,0.028213159689414326,5.2736483870550375,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
16,800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.05414099713865432,0.014558826081419084,0.0029312475711677755,0.2013381817170564,0.018144159072227686,0.05677081476571745,0.00032921050843830223,0.005798939292960521,0.3718948497451085,0.026165125315109145,0.13830577926693682,5.285882547907067,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
17,800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.046787034834910236,0.01090732857401737,0.002189026628643104,0.20069319575259162,0.01681657468255189,0.0485481836691164,0.00028279718405384524,0.005825082684478364,0.2086253184928352,0.008255196948432696,0.04352452351623692,5.272378574141752,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
18,800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.03506058918267604,0.006061390015171795,0.0012292449138363798,0.20279917820162574,0.015475038411695702,0.040603407053098554,0.00023947681384345744,0.005897948749233898,0.20860850253244165,0.00828888277152292,0.04351750732882771,5.250105295050786,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
19,800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.03991570597701914,0.007908691720846952,0.0015932635836438415,0.20145728773876356,0.015566297447184085,0.041460690363023085,0.00024230961621420975,0.005844321792343205,0.535026502934823,0.05434657805413305,0.2862533588426662,5.267182757257274,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
0,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.028829679388905505,0.004123611277311534,0.0008311504136670829,0.20155886619093907,0.010303337313707014,0.018103375890695605,0.00010615875980002728,0.0058640311310438255,0.12287774670449053,0.002870852976186216,0.015098940635172933,5.259391811569228,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
1,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.032714890835403056,0.005312666136307834,0.001070264082372339,0.2014551742783041,0.010129924233479682,0.017487180143570178,0.00010261536497603893,0.00586803384728494,0.13085244200839277,0.0032568370633538064,0.01712236157955979,5.257358979428841,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
2,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.03660470126563738,0.006675319523844425,0.0013399041547465546,0.20072509637334662,0.010536254510213235,0.01901444931957523,0.00011101265910398871,0.005838331536096711,0.1391274068638805,0.003675075941044036,0.019356435340667742,5.266948398124491,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
3,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.031606643645184875,0.004963305178052183,0.0009989799225137055,0.20127312076863843,0.011975845376904935,0.024548339757348527,0.0001434208724915353,0.0058423858358324365,0.127223197136557,0.003072871106296769,0.01618574188964724,5.267302574611819,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
4,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.04297156787861437,0.009175767620080145,0.0018465556459463625,0.2012426341209188,0.01483831227513935,0.03792673009429088,0.0002201755111745511,0.005805285892750722,0.40982538775208954,0.03179305144803582,0.16795684844615053,5.282816238028229,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
5,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.037631372554054285,0.007066713400177902,0.0014161202003020303,0.20039304272144107,0.011040146930459684,0.020953888699537796,0.00012188484424613839,0.005816812620982707,0.1468768282046375,0.00408983511870489,0.021572802663454592,5.274736520499623,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.03142029071195244,0.004886352795553737,0.0009872346684236045,0.20203917108112288,0.011900654359353433,0.024262626877163296,0.00014162557418079786,0.005837190461602493,0.2642776477688808,0.01324700890165361,0.06984267511025263,5.2723354856003946,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
7,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.03469311318231255,0.005985737699102601,0.0012036121022807487,0.20107999427726306,0.01340552740276456,0.030785750622393648,0.00017970816494627153,0.0058373812985918,0.1350843331383364,0.0034634499941307516,0.01824777705942905,5.268670571352896,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
8,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.0315420564904076,0.004944984012328745,0.0009949013276440645,0.20119404333029076,0.011792742937251308,0.02374054966796109,0.00013906878598409061,0.005857858723960803,0.22985438797208033,0.010043187502960564,0.05283303967001963,5.26058481477572,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
9,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.03630123982187688,0.006545204764546582,0.0013177800126054197,0.20133518507219822,0.013016164513040456,0.028985225823993502,0.0001694205386305337,0.005845065332914885,0.21288806088532197,0.008605722072307477,0.04532132646751255,5.266417633141202,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
10,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02993296544569584,0.00446709921585828,0.0008959824203732212,0.20057365576132002,0.01186369355638377,0.02422723845941541,0.0001407472247997818,0.00580946214879407,0.3683823086187263,0.025708990458217392,0.1357055253032625,5.27852408377579,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
11,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02923085850775179,0.004245871931414515,0.0008544430891002052,0.20124090007951484,0.010172547055694226,0.017645575199643937,0.00010348071360031327,0.00586440013598431,0.1138913773815354,0.002466926264858671,0.012971245841863314,5.258059807720452,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.03241694009087747,0.005228675099079076,0.001050858004855539,0.2009797864550096,0.011386384793067424,0.02217301116705094,0.00012964975865579706,0.005847187722002161,0.155357216607082,0.004584897723773548,0.024135864751899792,5.264210066617373,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
13,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.029194747177336073,0.004238891761597636,0.0008523332627485726,0.20107455219081333,0.009760485116113946,0.01624516101809467,9.526706970188187e-05,0.005864335207005253,0.10743169188888296,0.002195270666999026,0.011541568422107882,5.257469429901968,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
14,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.031602341904363215,0.004962747358429946,0.0009987080138402712,0.2012409541952243,0.011382169663441046,0.022234934436523655,0.00012955378624735766,0.005826587283952113,0.3256775480095295,0.02011185566963284,0.1060658652774994,5.273798053237308,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
15,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.0359740718469663,0.0064274707833165265,0.0012941338452506933,0.20134418169738144,0.012818656617420435,0.028125500061429623,0.00016431795747533673,0.0058423123896978076,0.15987079699566153,0.004852053991307491,0.025558671732028023,5.26759837747409,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
16,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.03334473824223479,0.005533580723366351,0.0011118715684431551,0.20093166143725263,0.012902687753191526,0.028588647451778765,0.0001664793512563586,0.005823267838646924,0.18918935847568238,0.006786570128002597,0.035792613360440255,5.274035733124389,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
17,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.04358940001061311,0.009358829250547308,0.0019000357932852383,0.20302067090006193,0.011122068128287553,0.020974591891700905,0.0001237003994502698,0.0058976308139380195,0.18549210389538404,0.006552464149564979,0.03440732060753595,5.251050570008882,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
18,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.04158449453709733,0.008594412337646799,0.001729270185905878,0.2012086595299851,0.012156578578487535,0.02532527002470287,0.00014778240273494202,0.005835373229615777,0.1641615853568438,0.005113675769744787,0.026949026106872314,5.26999116101905,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
19,1600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.029900184950648986,0.0044196737987228975,0.0008940210600830161,0.2022821368267837,0.010735496012782052,0.019676299699288448,0.00011525087464045932,0.005857344948076143,0.3465900870118607,0.022816382566143684,0.1201246884148892,5.264843717738912,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
0,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.028456924875895264,0.004034456061152239,0.0008097965733923466,0.20072013701918195,0.007599204010878953,0.00989929954375014,5.7747901598958775e-05,0.005833534114584657,0.07869509513857977,0.0011753643458234607,0.006192917998870121,5.268934710224991,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
1,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.03023766348711538,0.004540510892909201,0.0009143162931600306,0.2013685936945763,0.009629735129943199,0.015877215513493265,9.273179867286216e-05,0.005840558037021918,0.15617848801540463,0.004629796632687994,0.024391720118777886,5.268421499675332,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
2,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.031017117548771744,0.004777940684325572,0.000962061581034324,0.20135486072283112,0.009235238706888433,0.014554636230553804,8.528963397321034e-05,0.005859963287448309,0.125411153165734,0.0029899281480825963,0.015727957338359192,5.260312810006934,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
3,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.031019840332724914,0.004763064885521751,0.0009622304942677472,0.20201918667802135,0.009888685732010372,0.016667425612140224,9.778610550646549e-05,0.005866899170993751,0.23578408790974215,0.01056939197481138,0.05559413611142901,5.25991809594337,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
4,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.026018297769758694,0.003361309439226687,0.0006769518188358303,0.2013952690388338,0.007307801446776507,0.009140513670130058,5.340396198550881e-05,0.0058425558904884765,0.10731243303462018,0.0021861506260822815,0.01151595828380984,5.26768748064133,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
5,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.028616334118679965,0.004077755313040291,0.0008188945783919272,0.2008199402679157,0.010865126172638724,0.02021608666091504,0.00011805096674735901,0.005839456900211749,0.21821190138693605,0.009040809754737504,0.04761643390690191,5.266832861066485,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02993521025530419,0.00444370871332927,0.0008961168130292692,0.2016596655719789,0.009423434211265649,0.015176701991218214,8.880111233405183e-05,0.00585114686876209,0.11966472189099497,0.002719730166763355,0.01431964566524917,5.265097927817752,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
7,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.026520589313923655,0.003496219961592162,0.0007033416575578015,0.2011720272993073,0.00827306511543649,0.01171574664219995,6.844360640425218e-05,0.005842018310443766,0.08992118597495145,0.0015351621509040896,0.008085819687141806,5.267078583444683,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
8,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.030280891873508034,0.004544394611737964,0.000916932412655085,0.2017721811144416,0.009109294811659785,0.014199791331735023,8.297925196573188e-05,0.005843695166159384,0.1258994584435608,0.0030085063519705536,0.015850673636381887,5.268618969675697,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
9,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.027090358186748147,0.003632907935745305,0.0007338875066863124,0.20201103899863967,0.009542874082166843,0.015500462684569245,9.106644574809166e-05,0.005875079189652098,0.2880579295920929,0.015785594646435197,0.08297737080088317,5.256524867095941,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
10,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.029662095702470453,0.004358341453742366,0.0008798399214625161,0.20187494045631194,0.009677115383176664,0.01598871634578254,9.364656213931443e-05,0.005857040685071398,0.23324763369873913,0.010336263985279516,0.05440445862606119,5.263454832765668,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
11,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02886176041123561,0.004130121334817281,0.0008330012140355673,0.20168928380222023,0.008058364102234811,0.011091590211739633,6.493723200418665e-05,0.005854636780166595,0.11414529442620677,0.0024752549246675574,0.013029148239645431,5.2637601524599855,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.03216266531188361,0.005128406849340151,0.0010344370399642414,0.20170728851150682,0.009333545019961241,0.014865997316816213,8.711506263964329e-05,0.005860021415522517,0.1399512443198924,0.003722509754970815,0.01958635078668621,5.26159824310246,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
13,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.03025032111806579,0.00455212759609536,0.0009150819277460971,0.20102290817397542,0.008239047329216214,0.011598877567853896,6.788190089306484e-05,0.005852454299646928,0.20532021949965057,0.008011195269372967,0.04215639253538469,5.262185119435274,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
14,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.027025342036327914,0.0036088320118735076,0.0007303691121805126,0.20238379336514062,0.010382240138433066,0.01832416639115558,0.00010779091029209064,0.005882445508905522,0.14096722044617943,0.0037815762803360543,0.01987175724032175,5.254887318723033,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
15,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02762785714759379,0.0038051939592236438,0.0007632984905678493,0.200593845871547,0.008563050737272806,0.012590800421153266,7.332583792910836e-05,0.005823763023510146,0.13020878463791716,0.0032155771617706297,0.01695432759688349,5.272561267834026,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
