N,assumption,option,experiment,dgp_name,rmse,nmse,mse,variance,moment_config
6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.006589316251103549,0.007417418281904988,4.3419088657057335e-05,0.005853665926186135,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.006753768197217844,0.0077923229672092415,4.561338486175117e-05,0.005853631202620346,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.007158087399208335,0.008754713704143753,5.123821521470515e-05,0.005852643152734194,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.006186471722707203,0.006548903931566244,3.827243237585583e-05,0.005844097390309793,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.007969270196670366,0.010849448118536052,6.350926746753855e-05,0.005853686452404368,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.007446126078108894,0.009482117425657468,5.544479357109334e-05,0.005847300880398971,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.0070752876681583745,0.008559424759232602,5.0059695587193974e-05,0.005848488303281971,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.006917284025920019,0.008174209447933895,4.7848818295248266e-05,0.005853632525570101,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.006322170078054887,0.00683398284484973,3.9969834495852536e-05,0.0058486881520305335,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.0055914584843303255,0.005350882837990972,3.126440798198958e-05,0.005842850409658386,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.006971171738630329,0.008314972052820103,4.85972354094782e-05,0.005844545850637704,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.00727167118349303,0.009079650011768768,5.287720180084293e-05,0.005823704849009059,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.004639002482617223,0.0036856375089366748,2.152034403372876e-05,0.005838974663554878,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.006730717328149616,0.007748547217679308,4.5302555751453505e-05,0.005846587041257217,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.007949968292128773,0.010815351120673998,6.320199584585286e-05,0.00584373037367595,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.005916182383032538,0.005995129887439044,3.500121398930456e-05,0.005838274507219413,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.00460751277395326,0.003629992850209617,2.1229173962142468e-05,0.005848268808826048,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.00481335327954304,0.0039593323986733655,2.3168369793687736e-05,0.005851584929179134,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.005608697989050984,0.005392375146137275,3.1457493132384544e-05,0.005833698932263368,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.004423069575362987,0.0033400087357690227,1.956354446850172e-05,0.005857333323410394,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.004365956670868413,0.0032659008422067618,1.9061577651900396e-05,0.005836545128853493,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.005128363275258764,0.004490759798981789,2.63001098830228e-05,0.0058564944597985285,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.005510263471777649,0.005194122639058424,3.0363003528407066e-05,0.005845646250260889,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.004482481094380001,0.0034427232782781336,2.0092636761474136e-05,0.005836262498426362,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.004350635451679803,0.0032350332560415296,1.8928028833413124e-05,0.005850953401503498,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.005101231998424862,0.004447219451466236,2.6022567901753712e-05,0.0058514242856115735,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.0047233630284990846,0.0038129716490862306,2.2310158298992046e-05,0.005851120950332432,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.005875910270110483,0.005895124265030899,3.4526321502389857e-05,0.005856758899417176,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.004696340211010348,0.003772851244386281,2.205561137755272e-05,0.0058458735711803675,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.004580881468522615,0.0035925234055294913,2.0984475028653912e-05,0.005841151931357027,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.004810701259043329,0.0039543809300122,2.3142846603761074e-05,0.005852457568798177,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.003981716289592608,0.0027109580013176017,1.585406461080713e-05,0.005848140990418004,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.006244979461931526,0.006686596498754124,3.899976847994657e-05,0.00583252907323078,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.004871933461138925,0.00405916614270485,2.3735735649765102e-05,0.005847441276189954,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.0053305020650956094,0.004856459959246781,2.841425226598856e-05,0.005850815718533281,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.004833888875686559,0.00399664919464946,2.3366481662486263e-05,0.0058465180516139095,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.004603761855227373,0.003627194159598436,2.1194623219646585e-05,0.005843255774869528,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.0037851588665833167,0.0024523064861277097,1.4327427645274297e-05,0.005842429454198394,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.003912109795708646,0.002617552870621998,1.5304603053679545e-05,0.005846912673837521,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.003784006213226636,0.002447531852695054,1.4318703021737785e-05,0.0058502621757388,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.0036448443045310436,0.0022711237200470085,1.3284890004272387e-05,0.00584947877872431,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.00402782498446332,0.0027763069570397873,1.6223374105466942e-05,0.005843508789375715,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.0034261091546344555,0.002007252028290764,1.1738223939470022e-05,0.005847907374872839,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.004040314675226168,0.0027936283288450365,1.6324142674847934e-05,0.005843348059688665,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.0031285027107216634,0.0016729197488006197,9.787529210992795e-06,0.00585056708070417,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.004403209051122259,0.0033160715906845268,1.938824994788499e-05,0.005846752525593915,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.003830709003375065,0.002505680524824433,1.4674331468538781e-05,0.005856425559107131,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.003272701472476842,0.0018322476829977093,1.0710574927952091e-05,0.005845593380928009,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.0037878973518161692,0.0024474935523804238,1.4348166347895947e-05,0.005862391888199652,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.003823437088482478,0.002501111882000654,1.461867116958337e-05,0.005844868946002452,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.0035030461266057156,0.0021019271698425462,1.2271332165127306e-05,0.0058381338522050415,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.003373160793565051,0.0019432606002162806,1.1378213739244404e-05,0.0058552176367791505,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.004053977092818248,0.0028138934712482254,1.6434730269095092e-05,0.005840565905220552,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.004451111130505079,0.0033898385160031083,1.98123902961062e-05,0.005844641331017325,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.004119750623715104,0.002900585472118473,1.6972345201600987e-05,0.005851351516700887,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.003605670584827888,0.0022241797810389884,1.3000860366293083e-05,0.00584523808602376,"{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
