rep,setting,assumption,method,stage,target,time,time_s,time_t,rmse,relative_rmse,bias,mae,corr,mean_est,mean_true,sd_est,sd_true
82,power,lagged,RC,moment,offdiag_t3_s2,,2.0,3.0,0.16265727250146192,0.6149206487090118,-0.10707505051247602,0.10945844177914317,0.8432828113702329,0.09505810532752397,0.20213315584,0.06274829069299313,0.1706214961545104
82,power,lagged,RC,moment,offdiag_t4_s1,,1.0,4.0,0.0762256738273152,0.7547504168453001,-0.04443813397812579,0.05702842445643112,0.4868643772521107,0.03236180212427421,0.0767999361024,0.008403486182187031,0.06558709962499108
82,power,lagged,RC,moment,offdiag_t4_s2,,2.0,4.0,0.19756251472072947,0.6474329824738844,-0.12495190095968005,0.1294007396637957,0.7944928422829941,0.10441454875551995,0.2293664497152,0.06781282691609614,0.20126099863498476
82,power,lagged,RC,moment,offdiag_t4_s3,,3.0,4.0,0.2763752657969602,0.524093399426796,-0.18204945759249544,0.19506263603295632,0.9703921512335925,0.21048346887150454,0.39253292646399995,0.1519623878181783,0.35214355098631855
82,power,lagged,RC,moment,offdiag_t5_s1,,1.0,5.0,0.07857686451389573,0.7601713704163514,-0.050249276018445255,0.05288847800042546,0.549923849388362,0.027483989594354753,0.07773326561280001,0.017197894611756498,0.06813471056435913
82,power,lagged,RC,moment,offdiag_t5_s2,,2.0,5.0,0.21954759541044916,0.6982744832090919,-0.1297967218436779,0.13874400233365525,0.6207665227207018,0.10353637829072211,0.2333331001344,0.06713397477004958,0.21074182735199112
82,power,lagged,RC,moment,offdiag_t5_s3,,3.0,5.0,0.28550072221479317,0.5211900216521073,-0.17819085282295832,0.18807362492458554,0.9641731708516799,0.22367536874504163,0.401866221568,0.1588994984802426,0.3722543546362211
82,power,lagged,RC,moment,offdiag_t5_s4,,4.0,5.0,0.39862274001028375,0.542360934633962,-0.25851447090881746,0.26731518981138014,0.952035880608923,0.2761515606047825,0.5346660315135999,0.21885257843945924,0.5043046979633511
82,power,lagged,RC,moment_raw,offdiag_raw_all,,,,4.312916802399879,11.467520418684332,-0.07975439900760016,0.45794991833590765,0.1166198435248428,0.14771536690599985,0.2274697659136,4.336835975970967,0.2995122023700268
83,power,lagged,RC,mu,all_periods,,,,0.6218878579433184,0.09867096625031137,0.013190388466886253,0.2193031904122765,0.9834528834107822,5.306064550665505,5.292874162198619,3.4129710857071656,3.421810886459691
83,power,lagged,RC,mu,period_1,1.0,,,0.5037351481059666,0.07584068041749613,0.011723711406126668,0.17084772165151885,0.9899337492837408,5.6208957114552005,5.609172000049074,3.509321820774787,3.557188457299274
83,power,lagged,RC,mu,period_2,2.0,,,0.23751291289807555,0.042232291505743445,0.0049877547535908265,0.1558407638036922,0.9806668538184048,5.49662761798523,5.491639863231639,1.1973595511008652,1.2127941152120933
83,power,lagged,RC,mu,period_3,3.0,,,0.27995969360109413,0.05218718001735713,0.03733857338307582,0.18499641408360912,0.9293786066872959,5.363124936070381,5.325786362687306,0.741468179882605,0.6435696549739367
