rep,setting,assumption,method,lag,source_t,tau_rmse,tau_bias,mean_tau_hat,mean_tau_true,mean_abs_tau_hat,mean_abs_tau_true,tau_hat_sd,tau_true_sd,sign_alignment,cosine_alignment,n_time_comparisons,treated_count_min,control_count_min,eligible_count_min,treated_count_mean,control_count_mean,eligible_count_mean
2,power,lagged,RC,0,,0.6758341090970568,0.5288235596431751,-0.07117644035682495,-0.6,0.29840137750625223,0.6,0.3682871015091413,0.2309396347100255,0.566,0.20170044174848178,5,50,50,150,90.0,250.0,340.0
2,power,lagged,RC,1,,1.3363949116580771,0.8679909707393394,-0.1320090292606606,-1.0,0.7956001771605343,1.0,0.9125524209327521,0.5196141780975573,0.586,0.16082492068938128,4,50,50,150,87.5,200.0,287.5
2,power,lagged,RC,2,,1.8576439249613017,1.184178307246873,-0.21582169275312685,-1.4,1.1801997532928439,1.4,1.2246650203963163,0.8082887214850891,0.586,0.17631235239790724,3,50,50,150,83.33333333333333,150.0,233.33333333333334
2,power,lagged,RC,3,,2.365086950650456,1.5424205267635136,-0.2575794732364864,-1.8,1.3960326358793296,1.8026311999999998,1.495582405915878,1.096963264872621,0.584,0.18018321450436525,2,50,50,150,75.0,100.0,175.0
2,power,lagged,RC,4,,2.8667369695705367,1.8777375439624402,-0.32226245603756015,-2.2,1.6867103561331491,2.2083328,1.7414643446206377,1.3856378082601528,0.584,0.18224535697908759,1,50,50,100,50.0,50.0,100.0
3,power,lagged,RC,0,,0.7187441508152189,0.5256004106124121,-0.07439958938758778,-0.6,0.3981472221810349,0.6,0.44440997034939395,0.2309396347100255,0.58,0.17220974478252643,5,50,50,150,90.0,250.0,340.0
3,power,lagged,RC,1,,1.176893282166404,0.8932887883129077,-0.10671121168709226,-1.0,0.573562231036725,1.0,0.6138694793463421,0.5196141780975573,0.564,0.19449997137516323,4,50,50,150,87.5,200.0,287.5
3,power,lagged,RC,2,,1.8764717073848176,1.212780235199604,-0.18721976480039593,-1.4,1.2421050628323582,1.4,1.2865203519939545,0.8082887214850891,0.564,0.1861307071200384,3,50,50,150,83.33333333333333,150.0,233.33333333333334
3,power,lagged,RC,3,,2.2696157531436003,1.5941226421595762,-0.2058773578404241,-1.8,1.243349681280073,1.8026311999999998,1.325380022734273,1.096963264872621,0.574,0.19297392431739116,2,50,50,150,75.0,100.0,175.0
3,power,lagged,RC,4,,2.9827027070524497,1.8809401323792885,-0.31905986762071176,-2.2,1.8751963973711165,2.2083328,2.0138657884767017,1.3856378082601528,0.578,0.19060518173490462,1,50,50,100,50.0,50.0,100.0
4,power,lagged,RC,0,,0.6626887548326235,0.5548084325900019,-0.045191567409998114,-0.6,0.2700244997253136,0.6,0.30362758725466277,0.2309396347100255,0.574,0.17331341477770532,5,50,50,150,90.0,250.0,340.0
4,power,lagged,RC,1,,1.2745769761689263,0.830290498320438,-0.16970950167956203,-1.0,0.8123300352101501,1.0,0.8883056895755775,0.5196141780975573,0.574,0.2273117150361185,4,50,50,150,87.5,200.0,287.5
4,power,lagged,RC,2,,1.7586855885698982,1.2066259597527942,-0.19337404024720584,-1.4,1.0454019940551094,1.4,1.1145383887970548,0.8082887214850891,0.574,0.21872460599873403,3,50,50,150,83.33333333333333,150.0,233.33333333333334
4,power,lagged,RC,3,,2.275820896928328,1.5523150028022723,-0.24768499719772746,-1.8,1.3199945653121161,1.8026311999999998,1.4052463864411617,1.096963264872621,0.576,0.21610971882150312,2,50,50,150,75.0,100.0,175.0
4,power,lagged,RC,4,,2.721105545736871,1.8961402969986902,-0.30385970300130993,-2.2,1.423495724141366,2.2083328,1.5848748538569868,1.3856378082601528,0.58,0.23353967819709728,1,50,50,100,50.0,50.0,100.0
5,power,lagged,RC,0,,0.6525539549798871,0.5545358974105561,-0.045464102589443965,-0.6,0.22983084953309837,0.6,0.26717564868738536,0.2309396347100255,0.572,0.1749213785265129,5,50,50,150,90.0,250.0,340.0
5,power,lagged,RC,1,,1.2509291945131416,0.8805245306835591,-0.11947546931644087,-1.0,0.672045690791003,1.0,0.7435193167855966,0.5196141780975573,0.576,0.16041342998527716,4,50,50,150,87.5,200.0,287.5
5,power,lagged,RC,2,,1.7868691781515138,1.222400043653191,-0.17759995634680897,-1.4,1.0011486887462062,1.4,1.0693960443775132,0.8082887214850891,0.576,0.16992821552430137,3,50,50,150,83.33333333333333,150.0,233.33333333333334
5,power,lagged,RC,3,,33.65023686266128,0.5577029992641657,-1.2422970007358343,-1.8,6.876103400005283,1.8026311999999998,33.60395948663311,1.096963264872621,0.57,0.020274876949139056,2,50,50,150,75.0,100.0,175.0
5,power,lagged,RC,4,,7.940913543742284,1.7487244880528667,-0.4512755119471334,-2.2,2.479024404490084,2.2083328,7.6039080380857635,1.3856378082601528,0.574,0.043548519788758025,1,50,50,100,50.0,50.0,100.0
6,power,lagged,RC,0,,0.6418063931940382,0.5798288043080836,-0.0201711956919164,-0.6,0.1424110191067718,0.6,0.175545557922536,0.2309396347100255,0.544,0.14366216167195633,5,50,50,150,90.0,250.0,340.0
6,power,lagged,RC,1,,1.4718179317039208,0.9271722191753861,-0.07282778082461397,-1.0,0.9991899977043506,1.0,1.063211329287902,0.5196141780975573,0.53,0.09969858254510128,4,50,50,150,87.5,200.0,287.5
6,power,lagged,RC,2,,2.0683021124377605,1.3067078930870135,-0.09329210691298624,-1.4,1.2323941085875392,1.4,1.440515317152964,0.8082887214850891,0.53,0.0898284256616747,3,50,50,150,83.33333333333333,150.0,233.33333333333334
6,power,lagged,RC,3,,2.320899288446276,1.6833748073156425,-0.11662519268435748,-1.8,1.1452843869160083,1.8026311999999998,1.2721393144409354,1.096963264872621,0.524,0.12787643054877282,2,50,50,150,75.0,100.0,175.0
6,power,lagged,RC,4,,2.906892896700954,2.0607117467618017,-0.13928825323819805,-2.2,1.5346141654604335,2.2083328,1.6387374772252719,1.3856378082601528,0.528,0.11866335595519656,1,50,50,100,50.0,50.0,100.0
7,power,lagged,RC,0,,0.6507458527584556,0.5574896910617936,-0.04251030893820635,-0.6,0.22434735245126772,0.6,0.25517682269344116,0.2309396347100255,0.57,0.17071440965835188,5,50,50,150,90.0,250.0,340.0
7,power,lagged,RC,1,,1.335026273931921,0.9047655493604034,-0.09523445063959658,-1.0,0.7655466768357013,1.0,0.8748454045374525,0.5196141780975573,0.538,0.13215756586653882,4,50,50,150,87.5,200.0,287.5
7,power,lagged,RC,2,,1.8862105133174523,1.258737988499242,-0.14126201150075787,-1.4,1.144000705572059,1.4,1.2315705629205551,0.8082887214850891,0.538,0.1477708793799108,3,50,50,150,83.33333333333333,150.0,233.33333333333334
7,power,lagged,RC,3,,2.4115573185964156,1.6531391382159777,-0.1468608617840222,-1.8,1.3978822375713045,1.8026311999999998,1.477084818153523,1.096963264872621,0.544,0.1328038044908145,2,50,50,150,75.0,100.0,175.0
7,power,lagged,RC,4,,2.8603483606670963,1.9956888797078707,-0.20431112029212947,-2.2,1.510640435735356,2.2083328,1.6368177820491179,1.3856378082601528,0.548,0.15147947590078747,1,50,50,100,50.0,50.0,100.0
8,power,lagged,RC,0,,0.676309341375751,0.5621955566505876,-0.03780444334941237,-0.6,0.3045257915849685,0.6,0.3222662716201831,0.2309396347100255,0.55,0.14674235399182645,5,50,50,150,90.0,250.0,340.0
8,power,lagged,RC,1,,1.286899414189601,0.9051614840961587,-0.0948385159038413,-1.0,0.7624203217012264,1.0,0.8099762130335754,0.5196141780975573,0.55,0.15175997560590504,4,50,50,150,87.5,200.0,287.5
8,power,lagged,RC,2,,1.9910814574225886,1.2502950285850634,-0.14970497141493638,-1.4,1.2846959135281244,1.4,1.3956285865054898,0.8082887214850891,0.55,0.1364239835959609,3,50,50,150,83.33333333333333,150.0,233.33333333333334
8,power,lagged,RC,3,,2.3775648713668205,1.5736400580358414,-0.2263599419641587,-1.8,1.4175158878271796,1.8026311999999998,1.5122974884992633,1.096963264872621,0.548,0.1750986698158427,2,50,50,150,75.0,100.0,175.0
8,power,lagged,RC,4,,2.9238246897617324,1.9767879203893672,-0.22321207961063314,-2.2,1.6107017197460014,2.2083328,1.812902505340297,1.3856378082601528,0.544,0.1629433353060603,1,50,50,100,50.0,50.0,100.0
9,power,lagged,RC,0,,0.6609906657576441,0.5738573196972382,-0.026142680302761907,-0.6,0.22031992714939935,0.6,0.266823693298575,0.2309396347100255,0.546,0.1401177135256464,5,50,50,150,90.0,250.0,340.0
9,power,lagged,RC,1,,1.4535521283611925,0.8849691271498477,-0.11503087285015244,-1.0,0.8955098963687163,1.0,1.073372714255509,0.5196141780975573,0.538,0.13256534086504115,4,50,50,150,87.5,200.0,287.5
9,power,lagged,RC,2,,1.9005876554353625,1.230019229791841,-0.16998077020815883,-1.4,1.1692136118037508,1.4,1.314414723265015,0.8082887214850891,0.548,0.17681653437310904,3,50,50,150,83.33333333333333,150.0,233.33333333333334
9,power,lagged,RC,3,,84.9260935400887,3.592499605100016,1.792499605100017,-1.8,30.64023014940222,1.8026311999999998,84.88551552821454,1.096963264872621,0.554,0.0021393475185376852,2,50,50,150,75.0,100.0,175.0
9,power,lagged,RC,4,,19.081461121104013,2.3769018416822583,0.17690184168225823,-2.2,8.120263172458202,2.2083328,18.9520922837973,1.3856378082601528,0.554,0.018983589053207243,1,50,50,100,50.0,50.0,100.0
10,power,lagged,RC,0,,0.6715736695567732,0.55918641406242,-0.04081358593758009,-0.6,0.28695923096549814,0.6,0.3050294603266138,0.2309396347100255,0.566,0.14412296146564874,5,50,50,150,90.0,250.0,340.0
10,power,lagged,RC,1,,1.239225426125994,0.8919864133090345,-0.10801358669096554,-1.0,0.6805731779875928,1.0,0.7357680104357893,0.5196141780975573,0.558,0.1714330401863376,4,50,50,150,87.5,200.0,287.5
10,power,lagged,RC,2,,1.8845705879842152,1.2163281155713943,-0.18367188442860566,-1.4,1.1911810636350308,1.4,1.29869768770833,0.8082887214850891,0.558,0.18442207797376223,3,50,50,150,83.33333333333333,150.0,233.33333333333334
10,power,lagged,RC,3,,2.2704144948217353,1.6447326946321432,-0.15526730536785666,-1.8,1.1545745249306254,1.8026311999999998,1.2216444972725278,1.096963264872621,0.556,0.15506890345481583,2,50,50,150,75.0,100.0,175.0
10,power,lagged,RC,4,,2.9207890454245597,1.930817741232943,-0.26918225876705737,-2.2,1.7093352278277658,2.2083328,1.8628173900545018,1.3856378082601528,0.56,0.18100387032071896,1,50,50,100,50.0,50.0,100.0
11,power,lagged,RC,0,,0.7082896268459835,0.5126866952335088,-0.08731330476649114,-0.6,0.41157332780597894,0.6,0.44340078045585907,0.2309396347100255,0.596,0.1994326767500533,5,50,50,150,90.0,250.0,340.0
11,power,lagged,RC,1,,1.3225691735366505,0.8603739380804609,-0.139626061919539,-1.0,0.8601995600402363,1.0,0.8871777743466592,0.5196141780975573,0.594,0.16173701328133389,4,50,50,150,87.5,200.0,287.5
11,power,lagged,RC,2,,1.8257118138648925,1.1721128485156014,-0.2278871514843987,-1.4,1.1340128199718569,1.4,1.1989654246962083,0.8082887214850891,0.594,0.19502978298108442,3,50,50,150,83.33333333333333,150.0,233.33333333333334
11,power,lagged,RC,3,,2.3093855337547313,1.5380645211614454,-0.2619354788385548,-1.8,1.2917034002584997,1.8026311999999998,1.4104164656072378,1.096963264872621,0.6,0.19312128264738926,2,50,50,150,75.0,100.0,175.0
11,power,lagged,RC,4,,2.882688164538712,1.8177516186114806,-0.3822483813885197,-2.2,1.7430439109811222,2.2083328,1.841793793247719,1.3856378082601528,0.6,0.20328551390064706,1,50,50,100,50.0,50.0,100.0
12,power,lagged,RC,0,,0.7010218761606545,0.5592501069391755,-0.04074989306082444,-0.6,0.30209217675095357,0.6,0.36685311880040294,0.2309396347100255,0.532,0.12250780771994006,5,50,50,150,90.0,250.0,340.0
12,power,lagged,RC,1,,1.4683474905527705,0.8655169950440292,-0.13448300495597074,-1.0,0.9827827499824854,1.0,1.0625571857724943,0.5196141780975573,0.556,0.10814807080308712,4,50,50,150,87.5,200.0,287.5
12,power,lagged,RC,2,,2.107242948369472,1.2701116867913584,-0.1298883132086416,-1.4,1.3681650488994852,1.4,1.517578833374414,0.8082887214850891,0.556,0.10006557594404558,3,50,50,150,83.33333333333333,150.0,233.33333333333334
12,power,lagged,RC,3,,2.425475638990923,1.6361378190797689,-0.1638621809202313,-1.8,1.3684050029247106,1.8026311999999998,1.4678576076083822,1.096963264872621,0.546,0.11914077147318294,2,50,50,150,75.0,100.0,175.0
12,power,lagged,RC,4,,3.0356539312647866,1.9896117692357522,-0.21038823076424795,-2.2,1.714162646667692,2.2083328,1.9005531643883489,1.3856378082601528,0.554,0.12080196795914187,1,50,50,100,50.0,50.0,100.0
13,power,lagged,RC,0,,0.6798050986175379,0.5621245034373253,-0.03787549656267471,-0.6,0.28117185615491286,0.6,0.32573843414435566,0.2309396347100255,0.538,0.13930141636480903,5,50,50,150,90.0,250.0,340.0
13,power,lagged,RC,1,,1.2526785468543336,0.9249443630722854,-0.07505563692771461,-1.0,0.6432277555837461,1.0,0.7076322115309345,0.5196141780975573,0.55,0.12917029059004426,4,50,50,150,87.5,200.0,287.5
13,power,lagged,RC,2,,1.8976721113168615,1.2584139136722743,-0.14158608632772565,-1.4,1.106133757742415,1.4,1.2478805378333233,0.8082887214850891,0.55,0.14516094605877494,3,50,50,150,83.33333333333333,150.0,233.33333333333334
13,power,lagged,RC,3,,2.690809940575904,1.649812824149329,-0.15018717585067085,-1.8,1.6069039226554978,1.8026311999999998,1.8783495000151038,1.096963264872621,0.54,0.09486584552905818,2,50,50,150,75.0,100.0,175.0
13,power,lagged,RC,4,,2.9213153832466996,1.98778836737479,-0.21221163262521026,-2.2,1.6093283000309802,2.2083328,1.755116055374374,1.3856378082601528,0.544,0.14699931038148167,1,50,50,100,50.0,50.0,100.0
14,power,lagged,RC,0,,0.659684569413009,0.5989853559028914,-0.001014644097108617,-0.6,0.13564888763691763,0.6,0.17675259778163258,0.2309396347100255,0.51,0.04132378840163177,5,50,50,150,90.0,250.0,340.0
14,power,lagged,RC,1,,1.4513573503097243,0.8697299855713782,-0.13027001442862185,-1.0,0.9431958333055,1.0,1.0735806800415182,0.5196141780975573,0.566,0.13666044096755484,4,50,50,150,87.5,200.0,287.5
14,power,lagged,RC,2,,1.8192430351622018,1.2578347521372562,-0.14216524786274368,-1.4,1.0622084709218025,1.4,1.087585840283321,0.8082887214850891,0.566,0.1428943016428363,3,50,50,150,83.33333333333333,150.0,233.33333333333334
14,power,lagged,RC,3,,2.2818718014701314,1.6333822029947231,-0.1666177970052766,-1.8,1.1140616352798753,1.8026311999999998,1.2550661077465761,1.096963264872621,0.564,0.15725135302402768,2,50,50,150,75.0,100.0,175.0
14,power,lagged,RC,4,,2.982947512900138,1.953602390329103,-0.24639760967089705,-2.2,1.8080213359630448,2.2083328,1.8822092508404775,1.3856378082601528,0.56,0.14845923446982198,1,50,50,100,50.0,50.0,100.0
15,power,lagged,RC,0,,0.6641870904754905,0.5576541517787803,-0.04234584822121968,-0.6,0.23641289524810508,0.6,0.2969340047237096,0.2309396347100255,0.57,0.1611537068234388,5,50,50,150,90.0,250.0,340.0
15,power,lagged,RC,1,,1.302041983748154,0.8841946996475796,-0.11580530035242041,-1.0,0.7209041376620073,1.0,0.8447581274760471,0.5196141780975573,0.544,0.15699529842251367,4,50,50,150,87.5,200.0,287.5
15,power,lagged,RC,2,,1.8957864744069117,1.2258961872608933,-0.17410381273910652,-1.4,1.0373509265050969,1.4,1.2756012006194883,0.8082887214850891,0.544,0.1625949166173181,3,50,50,150,83.33333333333333,150.0,233.33333333333334
15,power,lagged,RC,3,,42.847572475209304,2.9098160131863486,1.1098160131863484,-1.8,18.63395836994857,1.8026311999999998,42.79786855071602,1.096963264872621,0.554,0.007856990241448123,2,50,50,150,75.0,100.0,175.0
15,power,lagged,RC,4,,9.941183123285994,2.229583714565843,0.029583714565842852,-2.2,5.378847576994245,2.2083328,9.685729836587495,1.3856378082601528,0.558,0.03468823970935002,1,50,50,100,50.0,50.0,100.0
16,power,lagged,RC,0,,0.6622778563498692,0.5696918397667479,-0.030308160233252127,-0.6,0.2056029456557402,0.6,0.24754858080254682,0.2309396347100255,0.58,0.11513060121795352,5,50,50,150,90.0,250.0,340.0
16,power,lagged,RC,1,,1.344713310670119,0.8330177665914174,-0.1669822334085826,-1.0,0.8279183086058621,1.0,0.9548184506844714,0.5196141780975573,0.582,0.1836884253893926,4,50,50,150,87.5,200.0,287.5
16,power,lagged,RC,2,,1.8120198677408166,1.222949628212577,-0.17705037178742283,-1.4,1.0231018502176104,1.4,1.1100711303701463,0.8082887214850891,0.582,0.16330599219587263,3,50,50,150,83.33333333333333,150.0,233.33333333333334
16,power,lagged,RC,3,,2.4085404388893057,1.5983983386026335,-0.2016016613973667,-1.8,1.377541664143149,1.8026311999999998,1.483463604601469,1.096963264872621,0.588,0.13999272745942037,2,50,50,150,75.0,100.0,175.0
16,power,lagged,RC,4,,2.7879302117425726,1.9505638341291456,-0.2494361658708546,-2.2,1.359865490890344,2.2083328,1.5005290333817543,1.3856378082601528,0.584,0.1645098405252331,1,50,50,100,50.0,50.0,100.0
17,power,lagged,RC,0,,0.6795355808392202,0.5602882209306302,-0.03971177906936977,-0.6,0.2482118383451211,0.6,0.3115301826380018,0.2309396347100255,0.562,0.124296590234402,5,50,50,150,90.0,250.0,340.0
17,power,lagged,RC,1,,1.2458863674525826,0.910101187872114,-0.08989881212788597,-1.0,0.6270528946358723,1.0,0.7234927403472121,0.5196141780975573,0.548,0.15170896065970696,4,50,50,150,87.5,200.0,287.5
17,power,lagged,RC,2,,1.9165750999113653,1.2461171231682373,-0.15388287683176258,-1.4,1.2121211680680901,1.4,1.2863850488280488,0.8082887214850891,0.548,0.14766656079357643,3,50,50,150,83.33333333333333,150.0,233.33333333333334
17,power,lagged,RC,3,,18.79548915767593,1.8220469540361663,0.022046954036166383,-1.8,4.82454785571291,1.8026311999999998,18.693707640536168,1.096963264872621,0.55,0.007969916733759954,2,50,50,150,75.0,100.0,175.0
17,power,lagged,RC,4,,5.056710096819569,2.012549960651221,-0.18745003934877918,-2.2,2.3447835046736465,2.2083328,4.490262190151023,1.3856378082601528,0.554,0.05936182231191328,1,50,50,100,50.0,50.0,100.0
18,power,lagged,RC,0,,0.6549008827462689,0.5894606294975105,-0.010539370502489405,-0.6,0.1613393540093004,0.6,0.18830652606652182,0.2309396347100255,0.524,0.08250631357735502,5,50,50,150,90.0,250.0,340.0
18,power,lagged,RC,1,,1.3468616186663078,0.8596874392728888,-0.14031256072711124,-1.0,0.8499107407993595,1.0,0.9400138656948971,0.5196141780975573,0.55,0.1677172283182692,4,50,50,150,87.5,200.0,287.5
18,power,lagged,RC,2,,1.8421326030645562,1.2316522251882989,-0.16834777481170102,-1.4,1.1505470865457028,1.4,1.209170974634586,0.8082887214850891,0.55,0.17995600372558257,3,50,50,150,83.33333333333333,150.0,233.33333333333334
18,power,lagged,RC,3,,2.3013009847179946,1.6280664362570847,-0.17193356374291552,-1.8,1.3209620931140134,1.8026311999999998,1.3467322404149409,1.096963264872621,0.552,0.17306857305654508,2,50,50,150,75.0,100.0,175.0
18,power,lagged,RC,4,,2.888684741415807,1.9153481259979448,-0.2846518740020555,-2.2,1.6606282595991084,2.2083328,1.7969551900988263,1.3856378082601528,0.564,0.18239372944225124,1,50,50,100,50.0,50.0,100.0
19,power,lagged,RC,0,,0.6392374395156216,0.5518848776308825,-0.04811512236911756,-0.6,0.230189042394773,0.6,0.24877671682768024,0.2309396347100255,0.572,0.2115145513653293,5,50,50,150,90.0,250.0,340.0
19,power,lagged,RC,1,,1.2109821246750023,0.8646995610486452,-0.13530043895135474,-1.0,0.6582432762186252,1.0,0.728949954950582,0.5196141780975573,0.572,0.21136385349446948,4,50,50,150,87.5,200.0,287.5
19,power,lagged,RC,2,,1.807112532209986,1.2015436734073388,-0.1984563265926613,-1.4,1.079424238562112,1.4,1.1815399627197491,0.8082887214850891,0.572,0.20216147397084286,3,50,50,150,83.33333333333333,150.0,233.33333333333334
19,power,lagged,RC,3,,2.4228023202565083,1.5238876033343978,-0.27611239666560233,-1.8,1.6167884837423083,1.8026311999999998,1.6595884228061786,1.096963264872621,0.574,0.1979249875777289,2,50,50,150,75.0,100.0,175.0
19,power,lagged,RC,4,,2.7820708141465595,1.9399329899179698,-0.2600670100820304,-2.2,1.5025756645548194,2.2083328,1.6072847495564133,1.3856378082601528,0.582,0.19737293591885327,1,50,50,100,50.0,50.0,100.0
20,power,lagged,RC,0,,0.6626309391297635,0.5465807111635633,-0.05341928883643657,-0.6,0.31085403687941693,0.6,0.3167594054846407,0.2309396347100255,0.59,0.18749329575465482,5,50,50,150,90.0,250.0,340.0
20,power,lagged,RC,1,,1.2473043302426678,0.841865547775287,-0.15813445222471295,-1.0,0.7502996171043039,1.0,0.843301146492394,0.5196141780975573,0.59,0.23290240078336652,4,50,50,150,87.5,200.0,287.5
20,power,lagged,RC,2,,1.7139636797778253,1.1817571748509823,-0.2182428251490179,-1.4,1.015460669522851,1.4,1.0638043565976665,0.8082887214850891,0.59,0.24350571909208227,3,50,50,150,83.33333333333333,150.0,233.33333333333334
20,power,lagged,RC,3,,2.332056338622292,1.4996793252164162,-0.30032067478358415,-1.8,1.4748761010153046,1.8026311999999998,1.5761711551852964,1.096963264872621,0.584,0.23347853719085304,2,50,50,150,75.0,100.0,175.0
20,power,lagged,RC,4,,2.714562800989833,1.8729232471000865,-0.3270767528999137,-2.2,1.5440609558281062,2.2083328,1.6211288024119777,1.3856378082601528,0.588,0.24723788076617756,1,50,50,100,50.0,50.0,100.0
21,power,lagged,RC,0,,0.6329724451831034,0.5622947110541175,-0.03770528894588243,-0.6,0.21022141060039434,0.6,0.21669247593211566,0.2309396347100255,0.578,0.21588855025497114,5,50,50,150,90.0,250.0,340.0
21,power,lagged,RC,1,,1.2028135910348023,0.8548855460496675,-0.14511445395033257,-1.0,0.7141888694229215,1.0,0.7817384758776021,0.5196141780975573,0.578,0.2541290848390063,4,50,50,150,87.5,200.0,287.5
21,power,lagged,RC,2,,1.7107781923206946,1.1902688254605613,-0.20973117453943854,-1.4,1.0391718934795071,1.4,1.0867353503379653,0.8082887214850891,0.578,0.2547348906332808,3,50,50,150,83.33333333333333,150.0,233.33333333333334
21,power,lagged,RC,3,,2.1738194772014428,1.5266177300164763,-0.2733822699835238,-1.8,1.2321224169284923,1.8026311999999998,1.3375639348418016,1.096963264872621,0.576,0.27480550767262074,2,50,50,150,75.0,100.0,175.0
21,power,lagged,RC,4,,2.7389470365527475,1.8612686728779877,-0.3387313271220124,-2.2,1.7181777462198027,2.2083328,1.7375604075753603,1.3856378082601528,0.58,0.2598493278336199,1,50,50,100,50.0,50.0,100.0
22,power,lagged,RC,0,,0.6369651862893746,0.5669896575981641,-0.033010342401835945,-0.6,0.17556399210270524,0.6,0.20967977333593854,0.2309396347100255,0.556,0.19295624635447248,5,50,50,150,90.0,250.0,340.0
22,power,lagged,RC,1,,1.3610874528876398,0.7775852053773423,-0.22241479462265773,-1.0,0.9235542904995375,1.0,1.0514229393559555,0.5196141780975573,0.576,0.2363107782302682,4,50,50,150,87.5,200.0,287.5
