rep,method,rmse,k,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
0,RC,1.0024884481011838,1,-2.8232928970754947,0.7265469061876247,0,lagged,power,500,0.1
0,Oracle,,1,-0.005143766070180783,0.6966067864271457,0,lagged,power,500,0.1
0,DM,,1,-0.15981308051981932,0.6447105788423154,0,lagged,power,500,0.1
0,cDM,,1,-0.0612707372377707,0.6327345309381237,0,lagged,power,500,0.1
0,SS,0.9027875419406604,1,-0.8974005150447383,0.48902195608782434,0,lagged,power,500,0.1
0,RC,0.738056945868611,2,-0.8727932213378153,0.9481037924151696,0,lagged,power,500,0.1
0,Oracle,,2,0.012476834470129922,0.26746506986027946,0,lagged,power,500,0.1
0,DM,,2,0.9310066404695827,0.11377245508982035,0,lagged,power,500,0.1
0,cDM,,2,-0.14553896255563464,0.8143712574850299,0,lagged,power,500,0.1
0,SS,0.7829940718638926,2,0.2330505631726285,0.08782435129740519,1,lagged,power,500,0.1
0,RC,0.8331062658312687,3,1.7554311015179351,0.38922155688622756,0,lagged,power,500,0.1
0,Oracle,,3,0.755457908916614,0.15169660678642716,0,lagged,power,500,0.1
0,DM,,3,-0.14737002377309366,0.5888223552894212,0,lagged,power,500,0.1
0,cDM,,3,0.07922389021883945,0.3652694610778443,0,lagged,power,500,0.1
0,SS,0.8452343008732467,3,-0.059970467394381666,0.313373253493014,0,lagged,power,500,0.1
0,RC,1.3512098116487612,4,1.8063199119580786,0.5668662674650699,0,lagged,power,500,0.1
0,Oracle,,4,0.6283688467403199,0.05389221556886228,1,lagged,power,500,0.1
0,DM,,4,0.7559131942903347,0.1317365269461078,0,lagged,power,500,0.1
0,cDM,,4,0.1533630206961366,0.26147704590818366,0,lagged,power,500,0.1
0,SS,1.2812330960325609,4,-1.4196469904261961,0.8363273453093812,0,lagged,power,500,0.1
0,RC,1.17838446997585,5,1.9378482644149337,0.18363273453093812,0,lagged,power,500,0.1
0,Oracle,,5,1.754562871994326,0.007984031936127744,1,lagged,power,500,0.1
0,DM,,5,-0.02309993144837863,0.49500998003992014,0,lagged,power,500,0.1
0,cDM,,5,-0.02791080006901008,0.5349301397205589,0,lagged,power,500,0.1
0,SS,1.1533515185388312,5,-2.3291433978170035,0.8622754491017964,0,lagged,power,500,0.1
1,RC,1.0589152043472567,1,-3.4579775664883443,0.872255489021956,0,lagged,power,500,0.1
1,Oracle,,1,0.39054110227884714,0.7504990019960079,0,lagged,power,500,0.1
1,DM,,1,0.7141032061442644,0.08582834331337326,1,lagged,power,500,0.1
1,cDM,,1,0.11180030151144736,0.2874251497005988,0,lagged,power,500,0.1
1,SS,0.9868045459617607,1,0.14276043596837193,0.059880239520958084,1,lagged,power,500,0.1
1,RC,0.8866280168123654,2,-0.09476982808335448,0.7325349301397206,0,lagged,power,500,0.1
