rep,method,rmse,l,n_terms,pvalue,reject,assumption,setting,n_perms,alpha
0,RC,0.755592240776338,0,5,0.253888225632859,0,lagged,power,500,0.1
0,Oracle,,0,5,0.0006512265253183266,1,lagged,power,500,0.1
0,DM,,0,5,0.03660145621036027,1,lagged,power,500,0.1
0,cDM,,0,5,0.22210785297699312,0,lagged,power,500,0.1
0,SS,0.7495828621503344,0,5,0.7429203846813186,0,lagged,power,500,0.1
0,RC,0.7286821268098262,1,4,0.08063853176464428,1,lagged,power,500,0.1
0,Oracle,,1,4,0.007169363070590661,1,lagged,power,500,0.1
0,DM,,1,4,0.1650098288376026,0,lagged,power,500,0.1
0,cDM,,1,4,0.8830225427425957,0,lagged,power,500,0.1
0,SS,0.6453466811605011,1,4,0.19733611760298334,0,lagged,power,500,0.1
0,RC,1.0344059959969085,2,3,0.4104777906279565,0,lagged,power,500,0.1
0,Oracle,,2,3,0.2086118925127548,0,lagged,power,500,0.1
0,DM,,2,3,0.03700493571154063,1,lagged,power,500,0.1
0,cDM,,2,3,0.21785699132188385,0,lagged,power,500,0.1
0,SS,0.7851047816592396,2,3,0.34435246934926605,0,lagged,power,500,0.1
0,RC,1.3985895667896462,3,2,0.9157798167676383,0,lagged,power,500,0.1
0,Oracle,,3,2,0.14060517879012902,0,lagged,power,500,0.1
0,DM,,3,2,0.253172026805405,0,lagged,power,500,0.1
0,cDM,,3,2,0.3994379741408287,0,lagged,power,500,0.1
0,SS,0.8183559775962445,3,2,0.7322598602347437,0,lagged,power,500,0.1
0,RC,1.0714662851023422,4,1,0.4131736526946108,0,lagged,power,500,0.1
0,Oracle,,4,1,0.17365269461077845,0,lagged,power,500,0.1
0,DM,,4,1,0.13972055888223556,0,lagged,power,500,0.1
0,cDM,,4,1,0.48103792415169666,0,lagged,power,500,0.1
0,SS,1.7528834741844144,4,1,0.6447105788423153,0,lagged,power,500,0.1
1,RC,0.8423812609899933,0,5,0.056061548695045184,1,lagged,power,500,0.1
1,Oracle,,0,5,7.587098788067818e-05,1,lagged,power,500,0.1
1,DM,,0,5,0.8927509067796435,0,lagged,power,500,0.1
1,cDM,,0,5,0.7473509288528767,0,lagged,power,500,0.1
1,SS,0.7751447715413062,0,5,0.7408245892006511,0,lagged,power,500,0.1
