rep,method,rmse,l,n_terms,pvalue,reject,assumption,setting,n_perms,alpha
9,cDM,,2,3,0.11624913850145978,0,static,power,500,0.1
9,SS,1.1458291140887005,2,3,0.9826169322868619,0,static,power,500,0.1
9,RV,1.0894085750046931,3,2,0.11220228418702093,0,static,power,500,0.1
9,Oracle,,3,2,5.351856049246712e-05,1,static,power,500,0.1
9,DM,,3,2,0.9952751885263609,0,static,power,500,0.1
9,cDM,,3,2,0.7681898991220149,0,static,power,500,0.1
9,SS,1.0938317151088532,3,2,0.9976692502779431,0,static,power,500,0.1
9,RV,1.1629532966119356,4,1,0.19760479041916162,0,static,power,500,0.1
9,Oracle,,4,1,0.001996007984031937,1,static,power,500,0.1
9,DM,,4,1,0.9800399201596807,0,static,power,500,0.1
9,cDM,,4,1,0.8702594810379242,0,static,power,500,0.1
9,SS,1.834778689712439,4,1,0.9820359281437125,0,static,power,500,0.1
10,RV,0.8130323295232087,0,5,0.00024632742383363124,1,static,power,500,0.1
10,Oracle,,0,5,1.5096187962478893e-07,1,static,power,500,0.1
10,DM,,0,5,0.02383097189113548,1,static,power,500,0.1
10,cDM,,0,5,0.1214360060878843,0,static,power,500,0.1
10,SS,0.8456158189872192,0,5,0.47361265257286855,0,static,power,500,0.1
10,RV,0.8394845511725983,1,4,0.017622048895861855,1,static,power,500,0.1
10,Oracle,,1,4,1.003339371471282e-05,1,static,power,500,0.1
10,DM,,1,4,0.12406164204877801,0,static,power,500,0.1
10,cDM,,1,4,0.03620383614511479,1,static,power,500,0.1
10,SS,0.9320368928481152,1,4,0.7296465758376955,0,static,power,500,0.1
10,RV,0.7666194826736042,2,3,0.07624000104482972,1,static,power,500,0.1
10,Oracle,,2,3,0.00011422096142078996,1,static,power,500,0.1
10,DM,,2,3,0.16257193842405493,0,static,power,500,0.1
10,cDM,,2,3,0.09163982287266444,1,static,power,500,0.1
10,SS,1.0516926263396948,2,3,0.8210814711953672,0,static,power,500,0.1
10,RV,0.8168500376568539,3,2,0.0017601932146139232,1,static,power,500,0.1
10,Oracle,,3,2,0.00019198198957055682,1,static,power,500,0.1
10,DM,,3,2,0.06539093366205288,1,static,power,500,0.1
10,cDM,,3,2,0.46227589741514064,0,static,power,500,0.1
10,SS,1.1485130767783227,3,2,0.5708034406394582,0,static,power,500,0.1
10,RV,0.6063959918336699,4,1,0.2115768463073852,0,static,power,500,0.1
10,Oracle,,4,1,0.003992015968063873,1,static,power,500,0.1
10,DM,,4,1,0.2774451097804391,0,static,power,500,0.1
10,cDM,,4,1,0.9241516966067864,0,static,power,500,0.1
10,SS,2.051478841818737,4,1,0.435129740518962,0,static,power,500,0.1
11,RV,0.9781392646542517,0,5,0.00953835635996276,1,static,power,500,0.1
11,Oracle,,0,5,2.91271035218017e-07,1,static,power,500,0.1
11,DM,,0,5,0.7022912297661229,0,static,power,500,0.1
11,cDM,,0,5,0.2801191415993298,0,static,power,500,0.1
11,SS,0.6285454458838885,0,5,0.6875332142782535,0,static,power,500,0.1
11,RV,0.943232045572129,1,4,0.0683696898255019,1,static,power,500,0.1
11,Oracle,,1,4,1.894563376339393e-05,1,static,power,500,0.1
11,DM,,1,4,0.7572505145213048,0,static,power,500,0.1
11,cDM,,1,4,0.4717389159902492,0,static,power,500,0.1
11,SS,0.7383125048410176,1,4,0.3002634165702195,0,static,power,500,0.1
11,RV,0.9597837389512563,2,3,0.3062241955584783,0,static,power,500,0.1
11,Oracle,,2,3,0.00012988928265063657,1,static,power,500,0.1
11,DM,,2,3,0.7031178190624706,0,static,power,500,0.1
11,cDM,,2,3,0.5796317010038492,0,static,power,500,0.1
11,SS,0.88292596764154,2,3,0.62287019394071,0,static,power,500,0.1
11,RV,0.9444066663157119,3,2,0.41484722851022604,0,static,power,500,0.1
11,Oracle,,3,2,0.0015528755260824922,1,static,power,500,0.1
11,DM,,3,2,0.8098990961756485,0,static,power,500,0.1
11,cDM,,3,2,0.7291986798505824,0,static,power,500,0.1
11,SS,1.1564498326241068,3,2,0.9897317898523853,0,static,power,500,0.1
11,RV,0.89659974173491,4,1,0.11177644710578837,0,static,power,500,0.1
11,Oracle,,4,1,0.015968063872255484,1,static,power,500,0.1
11,DM,,4,1,0.46906187624750506,0,static,power,500,0.1
11,cDM,,4,1,0.5708582834331337,0,static,power,500,0.1
11,SS,1.6692328454728884,4,1,0.8762475049900199,0,static,power,500,0.1
12,RV,0.9813939007832564,0,5,0.04982548484903385,1,static,power,500,0.1
12,Oracle,,0,5,6.934336562741431e-08,1,static,power,500,0.1
12,DM,,0,5,0.04924620433172606,1,static,power,500,0.1
12,cDM,,0,5,0.22972421688636002,0,static,power,500,0.1
