rep,method,rmse,k,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
11,DM,,3,0.28499866178365646,0.3213572854291417,0,static,power,500,0.1
11,cDM,,3,-0.057388722776497536,0.6427145708582834,0,static,power,500,0.1
11,SS,0.7940926622442972,3,-0.13711673388398865,0.3013972055888224,0,static,power,500,0.1
11,RV,0.6632343686874698,4,4.330865070902683,0.027944111776447105,1,static,power,500,0.1
11,Oracle,,4,5.567162833786886,0.013972055888223553,1,static,power,500,0.1
11,DM,,4,-0.4818820931970954,0.8043912175648703,0,static,power,500,0.1
11,cDM,,4,0.031815376137070306,0.3992015968063872,0,static,power,500,0.1
11,SS,1.1795303690018477,4,-0.6856171179324624,0.9840319361277445,0,static,power,500,0.1
11,RV,0.4242265642650196,5,5.497049644276164,0.00998003992015968,1,static,power,500,0.1
11,Oracle,,5,8.100866498541901,0.021956087824351298,1,static,power,500,0.1
11,DM,,5,0.8367719635296218,0.11177644710578842,0,static,power,500,0.1
11,cDM,,5,0.21278908415260592,0.12574850299401197,0,static,power,500,0.1
11,SS,1.304426493024467,5,0.061393558789992586,0.5169660678642715,0,static,power,500,0.1
12,RV,1.3713755072602476,1,1.6070756804128745,0.6127744510978044,0,static,power,500,0.1
12,Oracle,,1,1.423793089120712,0.49101796407185627,0,static,power,500,0.1
12,DM,,1,0.14684067290665212,0.3972055888223553,0,static,power,500,0.1
12,cDM,,1,-0.10905860838584248,0.6946107784431138,0,static,power,500,0.1
12,SS,1.2397963160472056,1,0.5873711101535555,0.05788423153692615,1,static,power,500,0.1
12,RV,1.1433612129995012,2,0.7526601823987158,0.7504990019960079,0,static,power,500,0.1
12,Oracle,,2,1.8831624925345405,0.3812375249500998,0,static,power,500,0.1
12,DM,,2,-0.12675435058826898,0.5848303393213573,0,static,power,500,0.1
12,cDM,,2,0.1346370147195666,0.17764471057884232,0,static,power,500,0.1
12,SS,0.956352749352218,2,-0.15956732809511182,0.7564870259481038,0,static,power,500,0.1
12,RV,0.9648333840011737,3,1.0306657922491844,0.03992015968063872,1,static,power,500,0.1
12,Oracle,,3,3.2275077722536105,0.09580838323353294,1,static,power,500,0.1
12,DM,,3,0.9424884671836146,0.09580838323353294,1,static,power,500,0.1
12,cDM,,3,0.4979285923820547,0.023952095808383235,1,static,power,500,0.1
12,SS,1.2039284152960525,3,0.8283249404550489,0.3153692614770459,0,static,power,500,0.1
12,RV,0.7447136139906939,4,1.524036415448497,0.2275449101796407,0,static,power,500,0.1
12,Oracle,,4,4.713155513672658,0.04590818363273453,1,static,power,500,0.1
12,DM,,4,0.14832975173614601,0.4151696606786427,0,static,power,500,0.1
12,cDM,,4,-0.05649141146416052,0.6606786427145709,0,static,power,500,0.1
12,SS,1.5259076743773456,4,0.7683551892558989,0.08183632734530938,1,static,power,500,0.1
12,RV,0.7197115356052457,5,0.4710454299644266,0.688622754491018,0,static,power,500,0.1
12,Oracle,,5,1.8298180177901693,0.24151696606786427,0,static,power,500,0.1
12,DM,,5,0.4548189869185842,0.16167664670658682,0,static,power,500,0.1
12,cDM,,5,-0.13623287171147175,0.7984031936127745,0,static,power,500,0.1
12,SS,1.279918890246261,5,-0.19652529835158075,0.4251497005988024,0,static,power,500,0.1
13,RV,1.4134702152961387,1,4.579168547031643,0.405189620758483,0,static,power,500,0.1
13,Oracle,,1,1.3709206753817262,0.18762475049900199,0,static,power,500,0.1
