rep,method,rmse,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
0,RV,0.9514325451203072,24.85227769992965,0.007984031936127744,1,static,power,500,0.1
0,Oracle,,22.331106843934556,0.003992015968063872,1,static,power,500,0.1
0,DM,,-0.13264703595006916,0.654690618762475,0,static,power,500,0.1
0,cDM,,0.05491613961730054,0.24550898203592814,0,static,power,500,0.1
0,SS,1.224451530744155,0.28806041870619375,0.18562874251497005,0,static,power,500,0.1
1,RV,1.0408770502139775,8.357585660229153,0.09780439121756487,1,static,power,500,0.1
1,Oracle,,12.578933973864698,0.001996007984031936,1,static,power,500,0.1
1,DM,,-0.031686361493287137,0.5389221556886228,0,static,power,500,0.1
1,cDM,,0.08971252847485799,0.15568862275449102,0,static,power,500,0.1
1,SS,1.2107959799619457,3.1253449229798127,0.18163672654690619,0,static,power,500,0.1
2,RV,1.0067481348295377,8.614685779653122,0.1497005988023952,0,static,power,500,0.1
2,Oracle,,12.155235345352844,0.001996007984031936,1,static,power,500,0.1
2,DM,,-0.28401134407227324,0.8343313373253493,0,static,power,500,0.1
2,cDM,,-0.04385522562771818,0.6986027944111777,0,static,power,500,0.1
2,SS,1.3131117223059914,3.7671731382114126,0.03792415169660679,1,static,power,500,0.1
3,RV,0.9249267090878458,17.95211688674825,0.003992015968063872,1,static,power,500,0.1
3,Oracle,,25.270231344317015,0.001996007984031936,1,static,power,500,0.1
3,DM,,0.8781690246050969,0.003992015968063872,1,static,power,500,0.1
3,cDM,,0.07452511721310287,0.18163672654690619,0,static,power,500,0.1
3,SS,1.147166943420538,-2.188034810413847,0.8043912175648703,0,static,power,500,0.1
4,RV,0.9646237332587477,28.171430184932753,0.01996007984031936,1,static,power,500,0.1
4,Oracle,,13.976011632267273,0.001996007984031936,1,static,power,500,0.1
4,DM,,-0.41052160071611715,0.9101796407185628,0,static,power,500,0.1
4,cDM,,0.035784402965568396,0.29740518962075846,0,static,power,500,0.1
4,SS,1.1838759065913873,3.4662502407263522,0.09381237524950099,1,static,power,500,0.1
5,RV,0.6661532563646747,15.93244061452061,0.011976047904191617,1,static,power,500,0.1
5,Oracle,,19.878393791633272,0.001996007984031936,1,static,power,500,0.1
5,DM,,0.48832324153317225,0.031936127744510975,1,static,power,500,0.1
5,cDM,,0.11418118392079142,0.06986027944111776,1,static,power,500,0.1
5,SS,0.9756946818377737,6.540625705884565,0.003992015968063872,1,static,power,500,0.1
6,RV,1.049961652264498,7.348008340265418,0.5668662674650699,0,static,power,500,0.1
6,Oracle,,23.42923961104869,0.001996007984031936,1,static,power,500,0.1
