rep,method,rmse,l,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
0,RC,0.9371308288811729,0,2.1776603646484523,0.23952095808383234,0,lagged,power,500,0.1
0,Oracle,,0,20.701360663336708,0.001996007984031936,1,lagged,power,500,0.1
0,DM,,0,-0.28560657743767315,0.9660678642714571,0,lagged,power,500,0.1
0,cDM,,0,0.018384761649578873,0.3473053892215569,0,lagged,power,500,0.1
0,SS,1.321908529120266,0,-5.7988667091863295,0.9960079840319361,0,lagged,power,500,0.1
0,RC,0.9445131122528383,1,7.936754435664973,0.00998003992015968,1,lagged,power,500,0.1
0,Oracle,,1,11.62848492850092,0.001996007984031936,1,lagged,power,500,0.1
0,DM,,1,-0.4177865624406117,0.9860279441117764,0,lagged,power,500,0.1
0,cDM,,1,0.012195316312259313,0.4431137724550898,0,lagged,power,500,0.1
0,SS,1.2677980574873087,1,2.2681541867164436,0.9500998003992016,0,lagged,power,500,0.1
0,RC,1.035231908104456,2,-3.9997998439127826,0.25948103792415167,0,lagged,power,500,0.1
0,Oracle,,2,8.772291527618197,0.001996007984031936,1,lagged,power,500,0.1
0,DM,,2,-0.7602247719963401,0.998003992015968,0,lagged,power,500,0.1
0,cDM,,2,-0.020181837024222663,0.5768463073852296,0,lagged,power,500,0.1
0,SS,1.2716375969820715,2,7.093572551490048,0.7285429141716567,0,lagged,power,500,0.1
0,RC,0.7332991762321013,3,5.295669140895457,0.2994011976047904,0,lagged,power,500,0.1
0,Oracle,,3,3.625018891388164,0.001996007984031936,1,lagged,power,500,0.1
0,DM,,3,-0.7008080184530112,0.9860279441117764,0,lagged,power,500,0.1
0,cDM,,3,0.10824842686501313,0.20958083832335328,0,lagged,power,500,0.1
0,SS,1.3798599761721864,3,-0.785743353831633,0.9500998003992016,0,lagged,power,500,0.1
0,RC,1.0518321056157431,4,-7.943868290897923,0.6407185628742516,0,lagged,power,500,0.1
0,Oracle,,4,0.025483826492535666,0.06387225548902195,1,lagged,power,500,0.1
0,DM,,4,-1.056606677656777,0.9540918163672655,0,lagged,power,500,0.1
0,cDM,,4,0.08040931761667718,0.33532934131736525,0,lagged,power,500,0.1
0,SS,2.317736721253849,4,-21.518084750771223,0.6107784431137725,0,lagged,power,500,0.1
1,RC,0.8992177176064569,0,6.339791253319087,0.017964071856287425,1,lagged,power,500,0.1
1,Oracle,,0,22.71301485210792,0.001996007984031936,1,lagged,power,500,0.1
1,DM,,0,0.1932340122753644,0.1317365269461078,0,lagged,power,500,0.1
1,cDM,,0,0.017886301490701646,0.38922155688622756,0,lagged,power,500,0.1
1,SS,0.8591492035228283,0,0.6142374401201238,0.3413173652694611,0,lagged,power,500,0.1
1,RC,0.8256571488116535,1,5.170258517686762,0.029940119760479042,1,lagged,power,500,0.1
1,Oracle,,1,16.810553859118382,0.001996007984031936,1,lagged,power,500,0.1
1,DM,,1,0.26293933772293526,0.0718562874251497,1,lagged,power,500,0.1
1,cDM,,1,0.03581685777040434,0.2954091816367265,0,lagged,power,500,0.1
1,SS,0.7475982758136231,1,-0.35750599463208266,0.9560878243512974,0,lagged,power,500,0.1
1,RC,0.727337440108021,2,3.139640981038094,0.4311377245508982,0,lagged,power,500,0.1
1,Oracle,,2,13.077269648084581,0.001996007984031936,1,lagged,power,500,0.1
1,DM,,2,0.23860899919752432,0.17764471057884232,0,lagged,power,500,0.1
1,cDM,,2,0.025893557620468844,0.3972055888223553,0,lagged,power,500,0.1
1,SS,0.8083475308153587,2,1.2441652043221751,0.35129740518962077,0,lagged,power,500,0.1
1,RC,0.6942348726208295,3,5.527599217860411,0.11177644710578842,0,lagged,power,500,0.1
1,Oracle,,3,4.55958332345087,0.027944111776447105,1,lagged,power,500,0.1
1,DM,,3,0.3784937342257181,0.15169660678642716,0,lagged,power,500,0.1
1,cDM,,3,0.09433811490652919,0.24151696606786427,0,lagged,power,500,0.1
1,SS,0.9619008064934582,3,-0.3976007377650921,0.7485029940119761,0,lagged,power,500,0.1
1,RC,0.6836219468212098,4,-1.7725820721961716,0.8263473053892215,0,lagged,power,500,0.1
1,Oracle,,4,2.5006688024799226,0.17964071856287425,0,lagged,power,500,0.1
1,DM,,4,0.7043829837314634,0.1377245508982036,0,lagged,power,500,0.1
1,cDM,,4,-0.06400884222511971,0.624750499001996,0,lagged,power,500,0.1
1,SS,1.2773036492087073,4,-13.112918633002842,0.7145708582834331,0,lagged,power,500,0.1
2,RC,0.7720916266076527,0,5.4979583494054145,0.001996007984031936,1,lagged,power,500,0.1
2,Oracle,,0,29.80697710084804,0.001996007984031936,1,lagged,power,500,0.1
2,DM,,0,0.24903662811818358,0.04790419161676647,1,lagged,power,500,0.1
2,cDM,,0,0.025505506982481458,0.36127744510978044,0,lagged,power,500,0.1
2,SS,0.933506221787804,0,-0.038938917686917304,0.5568862275449101,0,lagged,power,500,0.1
2,RC,0.7142523231369902,1,5.865607512347531,0.03992015968063872,1,lagged,power,500,0.1
2,Oracle,,1,20.095399476069638,0.001996007984031936,1,lagged,power,500,0.1
2,DM,,1,0.28631196378152957,0.08183632734530938,1,lagged,power,500,0.1
2,cDM,,1,0.020566789876654494,0.3652694610778443,0,lagged,power,500,0.1
2,SS,0.8852139997963657,1,2.6580067552678166,0.16167664670658682,0,lagged,power,500,0.1
2,RC,0.7551561408134083,2,5.899144097205062,0.031936127744510975,1,lagged,power,500,0.1
2,Oracle,,2,16.32287645688204,0.001996007984031936,1,lagged,power,500,0.1
2,DM,,2,0.3334087374569455,0.1217564870259481,0,lagged,power,500,0.1
2,cDM,,2,-0.01874625632347315,0.5948103792415169,0,lagged,power,500,0.1
2,SS,0.9770247506589262,2,4.075173979055283,0.8662674650698603,0,lagged,power,500,0.1
2,RC,0.7286103992973585,3,13.719507324388875,0.041916167664670656,1,lagged,power,500,0.1
2,Oracle,,3,15.368736921063345,0.001996007984031936,1,lagged,power,500,0.1
2,DM,,3,0.24853393111811273,0.2934131736526946,0,lagged,power,500,0.1
2,cDM,,3,-0.1557451015001998,0.9281437125748503,0,lagged,power,500,0.1
2,SS,1.2099695314545051,3,-4.077769999137307,0.8922155688622755,0,lagged,power,500,0.1
2,RC,0.5717058439836468,4,1.4894846096730276,0.437125748502994,0,lagged,power,500,0.1
2,Oracle,,4,1.9055575410286658,0.16367265469061876,0,lagged,power,500,0.1
2,DM,,4,0.6998160109079457,0.12375249500998003,0,lagged,power,500,0.1
2,cDM,,4,0.09450851262123747,0.2714570858283433,0,lagged,power,500,0.1
2,SS,1.7433413714231203,4,-30.931475929649892,0.7644710578842315,0,lagged,power,500,0.1
3,RC,0.7110171734998756,0,19.1431855672192,0.001996007984031936,1,lagged,power,500,0.1
3,Oracle,,0,29.18841236856045,0.001996007984031936,1,lagged,power,500,0.1
3,DM,,0,0.2020834662799597,0.11976047904191617,0,lagged,power,500,0.1
3,cDM,,0,0.1487222472066015,0.011976047904191617,1,lagged,power,500,0.1
3,SS,1.1287674988402088,0,1.4637193350925986,0.15568862275449102,0,lagged,power,500,0.1
3,RC,0.652835322234836,1,13.802343844279946,0.001996007984031936,1,lagged,power,500,0.1
3,Oracle,,1,21.09014415000526,0.001996007984031936,1,lagged,power,500,0.1
3,DM,,1,0.20461761864535008,0.15768463073852296,0,lagged,power,500,0.1
3,cDM,,1,0.1259004879402727,0.04790419161676647,1,lagged,power,500,0.1
3,SS,1.0927754216963632,1,3.0806191367336178,0.25349301397205587,0,lagged,power,500,0.1
3,RC,0.5933785844472322,2,13.396102004880357,0.001996007984031936,1,lagged,power,500,0.1
3,Oracle,,2,15.849821916294358,0.001996007984031936,1,lagged,power,500,0.1
3,DM,,2,0.3184205447721756,0.11377245508982035,0,lagged,power,500,0.1
3,cDM,,2,0.20436242699207066,0.00998003992015968,1,lagged,power,500,0.1
3,SS,1.0771715935183774,2,3.6804986258551664,0.19161676646706588,0,lagged,power,500,0.1
3,RC,0.5473551022971676,3,7.694122645944489,0.003992015968063872,1,lagged,power,500,0.1
3,Oracle,,3,4.150045230433205,0.001996007984031936,1,lagged,power,500,0.1
3,DM,,3,0.44497773019984316,0.11177644710578842,0,lagged,power,500,0.1
3,cDM,,3,0.2267960535685467,0.03592814371257485,1,lagged,power,500,0.1
3,SS,1.1940734809752738,3,3.1194322120547886,0.5329341317365269,0,lagged,power,500,0.1
3,RC,0.5933990109133145,4,24.948729461248167,0.001996007984031936,1,lagged,power,500,0.1
3,Oracle,,4,19.535491831666214,0.001996007984031936,1,lagged,power,500,0.1
3,DM,,4,0.9933955285649148,0.06187624750499002,1,lagged,power,500,0.1
3,cDM,,4,0.11969580281043861,0.25349301397205587,0,lagged,power,500,0.1
3,SS,2.142139753618817,4,-13.057290276761076,0.7225548902195609,0,lagged,power,500,0.1
4,RC,0.7872460409350981,0,4.103994169093191,0.011976047904191617,1,lagged,power,500,0.1
4,Oracle,,0,18.050793247926737,0.001996007984031936,1,lagged,power,500,0.1
4,DM,,0,-0.09974613912119139,0.6846307385229541,0,lagged,power,500,0.1
4,cDM,,0,-0.0018014940127277668,0.5069860279441117,0,lagged,power,500,0.1
4,SS,0.8374854791919507,0,-0.32136952522584517,0.40119760479041916,0,lagged,power,500,0.1
4,RC,0.7251948238582213,1,10.12135910280269,0.001996007984031936,1,lagged,power,500,0.1
4,Oracle,,1,18.036295014673925,0.001996007984031936,1,lagged,power,500,0.1
4,DM,,1,-0.12264537889301537,0.7045908183632734,0,lagged,power,500,0.1
4,cDM,,1,-0.03917929340398246,0.7085828343313373,0,lagged,power,500,0.1
4,SS,0.8542940706669627,1,1.339981573071368,0.15568862275449102,0,lagged,power,500,0.1
4,RC,0.7161183429058416,2,-0.4178718496632688,0.3912175648702595,0,lagged,power,500,0.1
4,Oracle,,2,9.895848171929195,0.001996007984031936,1,lagged,power,500,0.1
4,DM,,2,-0.0849284234765938,0.6427145708582834,0,lagged,power,500,0.1
