rep,method,rmse,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
0,RC,0.8530056722188336,0.6932831612796356,0.1596806387225549,0,lagged,power,500,0.1
0,Oracle,,8.950527967467304,0.001996007984031936,1,lagged,power,500,0.1
0,DM,,-0.5225384111668422,0.9880239520958084,0,lagged,power,500,0.1
0,cDM,,0.02513771558473114,0.32335329341317365,0,lagged,power,500,0.1
0,SS,1.4900704640365208,-3.7481936151165387,0.8083832335329342,0,lagged,power,500,0.1
1,RC,0.7275418452005161,3.6809415795416363,0.09580838323353294,1,lagged,power,500,0.1
1,Oracle,,11.932218097048334,0.001996007984031936,1,lagged,power,500,0.1
1,DM,,0.27967499080293573,0.14570858283433133,0,lagged,power,500,0.1
1,cDM,,0.029003133265631385,0.36127744510978044,0,lagged,power,500,0.1
1,SS,1.0237906850636656,-2.4019245441915436,0.34331337325349304,0,lagged,power,500,0.1
2,RC,0.71446852986865,6.494340378603982,0.003992015968063872,1,lagged,power,500,0.1
2,Oracle,,16.699909499178347,0.001996007984031936,1,lagged,power,500,0.1
2,DM,,0.30583607208213626,0.10778443113772455,0,lagged,power,500,0.1
2,cDM,,-0.004228384328703751,0.5069860279441117,0,lagged,power,500,0.1
2,SS,1.1988887936871222,-5.663000822430203,0.9321357285429142,0,lagged,power,500,0.1
3,RC,0.6570183742618246,15.796896704714431,0.001996007984031936,1,lagged,power,500,0.1
3,Oracle,,17.962783099391896,0.001996007984031936,1,lagged,power,500,0.1
3,DM,,0.31116669528415514,0.12574850299401197,0,lagged,power,500,0.1
3,cDM,,0.1622392252478561,0.001996007984031936,1,lagged,power,500,0.1
3,SS,1.3009140722620935,-0.3426041934049813,0.5069860279441117,0,lagged,power,500,0.1
4,RC,0.6919342970049267,4.654311967740305,0.023952095808383235,1,lagged,power,500,0.1
4,Oracle,,12.387770068286839,0.001996007984031936,1,lagged,power,500,0.1
4,DM,,-0.10129251524171373,0.6686626746506986,0,lagged,power,500,0.1
4,cDM,,-0.012926754618016593,0.5808383233532934,0,lagged,power,500,0.1
4,SS,1.0059899365858525,-4.19038408724086,0.8602794411177644,0,lagged,power,500,0.1
5,RC,0.9222054225169689,1.2317118683618689,0.18962075848303392,0,lagged,power,500,0.1
5,Oracle,,18.759446443824125,0.001996007984031936,1,lagged,power,500,0.1
5,DM,,-0.46808770686661405,0.9720558882235529,0,lagged,power,500,0.1
5,cDM,,-0.018081090408140453,0.6087824351297405,0,lagged,power,500,0.1
5,SS,1.600533935277511,-8.359148942738248,0.9960079840319361,0,lagged,power,500,0.1
6,RC,0.8321006516084684,-4.7776726124432445,0.7085828343313373,0,lagged,power,500,0.1
6,Oracle,,12.711213959468784,0.001996007984031936,1,lagged,power,500,0.1
6,DM,,0.07328701451084178,0.37524950099800397,0,lagged,power,500,0.1
6,cDM,,0.0733751207861487,0.0998003992015968,1,lagged,power,500,0.1
6,SS,0.9401527722598025,-1.0948897371613853,0.13572854291417166,0,lagged,power,500,0.1
7,RC,0.502572539070215,15.411600787103472,0.001996007984031936,1,lagged,power,500,0.1
7,Oracle,,11.070847012476367,0.001996007984031936,1,lagged,power,500,0.1
7,DM,,0.4363535340213261,0.033932135728542916,1,lagged,power,500,0.1
7,cDM,,0.05628720326375052,0.1656686626746507,0,lagged,power,500,0.1
7,SS,0.9083887508203614,-0.6436469009957044,0.10379241516966067,0,lagged,power,500,0.1
8,RC,0.7404892436103205,1.0187529671661069,0.3652694610778443,0,lagged,power,500,0.1
8,Oracle,,10.65944154329717,0.001996007984031936,1,lagged,power,500,0.1
8,DM,,-0.16271470041138658,0.7604790419161677,0,lagged,power,500,0.1
8,cDM,,-0.012208836837901353,0.5868263473053892,0,lagged,power,500,0.1
8,SS,0.7933018250885885,-0.8527038619078091,0.2754491017964072,0,lagged,power,500,0.1
9,RC,0.8570880698471797,9.105024990131835,0.16167664670658682,0,lagged,power,500,0.1
9,Oracle,,22.92093386431208,0.001996007984031936,1,lagged,power,500,0.1
9,DM,,-0.049541614096966384,0.5329341317365269,0,lagged,power,500,0.1
9,cDM,,0.09050593230695739,0.06986027944111776,1,lagged,power,500,0.1
9,SS,0.9537617771324883,3.898355585646635,0.10379241516966067,0,lagged,power,500,0.1
10,RC,0.5832418316876624,-1.2170428101815316,0.6367265469061876,0,lagged,power,500,0.1
10,Oracle,,9.89326352295798,0.001996007984031936,1,lagged,power,500,0.1
10,DM,,0.050720661692239086,0.3972055888223553,0,lagged,power,500,0.1
10,cDM,,0.009380365664667599,0.4590818363273453,0,lagged,power,500,0.1
