rep,method,rmse,k,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
0,RC,0.6596977021541655,1,-0.7608879927845363,0.7125748502994012,0,lagged,power,500,0.1
0,Oracle,,1,1.1308099910891225,0.059880239520958084,1,lagged,power,500,0.1
0,DM,,1,-0.1802637114204997,0.6706586826347305,0,lagged,power,500,0.1
0,cDM,,1,0.01489303748291611,0.4810379241516966,0,lagged,power,500,0.1
0,SS,1.5577471063471469,1,-3.2097215954625264,0.9620758483033932,0,lagged,power,500,0.1
0,RC,0.5634856824962472,2,0.1938560791164217,0.4291417165668663,0,lagged,power,500,0.1
0,Oracle,,2,0.876516930080651,0.4471057884231537,0,lagged,power,500,0.1
0,DM,,2,-0.5295746891468011,0.8802395209580839,0,lagged,power,500,0.1
0,cDM,,2,-0.10753830015174065,0.782435129740519,0,lagged,power,500,0.1
0,SS,1.1923289349900472,2,-0.6279251172535485,0.4291417165668663,0,lagged,power,500,0.1
0,RC,1.14477411903904,3,0.5951629295110485,0.19760479041916168,0,lagged,power,500,0.1
0,Oracle,,3,3.442373234842736,0.029940119760479042,1,lagged,power,500,0.1
0,DM,,3,0.12770776492071187,0.41916167664670656,0,lagged,power,500,0.1
0,cDM,,3,-0.08487164628916825,0.7345309381237525,0,lagged,power,500,0.1
0,SS,1.8607853760311932,3,0.25660943977805284,0.19560878243512975,0,lagged,power,500,0.1
0,RC,0.8099950816809667,4,0.20666206208322652,0.07784431137724551,1,lagged,power,500,0.1
0,Oracle,,4,1.3036867346355963,0.001996007984031936,1,lagged,power,500,0.1
0,DM,,4,-0.5351933301480309,0.8782435129740519,0,lagged,power,500,0.1
0,cDM,,4,0.1842374462844735,0.04590818363273453,1,lagged,power,500,0.1
0,SS,1.4108949913555493,4,0.5673475238102101,0.6966067864271457,0,lagged,power,500,0.1
0,RC,0.9585282445566267,5,0.45849008335347474,0.3213572854291417,0,lagged,power,500,0.1
