rep,assumption,subgroup,method,statistic,group_size,true_threshold,estimated_threshold,threshold_error,null_leakage,effective_purity,effective_coverage,selected_mu_min_samples_leaf,selected_b_min_samples_leaf,mean_true_tau,mean_tau_hat,pvalue,reject,stat
65,static,null_subgroup,RV,aipw,326,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,100,20,-0.0007668711656441718,0.004721185488635564,0.8903654485049833,0,-0.005187452385563981
66,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,60,10,-0.25,-0.1789873572085615,0.0033222591362126247,1,-0.24890169861033304
66,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,60,10,0.0,-0.0003274815405978061,0.11627906976744186,0,-0.004992105956319451
67,static,effective_subgroup,RV,aipw,172,3.697167441221257,3.71032289140759,0.013155450186332907,0.009146341463414634,1.0,0.9828571428571429,100,10,-0.25,-0.15177394101028832,0.0033222591362126247,1,-0.2548440126322326
67,static,null_subgroup,RV,aipw,328,3.697167441221257,3.71032289140759,0.013155450186332907,0.009146341463414634,1.0,0.9828571428571429,100,10,-0.0022865853658536584,0.0,0.2956810631229236,0,0.0022225278290961157
68,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,-0.24717514124293785,-0.13379334288713365,0.0033222591362126247,1,-0.25138217457961043
68,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,0.0,0.0,0.6511627906976745,0,-0.0019527372165123696
69,static,effective_subgroup,RV,aipw,172,3.697167441221257,3.71032289140759,0.013155450186332907,0.009146341463414634,1.0,0.9828571428571429,40,10,-0.25,-0.1961679545206912,0.0033222591362126247,1,-0.2595938057946357
69,static,null_subgroup,RV,aipw,328,3.697167441221257,3.71032289140759,0.013155450186332907,0.009146341463414634,1.0,0.9828571428571429,40,10,-0.0022865853658536584,0.0015191131794380823,0.9634551495016611,0,-0.00833583391326075
70,static,effective_subgroup,RV,aipw,174,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,100,10,-0.25,-0.16604744904473748,0.0033222591362126247,1,-0.2484437508832346
70,static,null_subgroup,RV,aipw,326,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,100,10,-0.0007668711656441718,-0.004694068899801375,0.3521594684385382,0,-0.0016893560050967274
71,static,effective_subgroup,RV,aipw,174,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,100,10,-0.25,-0.23514662025748906,0.0033222591362126247,1,-0.25315278641437133
71,static,null_subgroup,RV,aipw,326,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,100,10,-0.0007668711656441718,0.0,0.26578073089701,0,0.0029795738992239923
72,static,effective_subgroup,RV,aipw,179,3.697167441221257,3.68522277661039,-0.011944664610866962,0.0,0.9776536312849162,1.0,40,10,-0.24441340782122906,-0.21833167701102885,0.0033222591362126247,1,-0.2564365323976049
72,static,null_subgroup,RV,aipw,321,3.697167441221257,3.68522277661039,-0.011944664610866962,0.0,0.9776536312849162,1.0,40,10,0.0,0.0013820904728877716,0.574750830564784,0,-0.0006556495652615963
73,static,effective_subgroup,RV,aipw,178,3.697167441221257,3.68702774075046,-0.010139700470797042,0.0,0.9831460674157303,1.0,40,10,-0.24578651685393257,-0.12069553301950446,0.0033222591362126247,1,-0.2415614576192831
73,static,null_subgroup,RV,aipw,322,3.697167441221257,3.68702774075046,-0.010139700470797042,0.0,0.9831460674157303,1.0,40,10,0.0,0.0,0.9069767441860465,0,-0.004619339630160332
74,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.19133610264271425,0.0033222591362126247,1,-0.24578308081535954
74,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,0.001961078799576559,0.006644518272425249,1,0.011076571281595617
75,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.2061575795096002,0.0033222591362126247,1,-0.24806560206188694
75,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,-0.0040270073639122606,0.9036544850498339,0,0.005496558640084718
76,static,effective_subgroup,RV,aipw,178,3.697167441221257,3.68702774075046,-0.010139700470797042,0.0,0.9831460674157303,1.0,40,10,-0.24578651685393257,-0.17805318833470338,0.0033222591362126247,1,-0.24750477742541413
76,static,null_subgroup,RV,aipw,322,3.697167441221257,3.68702774075046,-0.010139700470797042,0.0,0.9831460674157303,1.0,40,10,0.0,0.00608623068473403,0.04983388704318937,1,0.007926538337245076
77,static,effective_subgroup,RV,aipw,174,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.25,-0.22803212230227524,0.0033222591362126247,1,-0.2675057175991492
77,static,null_subgroup,RV,aipw,326,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.0007668711656441718,0.0,0.7906976744186046,0,-0.003440610569180742
78,static,effective_subgroup,RV,aipw,178,3.697167441221257,3.68702774075046,-0.010139700470797042,0.0,0.9831460674157303,1.0,100,10,-0.24578651685393257,-0.16221432900735347,0.0033222591362126247,1,-0.24427342764797477
78,static,null_subgroup,RV,aipw,322,3.697167441221257,3.68702774075046,-0.010139700470797042,0.0,0.9831460674157303,1.0,100,10,0.0,-0.003107250853933096,0.6877076411960132,0,0.0016058251849656706
79,static,effective_subgroup,RV,aipw,180,3.697167441221257,3.67188587773737,-0.025281563483887215,0.0,0.9722222222222222,1.0,40,10,-0.24305555555555555,-0.1902760921792495,0.0033222591362126247,1,-0.2462344704449683
79,static,null_subgroup,RV,aipw,320,3.697167441221257,3.67188587773737,-0.025281563483887215,0.0,0.9722222222222222,1.0,40,10,0.0,0.0,0.6611295681063123,0,-0.001816712554086604
80,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,-0.24717514124293785,-0.19486685966610554,0.0033222591362126247,1,-0.25645729151302993
80,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,0.0,-0.00032367723494117624,0.9700996677740864,0,0.008687962276826907
81,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.21886442816549342,0.0033222591362126247,1,-0.25361685468930545
81,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,0.0012037228578691032,0.9169435215946844,0,-0.005754554132022459
82,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,100,10,-0.25,-0.1654034067614169,0.0033222591362126247,1,-0.26239109708704567
82,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,100,10,0.0,0.0,0.4053156146179402,0,0.0005846399934721458
83,static,effective_subgroup,RV,aipw,181,3.697167441221257,3.6717967987898814,-0.025370642431375767,0.0,0.9668508287292817,1.0,40,10,-0.24171270718232044,-0.20411149353638647,0.0033222591362126247,1,-0.24548103229871593
83,static,null_subgroup,RV,aipw,319,3.697167441221257,3.6717967987898814,-0.025370642431375767,0.0,0.9668508287292817,1.0,40,10,0.0,0.0032853969268188243,0.08305647840531562,1,0.006074963936910859
84,static,effective_subgroup,RV,aipw,174,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.25,-0.1550691753547458,0.0033222591362126247,1,-0.24055977258139355
84,static,null_subgroup,RV,aipw,326,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.0007668711656441718,-0.0002691266183961,0.10631229235880399,0,-0.004853003131606157
85,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6959170948476068,-0.0012503463736504017,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.18409948420238703,0.0033222591362126247,1,-0.2481182401983723
85,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6959170948476068,-0.0012503463736504017,0.0,0.9943181818181818,1.0,40,10,0.0,0.0,0.8039867109634552,0,-0.0034212303809264483
86,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6958897479893276,-0.0012776932319296108,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.15128133592330847,0.0033222591362126247,1,-0.2499433075012832
86,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6958897479893276,-0.0012776932319296108,0.0,0.9943181818181818,1.0,40,10,0.0,0.00018104281979436623,0.9069767441860465,0,-0.005358685004498177
87,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,-0.25,-0.20303769853272577,0.0033222591362126247,1,-0.2509918044700896
87,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,0.0,0.00019347281852580321,0.7043189368770764,0,-0.002752931395392157
88,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,40,-0.25,-0.15617575902784417,0.0033222591362126247,1,-0.2233729142902372
88,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,40,0.0,0.0,0.18604651162790697,0,0.003608939135195005
89,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6959170948476068,-0.0012503463736504017,0.0,0.9943181818181818,1.0,100,10,-0.24857954545454544,-0.20348782901352253,0.0033222591362126247,1,-0.24099444595053776
89,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6959170948476068,-0.0012503463736504017,0.0,0.9943181818181818,1.0,100,10,0.0,0.0,0.6212624584717608,0,-0.0007041093285804188
90,static,effective_subgroup,RV,aipw,174,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.25,-0.16374787706341892,0.0033222591362126247,1,-0.24684671039356862
90,static,null_subgroup,RV,aipw,326,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.0007668711656441718,-0.00026646224068614573,0.33554817275747506,0,-0.0017138875324424075
91,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,60,20,-0.24857954545454544,-0.18196678459035825,0.0033222591362126247,1,-0.2497628776453408
91,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,60,20,0.0,0.0,0.9634551495016611,0,-0.0074747714031030785
92,static,effective_subgroup,RV,aipw,178,3.697167441221257,3.68702774075046,-0.010139700470797042,0.0,0.9831460674157303,1.0,40,10,-0.24578651685393257,-0.15796888476653506,0.0033222591362126247,1,-0.2525297584035727
92,static,null_subgroup,RV,aipw,322,3.697167441221257,3.68702774075046,-0.010139700470797042,0.0,0.9831460674157303,1.0,40,10,0.0,-0.002885518549726188,0.7840531561461794,0,0.003068217220346576
93,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,-0.25,-0.1924726837220453,0.0033222591362126247,1,-0.2603180206569766
93,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,0.0,0.0,0.5880398671096345,0,-0.0005347857931439076
94,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,-0.25,-0.2137617406812933,0.0033222591362126247,1,-0.2541468096410084
94,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,0.0,-0.0006222263972641733,0.5880398671096345,0,0.0014752491275653048
95,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.18244973718929555,0.0033222591362126247,1,-0.2501581124410647
95,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,-0.0002666441468048655,0.21262458471760798,0,-0.0035663282594076535
96,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,-0.24717514124293785,-0.1826137375903485,0.0033222591362126247,1,-0.2634706343404223
96,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,0.0,-0.0007754487685023554,0.15282392026578073,0,-0.0038994887988787518
97,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.699204441207709,0.002036999986451793,0.0,1.0,1.0,40,10,-0.25,-0.23670102238130386,0.0033222591362126247,1,-0.25507663721929585
97,static,null_subgroup,RV,aipw,325,3.697167441221257,3.699204441207709,0.002036999986451793,0.0,1.0,1.0,40,10,0.0,0.0,0.3588039867109635,0,0.0019038281013277285
98,static,effective_subgroup,RV,aipw,174,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.25,-0.17717494047781002,0.0033222591362126247,1,-0.2580801858414891
98,static,null_subgroup,RV,aipw,326,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.0007668711656441718,0.0033248556792287195,0.08305647840531562,1,0.00554811506459343
99,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,-0.25,-0.19426318194971193,0.0033222591362126247,1,-0.241653493535466
99,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,0.0,0.0,0.6877076411960132,0,-0.0017490298594333691
