rep,assumption,subgroup,method,statistic,group_size,true_threshold,estimated_threshold,threshold_error,null_leakage,effective_purity,effective_coverage,selected_mu_min_samples_leaf,selected_b_min_samples_leaf,mean_true_tau,mean_tau_hat,pvalue,reject,stat
5,static,null_subgroup,RV,aipw,321,3.697167441221257,3.68522277661039,-0.011944664610866962,0.0,0.9776536312849162,1.0,40,10,0.0,0.0,1.0,0,-0.011194566174267544
6,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.19663836193164322,0.0033222591362126247,1,-0.23917724843869892
6,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,0.0,0.43853820598006643,0,0.001321509770926719
7,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,-0.25,-0.1719178119799359,0.0033222591362126247,1,-0.24632923550223648
7,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,0.0,0.0,0.06976744186046512,1,0.006207832219219906
8,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.21450533734397847,0.0033222591362126247,1,-0.25248630280844575
8,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,-0.0032022502189746837,0.9069767441860465,0,0.005233987947742983
9,static,effective_subgroup,RV,aipw,174,3.697167441221257,3.700454670986787,0.0032872297655299754,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.25,-0.14601364537126235,0.0033222591362126247,1,-0.23893699402574625
9,static,null_subgroup,RV,aipw,326,3.697167441221257,3.700454670986787,0.0032872297655299754,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.0007668711656441718,0.0,0.11960132890365449,0,0.004378693172390884
10,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,-0.24717514124293785,-0.1986005573589821,0.0033222591362126247,1,-0.25607046104321335
10,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,0.0,0.0,0.7109634551495017,0,-0.001998366003483363
11,static,effective_subgroup,RV,aipw,179,3.697167441221257,3.68522277661039,-0.011944664610866962,0.0,0.9776536312849162,1.0,100,10,-0.24441340782122906,-0.13344009162417106,0.0033222591362126247,1,-0.23465862335101634
11,static,null_subgroup,RV,aipw,321,3.697167441221257,3.68522277661039,-0.011944664610866962,0.0,0.9776536312849162,1.0,100,10,0.0,0.00018242984571899528,0.08305647840531562,1,0.0067131570774008765
12,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,-0.25,-0.12429566076621841,0.0033222591362126247,1,-0.2567580703735862
12,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,0.0,0.0,0.1362126245847176,0,0.00462984795452405
13,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,-0.24717514124293785,-0.15759217950774698,0.0033222591362126247,1,-0.25653625689487336
13,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,0.0,0.0,0.8372093023255814,0,-0.0033275840318794823
14,static,effective_subgroup,RV,aipw,179,3.697167441221257,3.68522277661039,-0.011944664610866962,0.0,0.9776536312849162,1.0,40,10,-0.24441340782122906,-0.20431709965691713,0.0033222591362126247,1,-0.24308233323451178
14,static,null_subgroup,RV,aipw,321,3.697167441221257,3.68522277661039,-0.011944664610866962,0.0,0.9776536312849162,1.0,40,10,0.0,0.0,0.5382059800664452,0,0.00018677397434703003
15,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.17832160435388086,0.0033222591362126247,1,-0.25601063010597463
15,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,0.0,0.21262458471760798,0,0.0031382384375167457
16,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,100,10,-0.24717514124293785,-0.17429789268018275,0.0033222591362126247,1,-0.26191955450459414
16,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,100,10,0.0,-0.00024038603029484935,0.7807308970099668,0,0.0027042036126395472
17,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,100,10,-0.25,-0.1928175699214481,0.0033222591362126247,1,-0.2584228507999916
17,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,100,10,0.0,-0.0006489737052676783,0.34219269102990035,0,-0.0018312463696046547
18,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,100,20,-0.24857954545454544,-0.19925881103062767,0.0033222591362126247,1,-0.25398509338775827
18,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,100,20,0.0,0.0,0.8737541528239202,0,-0.005070231040007304
19,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,100,10,-0.24717514124293785,-0.22139845649986217,0.0033222591362126247,1,-0.26491922584043986
19,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,100,10,0.0,0.0,0.9900332225913622,0,-0.009748855086515403
20,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,-0.24717514124293785,-0.21109977051545772,0.0033222591362126247,1,-0.23792360464114046
20,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,0.0,-0.0030010360012696184,0.06976744186046512,1,-0.006333089048445821
21,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,-0.24717514124293785,-0.18446844096734322,0.0033222591362126247,1,-0.2546476514208275
21,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,0.0,0.0023067936399377748,0.25249169435215946,0,0.002062249884032687
22,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.6947099167398205,-0.002457524481436657,0.0,0.9887005649717514,1.0,40,10,-0.24717514124293785,-0.17200925814179605,0.0033222591362126247,1,-0.23902012297492234
22,static,null_subgroup,RV,aipw,323,3.697167441221257,3.6947099167398205,-0.002457524481436657,0.0,0.9887005649717514,1.0,40,10,0.0,0.0032186882093824436,0.6943521594684385,0,-0.002015540370203014
23,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.22879946857618919,0.0033222591362126247,1,-0.2533253711244595
23,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,2.569960705150825e-19,0.9302325581395349,0,-0.006339247181529985
24,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,-0.24717514124293785,-0.1536498047787228,0.0033222591362126247,1,-0.24867386730793384
24,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,0.0,0.0,0.292358803986711,0,0.0023649657456215126
25,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.23412259413202205,0.0033222591362126247,1,-0.2607131691819394
25,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,0.0,0.8106312292358804,0,-0.003194893054195039
26,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.185548203719479,0.0033222591362126247,1,-0.26419019670398136
26,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,-0.0008821328632397273,0.31561461794019935,0,-0.002258086626195235
27,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,-0.24717514124293785,-0.2197417826259314,0.0033222591362126247,1,-0.25796854484230364
27,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,0.0,-0.0007371007592167426,0.9401993355481728,0,0.006790389319688646
28,static,effective_subgroup,RV,aipw,174,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.25,-0.19280692566990462,0.0033222591362126247,1,-0.24615726563169815
28,static,null_subgroup,RV,aipw,326,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.0007668711656441718,0.0,0.5149501661129569,0,-0.00046053745473948295
29,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,-0.25,-0.16796495784327217,0.0033222591362126247,1,-0.24832597520695812
29,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,0.0,0.00015844323113000983,0.6046511627906976,0,-0.0006815709103940481
30,static,effective_subgroup,RV,aipw,171,3.697167441221257,3.71051862921742,0.01335118799616275,0.0121580547112462,1.0,0.9771428571428571,40,10,-0.25,-0.16952115850535648,0.0033222591362126247,1,-0.2518871507914449
30,static,null_subgroup,RV,aipw,329,3.697167441221257,3.71051862921742,0.01335118799616275,0.0121580547112462,1.0,0.9771428571428571,40,10,-0.00303951367781155,0.0,0.11295681063122924,0,0.004649502420912463
31,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,60,20,-0.24857954545454544,-0.18023192078498107,0.0033222591362126247,1,-0.2559116740235635
31,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,60,20,0.0,0.0,0.4750830564784053,0,0.0006946760655283972
32,static,effective_subgroup,RV,aipw,174,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.25,-0.17893077317584324,0.0033222591362126247,1,-0.2555262781764112
32,static,null_subgroup,RV,aipw,326,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.0007668711656441718,0.004723247684694573,0.059800664451827246,1,0.006497880148331163
33,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.2050116295764892,0.0033222591362126247,1,-0.24490920066241156
33,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,0.0,0.6046511627906976,0,-0.001754354951704004
34,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.17195126104202574,0.0033222591362126247,1,-0.25110786204755153
34,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,0.0,0.7475083056478405,0,-0.0029985921948254305
35,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.19187331370446217,0.0033222591362126247,1,-0.25301018457089935
35,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,0.0,0.016611295681063124,1,0.008182310947760587
36,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,60,10,-0.24717514124293785,-0.20706589324272615,0.0033222591362126247,1,-0.25516959674441414
36,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,60,10,0.0,0.0,0.8338870431893688,0,-0.004885823080094449
37,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,-0.25,-0.2038711932175298,0.0033222591362126247,1,-0.2518016213663403
37,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,0.0,0.0021612571783057367,0.10631229235880399,0,0.005105395633724192
38,static,effective_subgroup,RV,aipw,179,3.697167441221257,3.68522277661039,-0.011944664610866962,0.0,0.9776536312849162,1.0,60,10,-0.24441340782122906,-0.1827761561507895,0.0033222591362126247,1,-0.2438728224113563
38,static,null_subgroup,RV,aipw,321,3.697167441221257,3.68522277661039,-0.011944664610866962,0.0,0.9776536312849162,1.0,60,10,0.0,0.0,0.5182724252491694,0,-0.00014070462193139008
39,static,effective_subgroup,RV,aipw,179,3.697167441221257,3.68522277661039,-0.011944664610866962,0.0,0.9776536312849162,1.0,40,10,-0.24441340782122906,-0.14988173927303358,0.0033222591362126247,1,-0.24357595834756846
39,static,null_subgroup,RV,aipw,321,3.697167441221257,3.68522277661039,-0.011944664610866962,0.0,0.9776536312849162,1.0,40,10,0.0,0.0,0.2026578073089701,0,0.0034819416566658394
40,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.19240518080212918,0.0033222591362126247,1,-0.25074354839065033
40,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,0.004978279764971,0.9335548172757475,0,-0.006958551226374986
41,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,100,10,-0.25,-0.18769774452405183,0.0033222591362126247,1,-0.25065288485891646
41,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,100,10,0.0,0.0005192289891614901,0.8039867109634552,0,-0.0043332777062115285
42,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,80,10,-0.24717514124293785,-0.18617897218158636,0.0033222591362126247,1,-0.24094564560053625
42,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,80,10,0.0,0.0,0.1362126245847176,0,0.004574791408681885
43,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.18712522928646835,0.0033222591362126247,1,-0.24882307570869178
43,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,0.0,0.8571428571428571,0,-0.003938294907770776
44,static,effective_subgroup,RV,aipw,172,3.697167441221257,3.71032289140759,0.013155450186332907,0.009146341463414634,1.0,0.9828571428571429,40,10,-0.25,-0.23015691043465616,0.0033222591362126247,1,-0.26145779352334697
44,static,null_subgroup,RV,aipw,328,3.697167441221257,3.71032289140759,0.013155450186332907,0.009146341463414634,1.0,0.9828571428571429,40,10,-0.0022865853658536584,-0.0003513329667005156,0.7441860465116279,0,0.0021763607866591753
45,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,100,40,-0.24717514124293785,-0.1905013808696937,0.0033222591362126247,1,-0.2525272211546711
45,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,100,40,0.0,-0.0010561461611298035,0.53156146179402,0,0.00020515590792166572
46,static,effective_subgroup,RV,aipw,174,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.25,-0.18836870626825636,0.0033222591362126247,1,-0.24835562520922583
46,static,null_subgroup,RV,aipw,326,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.0007668711656441718,0.0017179576380015476,0.4584717607973422,0,0.00047031115974609033
47,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,100,10,-0.25,-0.17643613448575335,0.0033222591362126247,1,-0.25238800820190327
47,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,100,10,0.0,-0.006129046785948452,0.7408637873754153,0,0.0028654878434459987
48,static,effective_subgroup,RV,aipw,174,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,80,40,-0.25,-0.18898761251373358,0.0033222591362126247,1,-0.23877200364463497
48,static,null_subgroup,RV,aipw,326,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,80,40,-0.0007668711656441718,0.0006936795760479312,0.3089700996677741,0,0.002460155973668811
49,static,effective_subgroup,RV,aipw,178,3.697167441221257,3.693832197148408,-0.0033352440728493526,0.0,0.9831460674157303,1.0,40,10,-0.24578651685393257,-0.1785749938028664,0.0033222591362126247,1,-0.24091189336646274
49,static,null_subgroup,RV,aipw,322,3.697167441221257,3.693832197148408,-0.0033352440728493526,0.0,0.9831460674157303,1.0,40,10,0.0,0.0,0.5016611295681063,0,-9.305910424716527e-05
50,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6959170948476068,-0.0012503463736504017,0.0,0.9943181818181818,1.0,100,10,-0.24857954545454544,-0.19150877529467286,0.0033222591362126247,1,-0.2513093643958584
50,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6959170948476068,-0.0012503463736504017,0.0,0.9943181818181818,1.0,100,10,0.0,0.0,0.9634551495016611,0,-0.0075984651561642556
51,static,effective_subgroup,RV,aipw,178,3.697167441221257,3.68702774075046,-0.010139700470797042,0.0,0.9831460674157303,1.0,40,10,-0.24578651685393257,-0.1852737306426221,0.0033222591362126247,1,-0.2547318825949093
51,static,null_subgroup,RV,aipw,322,3.697167441221257,3.68702774075046,-0.010139700470797042,0.0,0.9831460674157303,1.0,40,10,0.0,0.0,0.4119601328903654,0,0.0011855667117383584
52,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,100,10,-0.24857954545454544,-0.17223617295935217,0.0033222591362126247,1,-0.2722296043546872
52,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,100,10,0.0,0.0,0.24584717607973422,0,0.0024036481862721145
53,static,effective_subgroup,RV,aipw,174,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.25,-0.21871110563222798,0.0033222591362126247,1,-0.27024240462607485
53,static,null_subgroup,RV,aipw,326,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.0007668711656441718,0.000758901658114315,0.5614617940199336,0,-0.0008011553952849453
54,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,-0.24717514124293785,-0.18966467603368023,0.0033222591362126247,1,-0.25383029825684567
54,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,0.0,0.0009666283643204003,0.7375415282392026,0,-0.0031414518100054733
55,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,-0.25,-0.22345664047476288,0.0033222591362126247,1,-0.2714904964592689
55,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,0.0,0.0,0.654485049833887,0,-0.001429267982290607
56,static,effective_subgroup,RV,aipw,174,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.25,-0.1979497175197386,0.0033222591362126247,1,-0.24000088150647075
56,static,null_subgroup,RV,aipw,326,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10,-0.0007668711656441718,0.0,0.7508305647840532,0,-0.002781170699317638
57,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.19021474147528927,0.0033222591362126247,1,-0.2558941692076411
57,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,-0.0008124977994227142,0.006644518272425249,1,-0.008882148086199904
58,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.17941535857613433,0.0033222591362126247,1,-0.2508462795356083
58,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,0.0024900483427454895,0.09966777408637874,1,0.005762627831993635
59,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.699204441207709,0.002036999986451793,0.0,1.0,1.0,40,40,-0.25,-0.16895916345425138,0.0033222591362126247,1,-0.2504479914447363
59,static,null_subgroup,RV,aipw,325,3.697167441221257,3.699204441207709,0.002036999986451793,0.0,1.0,1.0,40,40,0.0,0.0,0.9667774086378738,0,-0.00645741356835471
60,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,-0.24717514124293785,-0.20019666478166945,0.0033222591362126247,1,-0.25769412053861396
60,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,0.0,0.008203604739130442,0.3687707641196013,0,0.0013550911226886952
61,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,-0.24717514124293785,-0.21339595534312658,0.0033222591362126247,1,-0.25504915392569527
61,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,0.0,0.0,0.4485049833887043,0,0.000313601337260192
62,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,-0.24857954545454544,-0.19658926254842057,0.0033222591362126247,1,-0.25015370941954956
62,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10,0.0,0.0,0.12624584717607973,0,0.004029406740709933
63,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,20,-0.25,-0.20528178225904112,0.0033222591362126247,1,-0.24974203566364078
63,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,20,0.0,0.0,0.6478405315614618,0,-0.0012477689800960002
64,static,effective_subgroup,RV,aipw,171,3.697167441221257,3.71051862921742,0.01335118799616275,0.0121580547112462,1.0,0.9771428571428571,40,10,-0.25,-0.21256883689650544,0.0033222591362126247,1,-0.2565862256791995
64,static,null_subgroup,RV,aipw,329,3.697167441221257,3.71051862921742,0.01335118799616275,0.0121580547112462,1.0,0.9771428571428571,40,10,-0.00303951367781155,0.0,0.9036544850498339,0,-0.005701863588975051
65,static,effective_subgroup,RV,aipw,174,3.697167441221257,3.69937419120658,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,100,20,-0.25,-0.14228736788022076,0.0033222591362126247,1,-0.2511167181417232
