rep,method,rmse,l,n_terms,pvalue,reject,assumption,setting,n_perms,alpha
0,RC,0.870490443191497,0,5,0.3874929996181271,0,lagged,power,500,0.1
0,Oracle,,0,5,7.197157139858095e-08,1,lagged,power,500,0.1
0,DM,,0,5,0.7032510703475561,0,lagged,power,500,0.1
0,cDM,,0,5,0.4209332163611354,0,lagged,power,500,0.1
0,SS,0.5339034428122063,0,5,0.006357462814226133,1,lagged,power,500,0.1
0,RC,0.9794508879700018,1,4,0.005115615957053838,1,lagged,power,500,0.1
0,Oracle,,1,4,3.872392094199468e-06,1,lagged,power,500,0.1
0,DM,,1,4,0.6868213958271416,0,lagged,power,500,0.1
0,cDM,,1,4,0.270910782460339,0,lagged,power,500,0.1
0,SS,0.6426718907577081,1,4,0.011162304670582698,1,lagged,power,500,0.1
0,RC,1.121359438562026,2,3,0.1321422509613497,0,lagged,power,500,0.1
0,Oracle,,2,3,0.00010587010844035715,1,lagged,power,500,0.1
0,DM,,2,3,0.824967408284212,0,lagged,power,500,0.1
0,cDM,,2,3,0.4233458316437386,0,lagged,power,500,0.1
0,SS,0.7569717739813729,2,3,0.6527935588581137,0,lagged,power,500,0.1
0,RC,0.5943116313213106,3,2,0.04026362990756422,1,lagged,power,500,0.1
0,Oracle,,3,2,0.016675318952463967,1,lagged,power,500,0.1
0,DM,,3,2,0.7488196925505697,0,lagged,power,500,0.1
0,cDM,,3,2,0.5451726017421027,0,lagged,power,500,0.1
0,SS,0.9187584810346224,3,2,0.5950509585340273,0,lagged,power,500,0.1
0,RC,0.41154990302694905,4,1,0.48303393213572854,0,lagged,power,500,0.1
0,Oracle,,4,1,0.24750499001996007,0,lagged,power,500,0.1
0,DM,,4,1,0.8083832335329342,0,lagged,power,500,0.1
0,cDM,,4,1,0.5269461077844312,0,lagged,power,500,0.1
0,SS,1.3613568624421852,4,1,0.08982035928143714,1,lagged,power,500,0.1
1,RC,0.6306910773259282,0,5,0.10069328805634989,0,lagged,power,500,0.1
1,Oracle,,0,5,5.097816176116996e-06,1,lagged,power,500,0.1
1,DM,,0,5,0.6504335977018882,0,lagged,power,500,0.1
1,cDM,,0,5,0.1585490857899034,0,lagged,power,500,0.1
1,SS,0.9363293306525557,0,5,0.1359132112562247,0,lagged,power,500,0.1
1,RC,1.1161423601684173,1,4,0.11229277169675063,0,lagged,power,500,0.1
1,Oracle,,1,4,6.969543672518263e-05,1,lagged,power,500,0.1
1,DM,,1,4,0.3807101656853479,0,lagged,power,500,0.1
1,cDM,,1,4,0.13258290794746502,0,lagged,power,500,0.1
1,SS,0.9233618337657112,1,4,0.33510270671701964,0,lagged,power,500,0.1
1,RC,0.8066706897820252,2,3,0.17825068685406587,0,lagged,power,500,0.1
1,Oracle,,2,3,0.0005264664973379449,1,lagged,power,500,0.1
1,DM,,2,3,0.5481809622202285,0,lagged,power,500,0.1
1,cDM,,2,3,0.16101173932032115,0,lagged,power,500,0.1
1,SS,0.8292439035754041,2,3,0.17934694196152498,0,lagged,power,500,0.1
1,RC,1.0052331499393428,3,2,0.021692460651822485,1,lagged,power,500,0.1
1,Oracle,,3,2,0.0009064813864241626,1,lagged,power,500,0.1
1,DM,,3,2,0.7002677122892517,0,lagged,power,500,0.1
1,cDM,,3,2,0.47672367620748246,0,lagged,power,500,0.1
