rep,method,rmse,k,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
0,RC,0.9662672603477204,1,-0.48384766308319216,0.313373253493014,0,lagged,power,500,0.1
0,Oracle,,1,1.7068540392194762,0.12974051896207583,0,lagged,power,500,0.1
0,DM,,1,-0.20671708528863628,0.6686626746506986,0,lagged,power,500,0.1
0,cDM,,1,0.13913341627413053,0.15568862275449102,0,lagged,power,500,0.1
0,SS,1.0152050901671323,1,1.4618450896855992,0.001996007984031936,1,lagged,power,500,0.1
0,RC,0.7228707663931797,2,-0.6441259001644747,0.7584830339321357,0,lagged,power,500,0.1
0,Oracle,,2,1.8861631466993078,0.01996007984031936,1,lagged,power,500,0.1
0,DM,,2,-0.6133429622180907,0.8602794411177644,0,lagged,power,500,0.1
0,cDM,,2,-0.2350402529841234,0.9001996007984032,0,lagged,power,500,0.1
0,SS,0.7804299097650493,2,0.8793867240895678,0.41317365269461076,0,lagged,power,500,0.1
0,RC,1.1969174657056285,3,-0.2624364141079384,0.49500998003992014,0,lagged,power,500,0.1
0,Oracle,,3,3.2660201101174486,0.013972055888223553,1,lagged,power,500,0.1
0,DM,,3,0.5664975560215861,0.10379241516966067,0,lagged,power,500,0.1
0,cDM,,3,0.26549926927940304,0.02594810379241517,1,lagged,power,500,0.1
0,SS,0.9168723746032643,3,-0.19750577799500868,0.6067864271457086,0,lagged,power,500,0.1
0,RC,0.5255681250407079,4,1.890165954195891,0.043912175648702596,1,lagged,power,500,0.1
0,Oracle,,4,2.018865660801975,0.12974051896207583,0,lagged,power,500,0.1
0,DM,,4,-0.9712733685373214,0.9600798403193613,0,lagged,power,500,0.1
0,cDM,,4,0.05546581739556581,0.3872255489021956,0,lagged,power,500,0.1
0,SS,0.8708943144985991,4,1.6652949051899397,0.003992015968063872,1,lagged,power,500,0.1
0,RC,1.1740203703102647,5,0.6628668310197849,0.30538922155688625,0,lagged,power,500,0.1
0,Oracle,,5,6.225131835649044,0.005988023952095809,1,lagged,power,500,0.1
0,DM,,5,-0.4010332421172797,0.7425149700598802,0,lagged,power,500,0.1
0,cDM,,5,-0.11052835538511048,0.7884231536926147,0,lagged,power,500,0.1
0,SS,1.0329029437884971,5,0.15217097211225608,0.23952095808383234,0,lagged,power,500,0.1
1,RC,1.1823545141686465,1,-1.8584504129391095,0.6746506986027944,0,lagged,power,500,0.1
1,Oracle,,1,2.1120376051307495,0.17764471057884232,0,lagged,power,500,0.1
1,DM,,1,0.04950148923186581,0.4630738522954092,0,lagged,power,500,0.1
1,cDM,,1,0.14294171830599167,0.17564870259481039,0,lagged,power,500,0.1
1,SS,1.002578275735796,1,-0.7861620765746855,0.4031936127744511,0,lagged,power,500,0.1
1,RC,0.1621759546071783,2,-0.08851387225150997,0.4351297405189621,0,lagged,power,500,0.1
1,Oracle,,2,-0.009175324043540692,0.720558882235529,0,lagged,power,500,0.1
1,DM,,2,0.061035736841968606,0.4550898203592814,0,lagged,power,500,0.1
1,cDM,,2,0.13119633332073632,0.1536926147704591,0,lagged,power,500,0.1
1,SS,0.7090874800919117,2,0.4041932013691615,0.059880239520958084,1,lagged,power,500,0.1
1,RC,1.2216226172310063,3,-1.256123259195858,0.8323353293413174,0,lagged,power,500,0.1
1,Oracle,,3,1.5993215799458225,0.033932135728542916,1,lagged,power,500,0.1
1,DM,,3,0.7482242822454022,0.11976047904191617,0,lagged,power,500,0.1
1,cDM,,3,-0.08017871665505891,0.6806387225548902,0,lagged,power,500,0.1
1,SS,0.9251656953868798,3,-0.6078001287830902,0.7924151696606786,0,lagged,power,500,0.1
1,RC,0.8833838473785615,4,-0.44357338415599123,0.17564870259481039,0,lagged,power,500,0.1
1,Oracle,,4,0.9511316640786889,0.017964071856287425,1,lagged,power,500,0.1
1,DM,,4,-0.5346516634469739,0.8522954091816367,0,lagged,power,500,0.1
1,cDM,,4,0.024098049615243693,0.4471057884231537,0,lagged,power,500,0.1
1,SS,0.8722270149459327,4,-0.5531313753310039,0.6347305389221557,0,lagged,power,500,0.1
1,RC,1.0710595486587053,5,2.9946648217351663,0.059880239520958084,1,lagged,power,500,0.1
1,Oracle,,5,5.082091734614616,0.001996007984031936,1,lagged,power,500,0.1
1,DM,,5,0.09647835765966903,0.44510978043912175,0,lagged,power,500,0.1
1,cDM,,5,0.23571810258785802,0.059880239520958084,1,lagged,power,500,0.1
1,SS,1.4910979795687789,5,-1.953202632601957,0.7604790419161677,0,lagged,power,500,0.1
2,RC,0.6370434059729634,1,-1.8277262670649552,0.810379241516966,0,lagged,power,500,0.1
2,Oracle,,1,0.05263065736834853,0.6686626746506986,0,lagged,power,500,0.1
2,DM,,1,0.4802721433460428,0.2315369261477046,0,lagged,power,500,0.1
2,cDM,,1,-0.025019868389888313,0.5608782435129741,0,lagged,power,500,0.1
2,SS,0.9517411490086971,1,-1.6907090187985994,0.9580838323353293,0,lagged,power,500,0.1
2,RC,0.4589738365881905,2,0.2064740889836841,0.021956087824351298,1,lagged,power,500,0.1
2,Oracle,,2,-0.08199896303546786,0.2554890219560878,0,lagged,power,500,0.1
2,DM,,2,0.052115420788337,0.4550898203592814,0,lagged,power,500,0.1
2,cDM,,2,-0.1577704789978589,0.8622754491017964,0,lagged,power,500,0.1
2,SS,0.7320529597921238,2,-0.044579627390010826,0.3313373253493014,0,lagged,power,500,0.1
2,RC,0.7994566139287282,3,0.7918577259867056,0.4491017964071856,0,lagged,power,500,0.1
2,Oracle,,3,0.5963500288012804,0.12974051896207583,0,lagged,power,500,0.1
2,DM,,3,-1.1034848218635522,0.9500998003992016,0,lagged,power,500,0.1
2,cDM,,3,-0.18463012134673598,0.8243512974051896,0,lagged,power,500,0.1
2,SS,0.9666400210603596,3,0.02475007159795071,0.3812375249500998,0,lagged,power,500,0.1
2,RC,1.2044927335239386,4,10.045936273764351,0.021956087824351298,1,lagged,power,500,0.1
2,Oracle,,4,2.138216517563216,0.001996007984031936,1,lagged,power,500,0.1
2,DM,,4,-1.2364565449404223,0.9860279441117764,0,lagged,power,500,0.1
2,cDM,,4,0.23096359520766988,0.12574850299401197,0,lagged,power,500,0.1
2,SS,0.9665530233967685,4,-1.8032553669194111,0.9800399201596807,0,lagged,power,500,0.1
2,RC,1.7593425362949007,5,14.152780089492387,0.10179640718562874,0,lagged,power,500,0.1
2,Oracle,,5,3.2627920632533516,0.06786427145708583,1,lagged,power,500,0.1
2,DM,,5,-0.4353182619754596,0.7065868263473054,0,lagged,power,500,0.1
2,cDM,,5,-0.015057633671844404,0.5129740518962076,0,lagged,power,500,0.1
2,SS,1.0862446843556346,5,-2.5006100709882184,0.7944111776447106,0,lagged,power,500,0.1
