rep,method,rmse,t,l,stat_obs,pvalue,reject,assumption,setting,n_perms,alpha
0,RC,0.8813214442602827,1,0,1.4261677583834667,0.07584830339321358,1,lagged,power,500,0.1
0,Oracle,,1,0,1.979742278916307,0.003992015968063872,1,lagged,power,500,0.1
0,DM,,1,0,-0.08547448702303655,0.6187624750499002,0,lagged,power,500,0.1
0,cDM,,1,0,-0.07485066980281148,0.7145708582834331,0,lagged,power,500,0.1
0,SS,0.5090207215196008,1,0,-3.320446571893155,0.7844311377245509,0,lagged,power,500,0.1
0,RC,0.9201961061082466,2,0,-1.23947495633709,0.2994011976047904,0,lagged,power,500,0.1
0,Oracle,,2,0,31.14898456574693,0.001996007984031936,1,lagged,power,500,0.1
0,DM,,2,0,0.13539769282892844,0.31137724550898205,0,lagged,power,500,0.1
0,cDM,,2,0,0.05656880866998708,0.36926147704590817,0,lagged,power,500,0.1
0,SS,0.5133640566678215,2,0,7.068239299712298,0.005988023952095809,1,lagged,power,500,0.1
0,RC,0.9305533813723113,3,0,-2.458857669665457,0.6846307385229541,0,lagged,power,500,0.1
0,Oracle,,3,0,36.45041189167647,0.001996007984031936,1,lagged,power,500,0.1
0,DM,,3,0,-0.15314177475209834,0.6706586826347305,0,lagged,power,500,0.1
0,cDM,,3,0,0.013204739710078146,0.46506986027944114,0,lagged,power,500,0.1
0,SS,0.5267362591190474,3,0,1.9474520833876465,0.08782435129740519,1,lagged,power,500,0.1
0,RC,0.8666705909182709,4,0,1.7991828980273366,0.592814371257485,0,lagged,power,500,0.1
0,Oracle,,4,0,18.715798386963264,0.001996007984031936,1,lagged,power,500,0.1
0,DM,,4,0,0.23940252480015328,0.2894211576846307,0,lagged,power,500,0.1
0,cDM,,4,0,0.04573472410944912,0.3413173652694611,0,lagged,power,500,0.1
0,SS,0.5584016441866015,4,0,5.2202682720771065,0.12574850299401197,0,lagged,power,500,0.1
0,RC,0.7537106932983734,5,0,3.6521171786991937,0.5349301397205589,0,lagged,power,500,0.1
0,Oracle,,5,0,25.84744778125159,0.09381237524950099,1,lagged,power,500,0.1
0,DM,,5,0,-0.29741020424175535,0.718562874251497,0,lagged,power,500,0.1
0,cDM,,5,0,0.18826844635599996,0.1437125748502994,0,lagged,power,500,0.1
0,SS,0.5619945325679602,5,0,14.632555524508561,0.09181636726546906,1,lagged,power,500,0.1
0,RC,1.0340103258095776,1,1,9.20655665980612,0.005988023952095809,1,lagged,power,500,0.1
0,Oracle,,1,1,6.339923714805658,0.011976047904191617,1,lagged,power,500,0.1
0,DM,,1,1,-0.01661511389456348,0.4930139720558882,0,lagged,power,500,0.1
0,cDM,,1,1,0.05961334682531101,0.3532934131736527,0,lagged,power,500,0.1
0,SS,0.6321438453967347,1,1,0.01881457517983051,0.12574850299401197,0,lagged,power,500,0.1
0,RC,0.9137665125191695,2,1,2.013988312304825,0.0718562874251497,1,lagged,power,500,0.1
0,Oracle,,2,1,24.65990569035072,0.001996007984031936,1,lagged,power,500,0.1
0,DM,,2,1,0.10354117858318625,0.33532934131736525,0,lagged,power,500,0.1
0,cDM,,2,1,0.07859927076781584,0.249500998003992,0,lagged,power,500,0.1
0,SS,0.6460116637364017,2,1,3.539150845365305,0.033932135728542916,1,lagged,power,500,0.1
