rep,method,rmse,l,n_terms,pvalue,reject,assumption,setting,n_perms,alpha
0,RC,1.116902511936535,0,5,0.06635415383821203,1,lagged,power,500,0.1
0,Oracle,,0,5,5.5917883875843056e-08,1,lagged,power,500,0.1
0,DM,,0,5,0.16730623770573913,0,lagged,power,500,0.1
0,cDM,,0,5,0.04950867483248392,1,lagged,power,500,0.1
0,SS,0.4371470753078642,0,5,5.58901644002419e-05,1,lagged,power,500,0.1
0,RC,0.8485004729649657,1,4,0.3580921672681523,0,lagged,power,500,0.1
0,Oracle,,1,4,9.218906654061002e-06,1,lagged,power,500,0.1
0,DM,,1,4,0.2422210282912855,0,lagged,power,500,0.1
0,cDM,,1,4,0.5357601182916696,0,lagged,power,500,0.1
0,SS,0.4083717307376985,1,4,0.014485703529695599,1,lagged,power,500,0.1
0,RC,0.9680217213432196,2,3,0.8367703679845792,0,lagged,power,500,0.1
0,Oracle,,2,3,0.0055148688601768065,1,lagged,power,500,0.1
0,DM,,2,3,0.04698678681305092,1,lagged,power,500,0.1
0,cDM,,2,3,0.004732357737333479,1,lagged,power,500,0.1
0,SS,0.6371518551327041,2,3,0.11938827703158783,0,lagged,power,500,0.1
0,RC,0.807219715806982,3,2,0.9066365502319519,0,lagged,power,500,0.1
0,Oracle,,3,2,0.07623259357267108,1,lagged,power,500,0.1
0,DM,,3,2,0.08706124641701424,1,lagged,power,500,0.1
0,cDM,,3,2,0.022239767815434876,1,lagged,power,500,0.1
0,SS,0.8547472831888123,3,2,0.3192455058948004,0,lagged,power,500,0.1
0,RC,0.7362818941227052,4,1,0.908183632734531,0,lagged,power,500,0.1
0,Oracle,,4,1,0.4710578842315368,0,lagged,power,500,0.1
0,DM,,4,1,0.5069860279441116,0,lagged,power,500,0.1
0,cDM,,4,1,0.16766467065868265,0,lagged,power,500,0.1
0,SS,1.1087830720954717,4,1,0.6586826347305388,0,lagged,power,500,0.1
1,RC,0.9512649378222084,0,5,0.0011956517261390797,1,lagged,power,500,0.1
1,Oracle,,0,5,1.4071296313922485e-09,1,lagged,power,500,0.1
1,DM,,0,5,0.0663480291928178,1,lagged,power,500,0.1
1,cDM,,0,5,0.10461123324570089,0,lagged,power,500,0.1
1,SS,0.4715375263239719,0,5,1.0728026789254325e-07,1,lagged,power,500,0.1
1,RC,0.8269997858156954,1,4,0.012443683178387288,1,lagged,power,500,0.1
1,Oracle,,1,4,4.3757520585552445e-07,1,lagged,power,500,0.1
1,DM,,1,4,0.1108434776311733,0,lagged,power,500,0.1
1,cDM,,1,4,0.04050207384501793,1,lagged,power,500,0.1
1,SS,0.48960505353755895,1,4,0.00012527800488689204,1,lagged,power,500,0.1
1,RC,1.314716167163071,2,3,0.0037252056079307436,1,lagged,power,500,0.1
1,Oracle,,2,3,7.631962945385917e-06,1,lagged,power,500,0.1
1,DM,,2,3,0.1019979204245226,0,lagged,power,500,0.1
1,cDM,,2,3,0.08892717322943111,1,lagged,power,500,0.1
1,SS,0.5329152062581587,2,3,0.019074650858374304,1,lagged,power,500,0.1
1,RC,0.7384574651906846,3,2,0.06454474919148495,1,lagged,power,500,0.1
1,Oracle,,3,2,0.0011990408190215465,1,lagged,power,500,0.1
1,DM,,3,2,0.14532601759026542,0,lagged,power,500,0.1
1,cDM,,3,2,0.02544613512652375,1,lagged,power,500,0.1
1,SS,0.7571425288034148,3,2,0.15091547337019645,0,lagged,power,500,0.1
1,RC,0.3185194414602826,4,1,0.3193612774451097,0,lagged,power,500,0.1
1,Oracle,,4,1,0.027944111776447116,1,lagged,power,500,0.1
1,DM,,4,1,0.0998003992015968,1,lagged,power,500,0.1
1,cDM,,4,1,0.47904191616766467,0,lagged,power,500,0.1
1,SS,1.2555026505972555,4,1,0.09580838323353293,1,lagged,power,500,0.1
2,RC,0.7380649108847879,0,5,0.6829530337991642,0,lagged,power,500,0.1
2,Oracle,,0,5,2.729002012525835e-07,1,lagged,power,500,0.1
2,DM,,0,5,0.41850610428571877,0,lagged,power,500,0.1
2,cDM,,0,5,0.7080491117447694,0,lagged,power,500,0.1
2,SS,0.6707290431675442,0,5,0.2986856673406609,0,lagged,power,500,0.1
2,RC,0.8495351637012665,1,4,0.24802974970511005,0,lagged,power,500,0.1
2,Oracle,,1,4,2.542793529062218e-05,1,lagged,power,500,0.1
2,DM,,1,4,0.5559288772914888,0,lagged,power,500,0.1
2,cDM,,1,4,0.18474261691059674,0,lagged,power,500,0.1
2,SS,0.6751452715772533,1,4,0.2141158628962705,0,lagged,power,500,0.1
2,RC,0.7209461206691818,2,3,0.5958949417512491,0,lagged,power,500,0.1
2,Oracle,,2,3,0.0005058063889794857,1,lagged,power,500,0.1
2,DM,,2,3,0.5624227519885254,0,lagged,power,500,0.1
2,cDM,,2,3,0.36076782836605176,0,lagged,power,500,0.1
2,SS,0.7318983398576681,2,3,0.8390089247397302,0,lagged,power,500,0.1
2,RC,0.7288243794968869,3,2,0.03348283730541031,1,lagged,power,500,0.1
2,Oracle,,3,2,0.004676564138580041,1,lagged,power,500,0.1
2,DM,,3,2,0.6025548653899354,0,lagged,power,500,0.1
2,cDM,,3,2,0.8200396242230881,0,lagged,power,500,0.1
2,SS,1.058405785087602,3,2,0.8945153079464592,0,lagged,power,500,0.1
2,RC,0.7104264288737474,4,1,0.2594810379241516,0,lagged,power,500,0.1
2,Oracle,,4,1,0.007984031936127739,1,lagged,power,500,0.1
2,DM,,4,1,0.5149700598802396,0,lagged,power,500,0.1
2,cDM,,4,1,0.7744510978043913,0,lagged,power,500,0.1
2,SS,1.8442757882344463,4,1,0.3193612774451097,0,lagged,power,500,0.1
3,RC,0.8175997258084863,0,5,0.0007056083501488416,1,lagged,power,500,0.1
3,Oracle,,0,5,2.579533227134806e-09,1,lagged,power,500,0.1
3,DM,,0,5,0.8653057488487881,0,lagged,power,500,0.1
3,cDM,,0,5,0.17405400912475735,0,lagged,power,500,0.1
3,SS,0.4813659905069736,0,5,0.016282808527917737,1,lagged,power,500,0.1
3,RC,0.7179555030735483,1,4,0.0029110208710409063,1,lagged,power,500,0.1
3,Oracle,,1,4,9.053189555567094e-07,1,lagged,power,500,0.1
3,DM,,1,4,0.8923954064217094,0,lagged,power,500,0.1
3,cDM,,1,4,0.1063002708709338,0,lagged,power,500,0.1
3,SS,0.42346808075922504,1,4,0.003945241400933696,1,lagged,power,500,0.1
3,RC,0.7303100626252604,2,3,0.025945109850437836,1,lagged,power,500,0.1
3,Oracle,,2,3,2.5986395965253063e-05,1,lagged,power,500,0.1
3,DM,,2,3,0.8622908591816745,0,lagged,power,500,0.1
3,cDM,,2,3,0.11762098552399834,0,lagged,power,500,0.1
3,SS,0.5367111658482173,2,3,0.12332269508530423,0,lagged,power,500,0.1
3,RC,0.48860662395620946,3,2,0.03624679668689974,1,lagged,power,500,0.1
3,Oracle,,3,2,0.0004836175402611345,1,lagged,power,500,0.1
3,DM,,3,2,0.8698168678422252,0,lagged,power,500,0.1
3,cDM,,3,2,0.5593178342062437,0,lagged,power,500,0.1
3,SS,0.6972133392433211,3,2,0.07762696808791608,1,lagged,power,500,0.1
3,RC,0.19105172882070476,4,1,0.011976047904191616,1,lagged,power,500,0.1
3,Oracle,,4,1,0.001996007984031937,1,lagged,power,500,0.1
3,DM,,4,1,0.8363273453093812,0,lagged,power,500,0.1
3,cDM,,4,1,0.8942115768463074,0,lagged,power,500,0.1
3,SS,1.2993961398237288,4,1,0.09780439121756489,1,lagged,power,500,0.1
4,RC,0.898463914461686,0,5,0.5219373363087755,0,lagged,power,500,0.1
4,Oracle,,0,5,1.485088731067633e-08,1,lagged,power,500,0.1
4,DM,,0,5,0.8289062595244097,0,lagged,power,500,0.1
4,cDM,,0,5,0.520961117344643,0,lagged,power,500,0.1
4,SS,0.8652250654281388,0,5,0.9997626973654797,0,lagged,power,500,0.1
4,RC,0.8266307852465983,1,4,0.01770029378928696,1,lagged,power,500,0.1
4,Oracle,,1,4,3.1745023090721333e-07,1,lagged,power,500,0.1
4,DM,,1,4,0.9231280660287914,0,lagged,power,500,0.1
4,cDM,,1,4,0.8231661532918666,0,lagged,power,500,0.1
4,SS,0.8732743534203731,1,4,0.9955726623637996,0,lagged,power,500,0.1
4,RC,0.6947536058761713,2,3,0.1259257907138535,0,lagged,power,500,0.1
4,Oracle,,2,3,0.00011043823815327344,1,lagged,power,500,0.1
4,DM,,2,3,0.9099447791963807,0,lagged,power,500,0.1
4,cDM,,2,3,0.5421210123881222,0,lagged,power,500,0.1
4,SS,0.8754497463385661,2,3,0.049274724893318966,1,lagged,power,500,0.1
4,RC,0.5385196005832424,3,2,0.26590409813272176,0,lagged,power,500,0.1
