rep,assumption,subgroup,method,statistic,group_size,true_threshold,estimated_threshold,threshold_error,null_leakage,effective_purity,effective_coverage,selected_mu_min_samples_leaf,selected_b_min_samples_leaf,mean_true_tau,mean_tau_hat,pvalue,reject,stat
0,static,effective_subgroup,RV,aipw,181,3.697167441221257,3.6701042987876,-0.027063142433657372,0.0,0.9668508287292817,1.0,40,10,-0.19337016574585628,-0.1279312476062684,0.0033222591362126247,1,-0.20700027717788663
0,static,null_subgroup,RV,aipw,319,3.697167441221257,3.6701042987876,-0.027063142433657372,0.0,0.9668508287292817,1.0,40,10,0.0,-0.000514006620669321,0.7807308970099668,0,0.003095077023843303
1,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,40,-0.19886363636363635,-0.12941522493653437,0.0033222591362126247,1,-0.2036108578126475
1,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,40,0.0,0.0,0.11295681063122924,0,0.004500248378701362
2,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,-0.19774011299435024,-0.14468187962460424,0.0033222591362126247,1,-0.2041030237711925
2,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,0.0,0.0,0.28903654485049834,0,0.002174109663954284
3,static,effective_subgroup,RV,aipw,173,3.697167441221257,3.70051153834364,0.0033440971223828164,0.0061162079510703364,1.0,0.9885714285714285,40,10,-0.19999999999999996,-0.1447973518852634,0.0033222591362126247,1,-0.19956176956362864
3,static,null_subgroup,RV,aipw,327,3.697167441221257,3.70051153834364,0.0033440971223828164,0.0061162079510703364,1.0,0.9885714285714285,40,10,-0.0012232415902140674,0.0013641341217308194,0.9235880398671097,0,-0.005329351572980685
4,static,effective_subgroup,RV,aipw,183,3.697167441221257,3.66073714816766,-0.03643029305359713,0.0,0.9562841530054644,1.0,40,10,-0.19125683060109283,-0.12129948653641594,0.0033222591362126247,1,-0.1880876282563741
4,static,null_subgroup,RV,aipw,317,3.697167441221257,3.66073714816766,-0.03643029305359713,0.0,0.9562841530054644,1.0,40,10,0.0,0.0016480767029882638,0.12624584717607973,0,0.005519104461319848
5,static,effective_subgroup,RV,aipw,179,3.697167441221257,3.68522277661039,-0.011944664610866962,0.0,0.9776536312849162,1.0,80,10,-0.19553072625698317,-0.10054299697968587,0.0033222591362126247,1,-0.1849835986907101
5,static,null_subgroup,RV,aipw,321,3.697167441221257,3.68522277661039,-0.011944664610866962,0.0,0.9776536312849162,1.0,80,10,0.0,0.0016286736601184705,1.0,0,-0.011349008160903184
6,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,-0.19999999999999996,-0.13568414146235278,0.0033222591362126247,1,-0.1957585190094665
6,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,0.0,0.0,0.31561461794019935,0,0.0015930497018484154
7,static,effective_subgroup,RV,aipw,179,3.697167441221257,3.68522277661039,-0.011944664610866962,0.0,0.9776536312849162,1.0,60,10,-0.19553072625698317,-0.11613649277578822,0.0033222591362126247,1,-0.18920912382443955
7,static,null_subgroup,RV,aipw,321,3.697167441221257,3.68522277661039,-0.011944664610866962,0.0,0.9776536312849162,1.0,60,10,0.0,0.0,0.0664451827242525,1,0.006054305893112413
8,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,-0.19999999999999996,-0.13328150580953876,0.0033222591362126247,1,-0.20809872454328487
