rep,assumption,subgroup,method,statistic,group_size,true_threshold,estimated_threshold,threshold_error,null_leakage,effective_purity,effective_coverage,selected_mu_min_samples_leaf,selected_b_min_samples_leaf,mean_true_tau,mean_tau_hat,pvalue,reject,stat
18,static,null_subgroup,RV,aipw,317,3.697167441221257,3.665367143224234,-0.03180029799702311,0.0,0.9562841530054644,1.0,100,10,0.0,0.0,0.8803986710963455,0,-0.005712760836504162
19,static,effective_subgroup,RV,aipw,220,3.697167441221257,3.4766365848852203,-0.22053085633603686,0.0,0.7954545454545454,1.0,60,40,-0.07954545454545453,-0.017674928420978682,0.0033222591362126247,1,-0.0872619819048849
19,static,null_subgroup,RV,aipw,280,3.697167441221257,3.4766365848852203,-0.22053085633603686,0.0,0.7954545454545454,1.0,60,40,0.0,0.0,0.9867109634551495,0,-0.010137215502989785
20,static,effective_subgroup,RV,aipw,332,3.697167441221257,2.72030809849771,-0.976859342723547,0.0,0.5271084337349398,1.0,60,20,-0.05271084337349398,-0.011217768559826058,0.0033222591362126247,1,-0.05377874108503032
20,static,null_subgroup,RV,aipw,168,3.697167441221257,2.72030809849771,-0.976859342723547,0.0,0.5271084337349398,1.0,60,20,0.0,-0.0033335334700803484,0.0664451827242525,1,-0.00878609592990924
21,static,effective_subgroup,RV,aipw,325,3.697167441221257,2.77496090638484,-0.922206534836417,0.0,0.5384615384615384,1.0,40,20,-0.05384615384615385,-0.014694474924984473,0.0033222591362126247,1,-0.04966877459215041
21,static,null_subgroup,RV,aipw,175,3.697167441221257,2.77496090638484,-0.922206534836417,0.0,0.5384615384615384,1.0,40,20,0.0,0.008741688927495094,0.9800664451827242,0,-0.013764352443446584
22,static,effective_subgroup,RV,aipw,358,3.697167441221257,2.5142780256426387,-1.1828894155786185,0.0,0.4888268156424581,1.0,100,10,-0.04888268156424581,-0.002217871305384467,0.0033222591362126247,1,-0.050231638993165496
22,static,null_subgroup,RV,aipw,142,3.697167441221257,2.5142780256426387,-1.1828894155786185,0.0,0.4888268156424581,1.0,100,10,0.0,0.003138355622435589,0.44518272425249167,0,0.0007575134236176724
23,static,effective_subgroup,RV,aipw,356,3.697167441221257,2.5224416824514893,-1.174725758769768,0.0,0.49157303370786515,1.0,80,10,-0.04915730337078652,-0.00049486771275302,0.0033222591362126247,1,-0.058162883216307484
23,static,null_subgroup,RV,aipw,144,3.697167441221257,2.5224416824514893,-1.174725758769768,0.0,0.49157303370786515,1.0,80,10,0.0,-0.008396772593232509,0.4850498338870432,0,-0.0004320300371706493
24,static,effective_subgroup,RV,aipw,367,3.697167441221257,2.4436786006261153,-1.2534888405951419,0.0,0.4768392370572207,1.0,100,10,-0.047683923705722074,0.00011235901653887181,1.0,0,-0.04206039477234055
24,static,null_subgroup,RV,aipw,133,3.697167441221257,2.4436786006261153,-1.2534888405951419,0.0,0.4768392370572207,1.0,100,10,0.0,0.0,0.8305647840531561,0,-0.005893084257291369
25,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,100,10,-0.09887005649717512,-0.026074959181223455,0.0033222591362126247,1,-0.11011517735330116
25,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,100,10,0.0,0.0009361082329865676,0.8205980066445183,0,-0.003674125752977623
26,static,effective_subgroup,RV,aipw,376,3.697167441221257,2.38637461872373,-1.3107928224975272,0.0,0.4654255319148936,1.0,100,40,-0.04654255319148936,-0.009571236834787961,0.0033222591362126247,1,-0.05484609101487127
26,static,null_subgroup,RV,aipw,124,3.697167441221257,2.38637461872373,-1.3107928224975272,0.0,0.4654255319148936,1.0,100,40,0.0,0.0007588761062489512,0.3853820598006645,0,0.002183972486546162
27,static,effective_subgroup,RV,aipw,198,3.697167441221257,3.579718742938294,-0.117448698282963,0.0,0.8838383838383839,1.0,100,40,-0.08838383838383837,-0.02490764368067159,0.0033222591362126247,1,-0.10084642180253464
27,static,null_subgroup,RV,aipw,302,3.697167441221257,3.579718742938294,-0.117448698282963,0.0,0.8838383838383839,1.0,100,40,0.0,-0.0003079330176436453,0.9269102990033222,0,0.006890015187754321
28,static,effective_subgroup,RV,aipw,313,3.697167441221257,2.8669760701039215,-0.8301913711173357,0.0,0.5591054313099042,1.0,100,10,-0.05591054313099041,-0.006698850133268555,0.0033222591362126247,1,-0.059014050077409896
28,static,null_subgroup,RV,aipw,187,3.697167441221257,2.8669760701039215,-0.8301913711173357,0.0,0.5591054313099042,1.0,100,10,0.0,0.0,0.2823920265780731,0,0.003377816893925635
29,static,effective_subgroup,RV,aipw,372,3.697167441221257,2.42063475976786,-1.2765326814533973,0.0,0.47043010752688175,1.0,100,10,-0.04704301075268817,-0.0066158844266576205,0.0033222591362126247,1,-0.04819152528419484
29,static,null_subgroup,RV,aipw,128,3.697167441221257,2.42063475976786,-1.2765326814533973,0.0,0.47043010752688175,1.0,100,10,0.0,0.0,0.6810631229235881,0,-0.0021733036482368315
30,static,effective_subgroup,RV,aipw,372,3.697167441221257,2.4213009583036333,-1.2758664829176238,0.0,0.47043010752688175,1.0,40,10,-0.04704301075268817,-0.0025672894370431763,0.0033222591362126247,1,-0.041483344636296215
30,static,null_subgroup,RV,aipw,128,3.697167441221257,2.4213009583036333,-1.2758664829176238,0.0,0.47043010752688175,1.0,40,10,0.0,-0.005083839278913427,0.6212624584717608,0,0.0017293434173649002
31,static,effective_subgroup,RV,aipw,350,3.697167441221257,2.57169577986039,-1.125471661360867,0.0,0.5,1.0,100,20,-0.05,-0.008066730057784112,0.0033222591362126247,1,-0.049174529503780165
31,static,null_subgroup,RV,aipw,150,3.697167441221257,2.57169577986039,-1.125471661360867,0.0,0.5,1.0,100,20,0.0,0.0,0.4152823920265781,0,0.0013881519436563263
32,static,effective_subgroup,RV,aipw,259,3.697167441221257,3.198613692296378,-0.49855374892487925,0.0,0.6756756756756757,1.0,40,20,-0.06756756756756757,-0.010160963784067391,0.0033222591362126247,1,-0.07058016323530195
32,static,null_subgroup,RV,aipw,241,3.697167441221257,3.198613692296378,-0.49855374892487925,0.0,0.6756756756756757,1.0,40,20,0.0,0.001709860620321884,0.10299003322259136,0,0.005431678520890427
33,static,effective_subgroup,RV,aipw,359,3.697167441221257,2.4986874576386513,-1.1984799835826059,0.0,0.48746518105849584,1.0,40,10,-0.04874651810584958,-0.012947074435799554,0.0033222591362126247,1,-0.04390207663170902
33,static,null_subgroup,RV,aipw,141,3.697167441221257,2.4986874576386513,-1.1984799835826059,0.0,0.48746518105849584,1.0,40,10,0.0,0.004216088526721989,0.9136212624584718,0,-0.01002788361426974
34,static,effective_subgroup,RV,aipw,236,3.697167441221257,3.3403279160623853,-0.35683952515887185,0.0,0.7415254237288136,1.0,40,10,-0.07415254237288134,-0.011673283883901635,0.0033222591362126247,1,-0.07388579072138123
34,static,null_subgroup,RV,aipw,264,3.697167441221257,3.3403279160623853,-0.35683952515887185,0.0,0.7415254237288136,1.0,40,10,0.0,-0.001934128938688287,0.39867109634551495,0,-0.001373052130948523
35,static,effective_subgroup,RV,aipw,300,3.697167441221257,2.93242638711678,-0.7647410541044772,0.0,0.5833333333333334,1.0,100,10,-0.058333333333333334,-0.006597451670690814,0.0033222591362126247,1,-0.05170221238621307
35,static,null_subgroup,RV,aipw,200,3.697167441221257,2.93242638711678,-0.7647410541044772,0.0,0.5833333333333334,1.0,100,10,0.0,0.00020366695548624568,0.20930232558139536,0,0.004610460886386504
36,static,effective_subgroup,RV,aipw,170,3.697167441221257,3.7111056128721,0.013938171650842879,0.015151515151515152,1.0,0.9714285714285714,60,40,-0.09999999999999998,-0.026903567356164698,0.0033222591362126247,1,-0.10695680093705776
36,static,null_subgroup,RV,aipw,330,3.697167441221257,3.7111056128721,0.013938171650842879,0.015151515151515152,1.0,0.9714285714285714,60,40,-0.0015151515151515152,0.0011352315868146845,0.9700996677740864,0,-0.007119970013164648
37,static,effective_subgroup,RV,aipw,369,3.697167441221257,2.42771882375081,-1.2694486174704473,0.0,0.4742547425474255,1.0,40,40,-0.04742547425474255,-0.0033921712150536227,0.0033222591362126247,1,-0.04559731108584465
37,static,null_subgroup,RV,aipw,131,3.697167441221257,2.42771882375081,-1.2694486174704473,0.0,0.4742547425474255,1.0,40,40,0.0,0.001300490763874436,0.24584717607973422,0,0.005033017685468037
38,static,effective_subgroup,RV,aipw,367,3.697167441221257,2.44191215821514,-1.2552552830061172,0.0,0.4768392370572207,1.0,100,20,-0.047683923705722074,-0.003090018135789332,0.0033222591362126247,1,-0.04579526894330503
38,static,null_subgroup,RV,aipw,133,3.697167441221257,2.44191215821514,-1.2552552830061172,0.0,0.4768392370572207,1.0,100,20,0.0,0.0,0.6112956810631229,0,-0.0024515351056600783
39,static,effective_subgroup,RV,aipw,349,3.697167441221257,2.57611752984138,-1.121049911379877,0.0,0.501432664756447,1.0,100,20,-0.050143266475644696,-0.0069290562088826215,0.0033222591362126247,1,-0.050167426833809724
39,static,null_subgroup,RV,aipw,151,3.697167441221257,2.57611752984138,-1.121049911379877,0.0,0.501432664756447,1.0,100,20,0.0,-0.00031978391029942847,0.760797342192691,0,0.004569944531527434
40,static,effective_subgroup,RV,aipw,361,3.697167441221257,2.46759092757831,-1.229576513642947,0.0,0.48476454293628807,1.0,80,10,-0.04847645429362881,-0.004535077773595125,0.0033222591362126247,1,-0.04886775082932104
40,static,null_subgroup,RV,aipw,139,3.697167441221257,2.46759092757831,-1.229576513642947,0.0,0.48476454293628807,1.0,80,10,0.0,0.01112425334153252,0.9634551495016611,0,-0.012097304017227261
41,static,effective_subgroup,RV,aipw,325,3.697167441221257,2.7815489274552956,-0.9156185137659616,0.0,0.5384615384615384,1.0,100,10,-0.05384615384615385,-0.0007528294964670172,0.0033222591362126247,1,-0.05327964187145275
41,static,null_subgroup,RV,aipw,175,3.697167441221257,2.7815489274552956,-0.9156185137659616,0.0,0.5384615384615384,1.0,100,10,0.0,0.004956381035919049,0.8604651162790697,0,-0.0061027796591866575
42,static,effective_subgroup,RV,aipw,355,3.697167441221257,2.52679011146136,-1.1703773297598974,0.0,0.49295774647887325,1.0,40,10,-0.049295774647887314,-0.010004791271890055,0.0033222591362126247,1,-0.045452382058943495
42,static,null_subgroup,RV,aipw,145,3.697167441221257,2.52679011146136,-1.1703773297598974,0.0,0.49295774647887325,1.0,40,10,0.0,-0.0073649788152669905,0.7441860465116279,0,0.0024052890679117757
43,static,effective_subgroup,RV,aipw,352,3.697167441221257,2.5486845487561256,-1.1484828924651316,0.0,0.4971590909090909,1.0,100,40,-0.04971590909090909,-0.0008990548014337834,0.0033222591362126247,1,-0.0483022651188991
43,static,null_subgroup,RV,aipw,148,3.697167441221257,2.5486845487561256,-1.1484828924651316,0.0,0.4971590909090909,1.0,100,40,0.0,0.0,0.8305647840531561,0,-0.006468126904744557
44,static,effective_subgroup,RV,aipw,210,3.697167441221257,3.515997822401594,-0.1811696188196632,0.0,0.8333333333333334,1.0,100,10,-0.08333333333333333,-0.022101920905146455,0.0033222591362126247,1,-0.107993224713068
44,static,null_subgroup,RV,aipw,290,3.697167441221257,3.515997822401594,-0.1811696188196632,0.0,0.8333333333333334,1.0,100,10,0.0,0.00034233189107507497,0.3687707641196013,0,0.0016438427883732946
45,static,effective_subgroup,RV,aipw,357,3.697167441221257,2.51503163475992,-1.182135806461337,0.0,0.49019607843137253,1.0,100,20,-0.049019607843137254,-0.005273804482351281,0.0033222591362126247,1,-0.05373482031187965
45,static,null_subgroup,RV,aipw,143,3.697167441221257,2.51503163475992,-1.182135806461337,0.0,0.49019607843137253,1.0,100,20,0.0,0.0004615797749019059,0.4883720930232558,0,2.1443211508220122e-06
46,static,effective_subgroup,RV,aipw,234,3.697167441221257,3.3472965721352685,-0.34987086908598863,0.0,0.7478632478632479,1.0,40,40,-0.07478632478632478,-0.021745264803572455,0.0033222591362126247,1,-0.07024481836481691
46,static,null_subgroup,RV,aipw,266,3.697167441221257,3.3472965721352685,-0.34987086908598863,0.0,0.7478632478632479,1.0,40,40,0.0,0.001137777267290417,0.6943521594684385,0,-0.002503076389937485
47,static,effective_subgroup,RV,aipw,373,3.697167441221257,2.420017799150275,-1.2771496420709822,0.0,0.4691689008042895,1.0,60,40,-0.04691689008042895,-0.011801465605216001,0.0033222591362126247,1,-0.046676006874441546
47,static,null_subgroup,RV,aipw,127,3.697167441221257,2.420017799150275,-1.2771496420709822,0.0,0.4691689008042895,1.0,60,40,0.0,-0.01240179625219123,0.4418604651162791,0,-0.0008067339182629164
48,static,effective_subgroup,RV,aipw,237,3.697167441221257,3.3298752685106687,-0.36729217271058845,0.0,0.7383966244725738,1.0,100,40,-0.07383966244725737,-0.018006170486581874,0.0033222591362126247,1,-0.07050187608996576
48,static,null_subgroup,RV,aipw,263,3.697167441221257,3.3298752685106687,-0.36729217271058845,0.0,0.7383966244725738,1.0,100,40,0.0,-8.738650158656619e-05,0.6877076411960132,0,0.0018304889205844755
49,static,effective_subgroup,RV,aipw,335,3.697167441221257,2.7199346294645252,-0.9772328117567319,0.0,0.5223880597014925,1.0,100,40,-0.05223880597014925,-0.005572613747311481,0.0033222591362126247,1,-0.05691834828790308
49,static,null_subgroup,RV,aipw,165,3.697167441221257,2.7199346294645252,-0.9772328117567319,0.0,0.5223880597014925,1.0,100,40,0.0,0.0,0.3654485049833887,0,0.0022178192618099966
50,static,effective_subgroup,RV,aipw,290,3.697167441221257,2.9914208661964716,-0.7057465750247855,0.0,0.603448275862069,1.0,100,10,-0.0603448275862069,-0.0024783945034243036,0.0033222591362126247,1,-0.06564419290583026
50,static,null_subgroup,RV,aipw,210,3.697167441221257,2.9914208661964716,-0.7057465750247855,0.0,0.603448275862069,1.0,100,10,0.0,-0.00033631588221759364,0.07641196013289037,1,-0.008325170328987032
51,static,effective_subgroup,RV,aipw,365,3.697167441221257,2.448869620577512,-1.2482978206437454,0.0,0.4794520547945205,1.0,80,10,-0.04794520547945205,-0.011748787455218653,0.0033222591362126247,1,-0.054458237616045665
51,static,null_subgroup,RV,aipw,135,3.697167441221257,2.448869620577512,-1.2482978206437454,0.0,0.4794520547945205,1.0,80,10,0.0,0.009745589197705596,0.6046511627906976,0,-0.0014308974662031889
52,static,effective_subgroup,RV,aipw,256,3.697167441221257,3.2369406733750763,-0.4602267678461809,0.0,0.68359375,1.0,100,10,-0.068359375,-0.016579679829439795,0.0033222591362126247,1,-0.0770007534143462
52,static,null_subgroup,RV,aipw,244,3.697167441221257,3.2369406733750763,-0.4602267678461809,0.0,0.68359375,1.0,100,10,0.0,2.843808977011159e-19,0.6843853820598007,0,0.0018045937215827525
53,static,effective_subgroup,RV,aipw,303,3.697167441221257,2.9138915970887096,-0.7832758441325476,0.0,0.5775577557755776,1.0,100,10,-0.057755775577557754,-0.014127093175368862,0.0033222591362126247,1,-0.0707189862114749
53,static,null_subgroup,RV,aipw,197,3.697167441221257,2.9138915970887096,-0.7832758441325476,0.0,0.5775577557755776,1.0,100,10,0.0,0.0015686605233638487,0.06312292358803986,1,0.00656906707904918
54,static,effective_subgroup,RV,aipw,314,3.697167441221257,2.851588283776778,-0.8455791574444791,0.0,0.5573248407643312,1.0,80,10,-0.05573248407643312,-0.005859133590378077,0.0033222591362126247,1,-0.06141007337400704
54,static,null_subgroup,RV,aipw,186,3.697167441221257,2.851588283776778,-0.8455791574444791,0.0,0.5573248407643312,1.0,80,10,0.0,0.0014267524118181363,0.654485049833887,0,-0.002354089376724545
55,static,effective_subgroup,RV,aipw,173,3.697167441221257,3.70051153834364,0.0033440971223828164,0.0061162079510703364,1.0,0.9885714285714285,100,10,-0.09999999999999998,-0.03241764585950251,0.0033222591362126247,1,-0.11634956174173519
55,static,null_subgroup,RV,aipw,327,3.697167441221257,3.70051153834364,0.0033440971223828164,0.0061162079510703364,1.0,0.9885714285714285,100,10,-0.0006116207951070337,-0.0006859100056163496,0.2558139534883721,0,-0.0025437609878170347
56,static,effective_subgroup,RV,aipw,366,3.697167441221257,2.44451858888271,-1.252648852338547,0.0,0.4781420765027322,1.0,100,40,-0.04781420765027322,-0.0059756524365695745,0.0033222591362126247,1,-0.0435122803485831
56,static,null_subgroup,RV,aipw,134,3.697167441221257,2.44451858888271,-1.252648852338547,0.0,0.4781420765027322,1.0,100,40,0.0,0.0,0.8870431893687708,0,-0.007771065658271634
57,static,effective_subgroup,RV,aipw,349,3.697167441221257,2.621132491392836,-1.0760349498284212,0.0,0.501432664756447,1.0,100,10,-0.050143266475644696,-0.008513926098677396,0.0033222591362126247,1,-0.054133821184880596
57,static,null_subgroup,RV,aipw,151,3.697167441221257,2.621132491392836,-1.0760349498284212,0.0,0.501432664756447,1.0,100,10,0.0,-0.002301055901044891,0.026578073089700997,1,-0.012487098389477171
58,static,effective_subgroup,RV,aipw,290,3.697167441221257,2.9871959425317,-0.7099714986895571,0.0,0.603448275862069,1.0,100,10,-0.0603448275862069,-0.0030215060238518703,0.0033222591362126247,1,-0.06208547815935754
58,static,null_subgroup,RV,aipw,210,3.697167441221257,2.9871959425317,-0.7099714986895571,0.0,0.603448275862069,1.0,100,10,0.0,0.00043520652845501325,0.07641196013289037,1,0.007195483381867607
59,static,effective_subgroup,RV,aipw,256,3.697167441221257,3.22949919650533,-0.4676682447159273,0.0,0.68359375,1.0,40,40,-0.068359375,0.00034576545291044834,1.0,0,-0.06769026811956944
59,static,null_subgroup,RV,aipw,244,3.697167441221257,3.22949919650533,-0.4676682447159273,0.0,0.68359375,1.0,40,40,0.0,0.0,0.8803986710963455,0,-0.005174593134914985
60,static,effective_subgroup,RV,aipw,256,3.697167441221257,3.237311310354114,-0.45985613086714316,0.0,0.68359375,1.0,80,20,-0.068359375,-0.010973638733515291,0.0033222591362126247,1,-0.06692663011399841
60,static,null_subgroup,RV,aipw,244,3.697167441221257,3.237311310354114,-0.45985613086714316,0.0,0.68359375,1.0,80,20,0.0,0.01011646842296826,0.7740863787375415,0,-0.003701281345254631
61,static,effective_subgroup,RV,aipw,207,3.697167441221257,3.5324568877596545,-0.16471055346160268,0.0,0.8454106280193237,1.0,40,40,-0.08454106280193235,-0.008110825262461227,0.0033222591362126247,1,-0.0841589834022417
61,static,null_subgroup,RV,aipw,293,3.697167441221257,3.5324568877596545,-0.16471055346160268,0.0,0.8454106280193237,1.0,40,40,0.0,0.0,0.49169435215946844,0,0.00010915758777833279
62,static,effective_subgroup,RV,aipw,297,3.697167441221257,2.9344949640828,-0.762672477138457,0.0,0.5892255892255892,1.0,80,20,-0.058922558922558925,-0.01621065132690302,0.0033222591362126247,1,-0.053488700800979616
62,static,null_subgroup,RV,aipw,203,3.697167441221257,2.9344949640828,-0.762672477138457,0.0,0.5892255892255892,1.0,80,20,0.0,-0.0008597217491467115,0.6312292358803987,0,0.0012974171310123333
63,static,effective_subgroup,RV,aipw,182,3.697167441221257,3.66561082717458,-0.0315566140466772,0.0,0.9615384615384616,1.0,100,40,-0.09615384615384612,-0.01443779819534737,0.0033222591362126247,1,-0.10181257416578024
63,static,null_subgroup,RV,aipw,318,3.697167441221257,3.66561082717458,-0.0315566140466772,0.0,0.9615384615384616,1.0,100,40,0.0,0.00017838399873110387,0.5647840531561462,0,-0.0005650625045162802
64,static,effective_subgroup,RV,aipw,294,3.697167441221257,2.95392020573955,-0.7432472354817072,0.0,0.5952380952380952,1.0,100,40,-0.05952380952380952,-0.006571670922435662,0.0033222591362126247,1,-0.06655498587644659
64,static,null_subgroup,RV,aipw,206,3.697167441221257,2.95392020573955,-0.7432472354817072,0.0,0.5952380952380952,1.0,100,40,0.0,0.0008629933526556117,0.6179401993355482,0,-0.0017341983633109045
