rep,assumption,subgroup,method,statistic,group_size,true_threshold,estimated_threshold,threshold_error,null_leakage,effective_purity,effective_coverage,selected_mu_min_samples_leaf,selected_b_min_samples_leaf,mean_true_tau,mean_tau_hat,pvalue,reject,stat
56,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.699204441207709,0.002036999986451793,0.0,1.0,1.0,80,10,-0.15,-0.05012754956066505,0.0033222591362126247,1,-0.13536860190757655
56,static,null_subgroup,RV,aipw,325,3.697167441221257,3.699204441207709,0.002036999986451793,0.0,1.0,1.0,80,10,0.0,0.0013628675967063098,0.7541528239202658,0,-0.0028046028383564335
57,static,effective_subgroup,RV,aipw,175,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,-0.15,-0.056309316761604195,0.0033222591362126247,1,-0.15672859223670868
57,static,null_subgroup,RV,aipw,325,3.697167441221257,3.69597919122916,-0.0011882499920972123,0.0,1.0,1.0,40,10,0.0,-0.002286112543514651,0.026578073089700997,1,-0.009162557360356968
58,static,effective_subgroup,RV,aipw,197,3.697167441221257,3.5832685081848865,-0.11389893303637066,0.0,0.8883248730964467,1.0,40,10,-0.133248730964467,-0.04739985033914232,0.0033222591362126247,1,-0.13924192122213205
58,static,null_subgroup,RV,aipw,303,3.697167441221257,3.5832685081848865,-0.11389893303637066,0.0,0.8883248730964467,1.0,40,10,0.0,0.0021490711537777564,0.009966777408637873,1,0.009005637391157123
59,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6959170948476068,-0.0012503463736504017,0.0,0.9943181818181818,1.0,60,40,-0.14914772727272724,-0.037874428953260014,0.0033222591362126247,1,-0.1435994196905438
59,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6959170948476068,-0.0012503463736504017,0.0,0.9943181818181818,1.0,60,40,0.0,0.0,0.9601328903654485,0,-0.006269395019955226
60,static,effective_subgroup,RV,aipw,192,3.697167441221257,3.597069565297438,-0.10009787592381914,0.0,0.9114583333333334,1.0,80,10,-0.13671874999999997,-0.05207031113631397,0.0033222591362126247,1,-0.1457336105926258
60,static,null_subgroup,RV,aipw,308,3.697167441221257,3.597069565297438,-0.10009787592381914,0.0,0.9114583333333334,1.0,80,10,0.0,0.0106932970004891,0.4119601328903654,0,0.0004674388372933096
61,static,effective_subgroup,RV,aipw,177,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,-0.1483050847457627,-0.07615549528427724,0.0033222591362126247,1,-0.15703693694939216
61,static,null_subgroup,RV,aipw,323,3.697167441221257,3.69419032643251,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10,0.0,-0.0003426813683131889,0.6013289036544851,0,0.0007325667086564158
62,static,effective_subgroup,RV,aipw,178,3.697167441221257,3.693832197148408,-0.0033352440728493526,0.0,0.9831460674157303,1.0,80,20,-0.14747191011235952,-0.061185496316187166,0.0033222591362126247,1,-0.14546421166489293
62,static,null_subgroup,RV,aipw,322,3.697167441221257,3.693832197148408,-0.0033352440728493526,0.0,0.9831460674157303,1.0,80,20,0.0,0.0,0.132890365448505,0,0.00437525809288976
63,static,effective_subgroup,RV,aipw,176,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,100,20,-0.14914772727272724,-0.06986109084625503,0.0033222591362126247,1,-0.1524278251150203
63,static,null_subgroup,RV,aipw,324,3.697167441221257,3.6947372635981,-0.002430177623157004,0.0,0.9943181818181818,1.0,100,20,0.0,0.0005143489264863727,0.6810631229235881,0,-0.0015635813421405922
