rep,estimated_threshold,true_threshold,threshold_error,null_leakage,effective_purity,effective_coverage,selected_mu_min_samples_leaf,selected_b_min_samples_leaf
0,3.64092269256804,3.697167441221257,-0.05624474865321716,0.0,0.9459459459459459,1.0,40,10
1,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,40
2,3.664889165162347,3.697167441221257,-0.032278276058910205,0.0,0.9562841530054644,1.0,40,10
3,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10
4,3.5686463868039384,3.697167441221257,-0.12852105441731876,0.0,0.875,1.0,40,10
5,3.650664842211826,3.697167441221257,-0.04650259900943121,0.0,0.9459459459459459,1.0,80,10
6,3.69937419120658,3.697167441221257,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,80,20
7,3.60484545850393,3.697167441221257,-0.09232198271732717,0.0,0.9259259259259259,1.0,100,10
8,3.7111056128721,3.697167441221257,0.013938171650842879,0.015151515151515152,1.0,0.9714285714285714,40,10
9,2.81259038037613,3.697167441221257,-0.8845770608451273,0.0,0.550314465408805,1.0,40,10
10,3.58546149491545,3.697167441221257,-0.11170594630580721,0.0,0.9067357512953368,1.0,40,10
11,2.887835199630674,3.697167441221257,-0.809332241590583,0.0,0.5718954248366013,1.0,100,10
12,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,40
13,3.59747663064059,3.697167441221257,-0.09969081058066731,0.0,0.9162303664921466,1.0,100,10
14,3.5211875227119656,3.697167441221257,-0.17597991850929162,0.0,0.8333333333333334,1.0,40,10
15,3.7105088423269286,3.697167441221257,0.013341401105671391,0.009146341463414634,1.0,0.9828571428571429,40,10
16,3.53298558915526,3.697167441221257,-0.164181852065997,0.0,0.8495145631067961,1.0,100,10
17,3.60484545850393,3.697167441221257,-0.09232198271732717,0.0,0.9259259259259259,1.0,100,10
18,3.69597919122916,3.697167441221257,-0.0011882499920972123,0.0,1.0,1.0,100,40
19,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,100,10
20,3.693832197148408,3.697167441221257,-0.0033352440728493526,0.0,0.9831460674157303,1.0,40,10
21,3.16082289341958,3.697167441221257,-0.5363445478016771,0.0,0.6730769230769231,1.0,40,10
22,3.41759552747179,3.697167441221257,-0.279571913749467,0.0,0.7847533632286996,1.0,40,10
23,3.60644848013478,3.697167441221257,-0.09071896108647737,0.0,0.9308510638297872,1.0,80,10
24,3.664376420444253,3.697167441221257,-0.03279102077700413,0.0,0.9562841530054644,1.0,100,10
25,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10
26,3.6862706475998057,3.697167441221257,-0.010896793621451462,0.0,0.9776536312849162,1.0,40,10
27,3.6701042987876,3.697167441221257,-0.027063142433657372,0.0,0.9668508287292817,1.0,80,10
28,3.69597919122916,3.697167441221257,-0.0011882499920972123,0.0,1.0,1.0,100,10
29,3.584633292840736,3.697167441221257,-0.11253414838052134,0.0,0.9020618556701031,1.0,60,10
30,3.69419032643251,3.697167441221257,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10
31,3.711076263689366,3.697167441221257,0.013908822468108983,0.0121580547112462,1.0,0.9771428571428571,40,20
32,3.69937419120658,3.697167441221257,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,40,10
33,3.7111056128721,3.697167441221257,0.013938171650842879,0.015151515151515152,1.0,0.9714285714285714,40,10
34,3.7105088423269286,3.697167441221257,0.013341401105671391,0.009146341463414634,1.0,0.9828571428571429,40,10
35,3.68702774075046,3.697167441221257,-0.010139700470797042,0.0,0.9831460674157303,1.0,40,10
36,3.70051153834364,3.697167441221257,0.0033440971223828164,0.0061162079510703364,1.0,0.9885714285714285,60,10
37,3.7091581338747335,3.697167441221257,0.011990692653476298,0.0061162079510703364,1.0,0.9885714285714285,40,10
38,3.6698796252069488,3.697167441221257,-0.027287816014308408,0.0,0.9615384615384616,1.0,100,10
39,3.59824333385449,3.697167441221257,-0.09892410736676727,0.0,0.9210526315789473,1.0,40,10
40,3.69597919122916,3.697167441221257,-0.0011882499920972123,0.0,1.0,1.0,40,10
41,3.413185599236613,3.697167441221257,-0.28398184198464405,0.0,0.7777777777777778,1.0,100,10
42,3.567516167037861,3.697167441221257,-0.1296512741833964,0.0,0.8663366336633663,1.0,60,10
43,3.6842421791385997,3.697167441221257,-0.01292526208265743,0.0,0.9722222222222222,1.0,100,10
44,3.68702774075046,3.697167441221257,-0.010139700470797042,0.0,0.9831460674157303,1.0,100,20
45,3.5276147937844238,3.697167441221257,-0.1695526474368334,0.0,0.8413461538461539,1.0,100,20
46,3.70051153834364,3.697167441221257,0.0033440971223828164,0.0061162079510703364,1.0,0.9885714285714285,40,10
47,3.604477017110763,3.697167441221257,-0.092690424110494,0.0,0.9210526315789473,1.0,60,40
48,3.71051862921742,3.697167441221257,0.01335118799616275,0.0121580547112462,1.0,0.9771428571428571,80,40
49,3.64092269256804,3.697167441221257,-0.05624474865321716,0.0,0.9459459459459459,1.0,100,40
50,3.69937419120658,3.697167441221257,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,100,10
51,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,100,10
52,3.6869374925434566,3.697167441221257,-0.010229948677800582,0.0,0.9776536312849162,1.0,100,10
53,3.709961407316878,3.697167441221257,0.012793966095620668,0.0061162079510703364,1.0,0.9885714285714285,100,10
54,3.6713284412588845,3.697167441221257,-0.02583899996237271,0.0,0.9668508287292817,1.0,40,10
55,3.69597919122916,3.697167441221257,-0.0011882499920972123,0.0,1.0,1.0,40,10
56,3.699204441207709,3.697167441221257,0.002036999986451793,0.0,1.0,1.0,80,10
57,3.69597919122916,3.697167441221257,-0.0011882499920972123,0.0,1.0,1.0,40,10
58,3.5832685081848865,3.697167441221257,-0.11389893303637066,0.0,0.8883248730964467,1.0,40,10
59,3.6959170948476068,3.697167441221257,-0.0012503463736504017,0.0,0.9943181818181818,1.0,60,40
60,3.597069565297438,3.697167441221257,-0.10009787592381914,0.0,0.9114583333333334,1.0,80,10
61,3.69419032643251,3.697167441221257,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10
62,3.693832197148408,3.697167441221257,-0.0033352440728493526,0.0,0.9831460674157303,1.0,80,20
63,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,100,20
64,3.70051153834364,3.697167441221257,0.0033440971223828164,0.0061162079510703364,1.0,0.9885714285714285,100,10
65,3.67188587773737,3.697167441221257,-0.025281563483887215,0.0,0.9722222222222222,1.0,100,40
66,3.5340397577551794,3.697167441221257,-0.16312768346607776,0.0,0.8536585365853658,1.0,60,10
67,3.71051862921742,3.697167441221257,0.01335118799616275,0.0121580547112462,1.0,0.9771428571428571,100,40
68,3.67188587773737,3.697167441221257,-0.025281563483887215,0.0,0.9722222222222222,1.0,100,10
69,3.62527383102497,3.697167441221257,-0.07189361019628704,0.0,0.9358288770053476,1.0,40,40
70,2.4838825171482704,3.697167441221257,-1.2132849240729868,0.0,0.4861111111111111,1.0,100,40
71,3.665367143224234,3.697167441221257,-0.03180029799702311,0.0,0.9562841530054644,1.0,100,40
72,3.59747663064059,3.697167441221257,-0.09969081058066731,0.0,0.9162303664921466,1.0,40,10
73,3.6701042987876,3.697167441221257,-0.027063142433657372,0.0,0.9668508287292817,1.0,40,10
74,3.6959170948476068,3.697167441221257,-0.0012503463736504017,0.0,0.9943181818181818,1.0,40,10
75,3.604477017110763,3.697167441221257,-0.092690424110494,0.0,0.9210526315789473,1.0,60,10
76,2.8861405969239,3.697167441221257,-0.8110268442973574,0.0,0.5700325732899023,1.0,80,10
77,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,60,10
78,3.6698796252069488,3.697167441221257,-0.027287816014308408,0.0,0.9615384615384616,1.0,100,10
79,3.64092269256804,3.697167441221257,-0.05624474865321716,0.0,0.9459459459459459,1.0,100,10
80,3.5831980737336155,3.697167441221257,-0.11396936748764164,0.0,0.8883248730964467,1.0,40,40
81,3.6053283849784497,3.697167441221257,-0.09183905624280753,0.0,0.9259259259259259,1.0,40,10
82,3.69597919122916,3.697167441221257,-0.0011882499920972123,0.0,1.0,1.0,80,10
83,3.58933532377755,3.697167441221257,-0.10783211744370735,0.0,0.9114583333333334,1.0,100,10
84,3.5810034532440804,3.697167441221257,-0.11616398797717675,0.0,0.8838383838383839,1.0,40,10
85,3.6869374925434566,3.697167441221257,-0.010229948677800582,0.0,0.9776536312849162,1.0,40,10
86,3.664889165162347,3.697167441221257,-0.032278276058910205,0.0,0.9562841530054644,1.0,40,10
87,3.6937419489414043,3.697167441221257,-0.003425492279852893,0.0,0.9831460674157303,1.0,40,10
88,3.68522277661039,3.697167441221257,-0.011944664610866962,0.0,0.9776536312849162,1.0,40,40
89,3.69937419120658,3.697167441221257,0.0022067499853228867,0.003067484662576687,1.0,0.9942857142857143,100,10
90,3.624332563480461,3.697167441221257,-0.07283487774079633,0.0,0.9308510638297872,1.0,40,10
91,3.69597919122916,3.697167441221257,-0.0011882499920972123,0.0,1.0,1.0,100,20
92,2.3982767634200486,3.697167441221257,-1.2988906778012086,0.0,0.4666666666666667,1.0,40,20
93,3.64092269256804,3.697167441221257,-0.05624474865321716,0.0,0.9459459459459459,1.0,40,10
94,3.70051153834364,3.697167441221257,0.0033440971223828164,0.0061162079510703364,1.0,0.9885714285714285,40,10
95,3.67188587773737,3.697167441221257,-0.025281563483887215,0.0,0.9722222222222222,1.0,40,10
96,3.60644848013478,3.697167441221257,-0.09071896108647737,0.0,0.9308510638297872,1.0,40,10
97,3.70051153834364,3.697167441221257,0.0033440971223828164,0.0061162079510703364,1.0,0.9885714285714285,40,40
98,3.700454670986787,3.697167441221257,0.0032872297655299754,0.003067484662576687,1.0,0.9942857142857143,40,10
99,3.69597919122916,3.697167441221257,-0.0011882499920972123,0.0,1.0,1.0,60,10
