rep,estimated_threshold,true_threshold,threshold_error,null_leakage,effective_purity,effective_coverage,selected_mu_min_samples_leaf,selected_b_min_samples_leaf
0,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10
1,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10
2,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10
3,3.69597919122916,3.697167441221257,-0.0011882499920972123,0.0,1.0,1.0,40,10
4,3.69419032643251,3.697167441221257,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10
5,3.68522277661039,3.697167441221257,-0.011944664610866962,0.0,0.9776536312849162,1.0,40,10
6,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10
7,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10
8,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10
9,3.7098323237543926,3.697167441221257,0.012664882533135469,0.0061162079510703364,1.0,0.9885714285714285,40,10
10,3.69419032643251,3.697167441221257,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10
11,3.68522277661039,3.697167441221257,-0.011944664610866962,0.0,0.9776536312849162,1.0,40,10
12,3.69597919122916,3.697167441221257,-0.0011882499920972123,0.0,1.0,1.0,40,10
13,3.69419032643251,3.697167441221257,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10
14,3.68702774075046,3.697167441221257,-0.010139700470797042,0.0,0.9831460674157303,1.0,40,10
15,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10
16,3.69419032643251,3.697167441221257,-0.0029771147887469596,0.0,0.9887005649717514,1.0,100,10
17,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10
18,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,100,20
19,3.69419032643251,3.697167441221257,-0.0029771147887469596,0.0,0.9887005649717514,1.0,100,10
20,3.69419032643251,3.697167441221257,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10
21,3.69419032643251,3.697167441221257,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10
22,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10
23,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10
24,3.69419032643251,3.697167441221257,-0.0029771147887469596,0.0,0.9887005649717514,1.0,60,10
25,3.69419032643251,3.697167441221257,-0.0029771147887469596,0.0,0.9887005649717514,1.0,100,10
26,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10
27,3.69419032643251,3.697167441221257,-0.0029771147887469596,0.0,0.9887005649717514,1.0,40,10
28,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10
29,3.69597919122916,3.697167441221257,-0.0011882499920972123,0.0,1.0,1.0,40,10
30,3.7105088423269286,3.697167441221257,0.013341401105671391,0.009146341463414634,1.0,0.9828571428571429,40,10
31,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,60,10
32,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10
33,3.6947372635981,3.697167441221257,-0.002430177623157004,0.0,0.9943181818181818,1.0,40,10
34,3.6947099167398205,3.697167441221257,-0.002457524481436657,0.0,0.9887005649717514,1.0,40,10
35,3.69597919122916,3.697167441221257,-0.0011882499920972123,0.0,1.0,1.0,40,10
