rep,N,M,assumption,option,experiment,method,dgp_name,tau_rmse,tau_nmse,tau_mse,tau_variance
1,25600,200,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,0.7898095130863634,0.11839348004458759,0.6237990669617184,5.268863342194118
1,25600,400,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.21333642460002886,0.008637997819501426,0.04551243006112379,5.268863342194118
1,25600,400,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,0.3964152140589909,0.029825222582447068,0.15714502193743554,5.268863342194118
1,25600,800,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.21333642460002886,0.008637997819501426,0.04551243006112379,5.268863342194118
1,25600,800,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,0.36765118025115534,0.02565399433642923,0.1351673903400675,5.268863342194118
1,25600,1600,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.1666419800071491,0.0052705009974957865,0.02776954950070308,5.268863342194118
1,25600,1600,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,0.3030256286956156,0.01742776870127258,0.0918245316463731,5.268863342194118
1,25600,3200,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.15666477278128976,0.004658281955058704,0.024543851030613153,5.268863342194118
1,25600,3200,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,0.21269333494068532,0.008585998874920876,0.04523845472819055,5.268863342194118
2,25600,25,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.6826244220055548,0.0884923039062474,0.4659761015184179,5.265724599193318
2,25600,25,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,1.9021826371508537,0.6871416681443008,3.618298785078176,5.265724599193318
2,25600,50,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.520234816688908,0.05139734511311189,0.27064426449534174,5.265724599193318
2,25600,50,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,1.6065718996687983,0.49016488048023227,2.5810732688054117,5.265724599193318
2,25600,100,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.520234816688908,0.05139734511311189,0.27064426449534174,5.265724599193318
2,25600,100,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,0.9814232408930172,0.18291719584281135,0.9631915777649533,5.265724599193318
2,25600,200,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.44123208764542776,0.036972263076152395,0.19468575516794245,5.265724599193318
2,25600,200,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,0.9700988601999031,0.1787202845179791,0.9410917985611512,5.265724599193318
2,25600,400,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.44123208764542776,0.036972263076152395,0.19468575516794245,5.265724599193318
2,25600,400,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,0.573487026742501,0.06245814106805697,0.328887369841954,5.265724599193318
2,25600,800,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.21727715923004867,0.008965406950889942,0.04720936392307992,5.265724599193318
2,25600,800,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,0.4099588551029796,0.0319170248484117,0.16806626287734583,5.265724599193318
2,25600,1600,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.21537342919245356,0.008808989746486714,0.0463857140021168,5.265724599193318
2,25600,1600,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,0.2988400018915371,0.016959745054691056,0.0893053467305339,5.265724599193318
2,25600,3200,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.21537342919245356,0.008808989746486714,0.0463857140021168,5.265724599193318
