rep,N,M,assumption,option,experiment,method,dgp_name,tau_rmse,tau_nmse,tau_mse,tau_variance
2,25600,3200,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,0.2032316222376273,0.007843762334943431,0.041303092277337645,5.265724599193318
3,25600,25,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.20548246454088562,0.008018420663975217,0.04222304323379631,5.265755564994739
3,25600,25,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,1.531824667196655,0.44561255874293276,2.3464868110321433,5.265755564994739
3,25600,50,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.5241762205518525,0.05217878171530715,0.27476071019202436,5.265755564994739
3,25600,50,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,1.233237451863928,0.2888236253862941,1.520874612679834,5.265755564994739
3,25600,100,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.2658556708631963,0.013422430429542883,0.07067923773012016,5.265755564994739
3,25600,100,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,0.8127347675385898,0.12544027048218395,0.6605378023660055,5.265755564994739
3,25600,200,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.2658556708631963,0.013422430429542883,0.07067923773012016,5.265755564994739
3,25600,200,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,0.5976959512536774,0.06784220151042943,0.35724045014503825,5.265755564994739
3,25600,400,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.2658556708631963,0.013422430429542883,0.07067923773012016,5.265755564994739
3,25600,400,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,0.4832103692060873,0.04434164442809955,0.23349226090828318,5.265755564994739
3,25600,800,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.23336674514468525,0.010342302651011657,0.05446003773942448,5.265755564994739
3,25600,800,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,0.36228514698304365,0.024925298203555463,0.13125052772452556,5.265755564994739
3,25600,1600,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.20548240542318608,0.008018416050145843,0.04222301893849861,5.265755564994739
3,25600,1600,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,0.2273082217189043,0.009812272336469948,0.05166902766101056,5.265755564994739
3,25600,3200,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.20146729073320357,0.00770811875606264,0.040589069235377175,5.265755564994739
3,25600,3200,lagged,nonparametric,start,direct_from_scratch,lagged_shared_easy_x_sign_warm_start,0.1975918669199799,0.007414424272267193,0.039042545872923044,5.265755564994739
4,25600,25,lagged,nonparametric,start,warm_start,lagged_shared_easy_x_sign_warm_start,0.7039099057351752,0.09406504950210169,0.49548915539210325,5.267516022314245
